id,title,enumeration_chronology,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,end_date,start_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,isbn,lccn,oclccn,url
854994,Ensayo político sobre la Isla de Cuba,,,,"Humboldt, Alexander von, 1769-1859",,Habana,Ed. Lex,1960,,,,,,,monographic,,spa,text,print,163 p. 18 cm.,,,Description and travel|||Slavery,,Cuba,,,,,,60005517,,
3972430,Venezuela [sound recording]: chants et tambours des confréries noires,,,Chants et tambours des confréries noires|||Songs and drums of the black brotherhoods,,"Plisson, Michel.",Paris,Ocora/Radio France,p1995,1995,,,,,,monographic,,spa,sound recording-musical,sound recording,"1 sound disc (72 min.) : digital, stereo. ; 4 3/4 in.",,,"Blacks|||Music|||Cofradías (Latin America)|||Folk music|||Folk songs, Spanish|||Percussion ensembles",,Venezuela|||s-ve---,,,,,,,,
855398,Negro e cultura no Brasil,,,,"Lopes, Helena Theodoro.","Siqueira, José Jorge.|||Nascimento, Maria Beatriz.",Rio de Janeiro,UNIBRADE-Centro de Cultura|||UNESCO,1987,,,,,,,monographic,,por,text,print,136 p. ; 22 cm.,bibliography,,Blacks|||Civilization|||African influences|||Social life and customs,,Brazil|||s-bl---,,,,,8585108029,87404658,,
4448433,"Aspectos oftalmológicos, y optométricos de las comunidades indígenas y negras visitas por la Gran Expedición Humana",,,,,"Murcia, Alejandra.|||Pontificia Universidad Javeriana|||Expedición Humana (1988- )","Santafé de Bogotá, D.C., Colombia",Pontificia Universidad Javeriana,[1994],1994,,,,,,monographic,,spa,text,print,"169 p. : ill., maps ; 22 cm.",bibliography,,Indians of South America|||Diseases|||Medical care|||Blacks|||Eye,,Colombia|||s-ck---,,,,,9589176194 (pbk.)|||9589176186 (set),,,
857116,Trabalho e vadiagem: a origem do trabalho livre no Brasil,,Subjugation of labour. Portuguese,,"Kowarick, Lúcio.",,"São Paulo, SP",Editora Brasiliense,1987,,,,,,,monographic,,por,text,print,133 p. ; 21 cm.,bibliography,,Working class|||History|||Slavery|||Coffee industry|||Emigration and immigration|||Immigrants,19th century,Brazil|||São Paulo Region|||s-bl---,,,,,,88175391 //r892,,
9332063,"Caribbean diaspora in Toronto [electronic resource]: learning to live with racism, The",,,,"Henry, Frances, 1931-",,Toronto|||Buffalo,University of Toronto Press,c1994,1994,,,,,,monographic,,eng,text,electronic|||electronic resource,"xv, 297 p. : map ; 24 cm.",bibliography,,Blacks|||West Indians|||Immigrants|||Racism|||Noirs|||Racisme|||Race relations|||Relations raciales,,"Ontario|||Toronto Region|||Caribbean Area|||Toronto, Agglomération de|||Antilles, Région de la mer des|||Toronto Region (Ont.)|||Toronto, Agglomération de (Ont.)|||n-cn-on",,,,,0802029728 (cloth : acid-free)|||0802077420 (paper : acid-free),,,https://ebookcentral.proquest.com/lib/pitt-ebooks/detail.action?docID=4672020
1494022,"Caribbean diaspora in Toronto: learning to live with racism, The",,,,"Henry, Frances, 1931-",,Toronto|||Buffalo,University of Toronto Press,c1994,1994,,,,,,monographic,,eng,text,print,"xv, 297 p. : map ; 24 cm.",bibliography,,Blacks|||Immigrants|||Racism|||Noirs|||Racisme|||Race relations,,"Ontario|||Toronto Metropolitan Area|||Caribbean Area|||Toronto, Agglomération de|||Antilles, Région de la mer des|||Toronto (Ont.)|||n-cn-on",,,,,0802029728 (bound) :|||0802077420 (pbk.) :,cn 94931290,,
1588361,Cuidado de las personas en los procesos de salud y enfermedad en comunidades indígenas y negras,,,Terrenos de la gran expedición humana|||Terrenos,"Duque, María Claudia.","Salazar, Edy.|||Bernal, J. E. (Jaime E.)|||Pontificia Universidad Javeriana|||Expedición Humana (1988-  )","Santafé de Bogotá, D.C., Colombia",Pontificia Universidad Javeriana,[1994],1994,,,,,,monographic,,spa,text,print,"233 p. : ill., maps ; 22 cm.",bibliography,,Indians of South America|||Health and hygiene|||Medical care|||Blacks|||Diseases,,Colombia|||s-ck---,,,,,9589176267 ‡q (pbk.)|||9589176186 ‡q (obra completa),,,
859569,Por qué: cuentos negros de Cuba,,,,"Cabrera, Lydia.",,Madrid,"Ramos, Art. Gráf.",1972,,,,,,2. ed.,monographic,,spa,text,print,"253 p., 1 leaf ; 20 cm.",,,Blacks|||Folklore|||Tales,,Cuba,,,,,,75577784 //r83,,
1588360,"Enfermedades parasitarias, factores de riesgo e inmunidad secretora en las comunidades indígenas y negras visitadas por la Gran Expedición Humana",,,Terrenos de la gran expedición humana|||Terrenos,,"Ordóñez Vásquez, Adriana.|||Pontificia Universidad Javeriana|||Expedición Humana (1988-  )",Santafé de Bogotá],Pontificia Universidad Javeriana,[1994],1994,,,,,,monographic,,spa,text,print,"121 p. : ill., maps ; 22 cm.",bibliography,,Indians of South America|||Health and hygiene|||Medical care|||Blacks|||Parasitic diseases,,Colombia|||s-ck---,,,,,9589176291|||9589176186 ‡q (obra completa),,,
7591926,"Capitain Johan Stedmans dagbok ofwer sina falttag i Surinam, jamte beskrifning om detta nybygges inwanare och ofriga markwardigheter Sammandrag",,,,"Stedman, John Gabriel, 1744-1797","Ödmann, Samuel, 1750-1829",Stockholm,Tryckt i Kongl. Ordens boktryckeriet hos J. Pfeiffer,1800,,,,,,,monographic,,swe,text,electronic|||electronic resource,"1 online resource (306, [14] p.)",,,Slavery|||Indians of South America|||Description and travel|||History,To 1814,Suriname|||Guiana|||s-sr---,,,,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/sas/infomark.do?docType=ECCO&contentSet=ECCO&type=getFullCitation&tabID=T001&prodId=SAS&version=1.0&docLevel=TEXT_GRAPHICS&resultListType=RESULT_LIST&bookId=SSM000A4165800&source=library&userGroupName=upitt_main
1519210,"excluídos: construirán la nueva historia : el Movimiento Indígena, Negro y Popular, Los",,,,"Girardi, Giulio, 1926-2012",,"Quito|||Managua, Nicaragua",Centro Cultural Afroecuatoriano|||Ediciones Nicarao,1994,,,,,,1. ed.,monographic,,spa,text,print,317 p. ; 22 cm.,,,"Race relations|||Indians|||Government relations|||Blacks|||Self-determination, National|||Government, Resistance to|||Movimiento Continental Indígena, Negro y Popular.",,Latin America|||cl-----,,,,,,95168790,,
1499788,From Cuba with a song,,De donde son los cantantes. English,,"Sarduy, Severo.","Levine, Suzanne Jill.",Los Angeles,Sun & Moon Press,1994,,,,,,1st English language pbk. ed.,monographic,,eng,text,print,156 p. ; 19 cm.,Parody,"""Born in eastern Cuba, Sarduy studied at the University of Havana, and, with Guillermo Cabrera Infante, was one of the few writers involved in the fight against Batista. At an early age he was made publisher of the Lunes de Revolucion, the official organ of the 26th of July Movement. In 1960 he left for Paris."" ""In Paris Sarduy became the editor of the Latin American collection of Editions du Seuil, and became involved with the Tel Quel group. Among the books he introduced to the French were Gabriel Garcia Marquez's One Hundred Years of Solitude and Lezama Lima's Paradiso. Sarduy himself, meanwhile, published several works including Escrito sobre un cuerpo (Written on a Body), Maitreya, Colibri, La simulacion, Overdose, and Daiquiri, a book of poems that uses Baroque prosody to describe gay sex in explicit terms."" ""De Donde son los cantantes (From Cuba with a Song) was Sarduy's first truly experimental work. Divided into three sections, each corresponding to the ethnic groups that make up Cuban nationality (Spanish, African, and Chinese), the book explores the disparate elements at work in Latin American culture. Culture, for Sarduy, is a series of radical and often violent displacements and errors. Transvestitism becomes the common denominator as a symbol of transformation (physical and spiritual) and delusion. As Gonzalez Echevarria observes, ""In De Donde son los cantantes, the characters look as if they're made up for a carnival that will let loose their deepest and weirdest fantasies. Sarduy's novel exposes the complicity between the novel's conventions and society's patriarchal structure. He denounces the quest for Latin American identity as yet another ideological maneuver by essentially epic novelists who want to strengthen the hold of the mechanisms of authority.""""--BOOK JACKET.",Culture|||Fiction|||Chinese|||Africans|||Ethnic relations,,Latin America|||Cuba,,,,,1557131589 :,94028405,,
861047,Estudos sobre o negro brasileiro,,,,"Melo, Floro de Araújo.",,Brazil,s.n.],1988,,,,,,1a. ed.,monographic,,por,text,print,154 p. ; 21 cm.,,,Blacks|||History,,Brazil|||s-bl---,,,,,,92832191,,
1480986,Internacionalização no Japão e a América Latina,,,,"Demange, Nilson Joseph.","Kawamura, Lili Katsuco.|||Ito, Akihito.",Nagoya,"Universidad de Nanzan, Centro de Estudios de América Latina",1994,,,,,,,monographic,,por,text,print,113 p. ; 31 cm.,bibliography,,"Brazilians|||Foreign workers, Brazilian|||Research|||Ethnic relations|||Japón|||Relaciones económicas internacionales|||América Latina",,Japan|||Latin America|||América Latina|||Japón|||a-ja---|||s-bl---,,,,,,,,
1507692,Mirar desde el sur,,,,"Azcuy, Eduardo A.",,Buenos Aires,Editorial Biblos,1994,,,,,,,monographic,,spa,text,print,62 p. ; 20 cm.,bibliography,,Latin Americans|||Ethnic identity|||Argentines|||Social life and customs|||Social conditions|||Social problems,1945-1982,Argentina|||Latin America|||cl-----|||s-ag---,,,,,950786055X,95176087,,
861071,Negro na rua: a nova face da escravidão,,,,"Silva, Marilene Rosa Nogueira da.",,São Paulo,Editora Hucitec,1988,,,,,,,monographic,,por,text,print,166 p. : ill. ; 21 cm.,bibliography,,Slavery|||History|||Slave trade,19th century,Brazil|||Rio de Janeiro|||s-bl---,,,,,8527100525,89129348,,
1466394,Music and Black ethnicity: the Caribbean and South America,,,,,"Béhague, Gerard.|||University of Miami, North-South Center.","New Brunswick, N.J",Transaction Publishers,c1994,1994,,,,,,monographic,,eng,text,print,"xii, 335 p. : ill., map ; 23 cm.",bibliography|||conference publication,,Blacks|||Music|||Congresses|||Race identity,,Caribbean Area|||South America|||cc-----|||s------,,,,,1560007087 (paper) :,94000503 /MN,,
1563185,"músicas primitivas en el Uruguay, Las",,,,"Ayestarán, Lauro.",,Montevideo,Arca,1994,,,,,,,monographic,,spa,text,print,148 p. : ill. ; 21 cm.,bibliography,,Folk music|||History and criticism|||Indians of South America|||Music|||Blacks,,Uruguay|||s-uy---,,,,,,95833501 /MN,,
7633048,"Narrative of a five years' expedition against the revolted Negroes of Surinam, in Guiana, on the wild coast of South America, from the year 1772 to 1777 [electronic resource]: elucidating the history of that country, and describing its productions ... : with an account of the Indians of Guiana & Negroes of Guinea",,,,"Stedman, John Gabriel, 1744-1797",,London,Printed for J. Johnson|||J. Edwards,1796,,,,,,,monographic,,eng,text,electronic|||electronic resource,"2 v., plates : ill., maps ; 28 cm.",,,Description and travel|||Slavery|||Slave insurrections|||Indians of South America|||Natural history,,Suriname|||Guyana|||s-sr---|||s-gy---,,,,,,nuc87767357,,http://pitt.idm.oclc.org/login?url=http://galenet.galegroup.com/servlet/MOME?af=RN&ae=U102577519&srchtp=a&ste=14&q=upitt_main
1588443,"oro es frio, congela el agua, paraliza la lengua, quema los ojos y muerde los metales, El",,,Sociedad y ecosistemas en la llanura del pacífico,"Olarte Reyes, Oscar.",,Pereira [Colombia],Corpes de Occidente,1994,,,,,,1. ed.,monographic,,spa,text,print,132 p. : ill. ; 20 cm.,bibliography,,Human ecology|||Biotic communities|||Environmental degradation|||Blacks|||Social conditions|||Indians of South America|||Environmental conditions,,Colombia|||Pacific Coast|||Pacific Coast (Colombia)|||s-ck---,,,,,,95211046,,
861273,"Etnicidad, clase y nación en la cultura política del Caribe de habla inglesa",,,,"Serbín, Andrés.",,Caracas,Academia Nacional de la Historia,1987,,,,,,,monographic,,spa,text,print,477 p. ; 23 cm.,bibliography,,Ethnicity|||Social classes|||Ethnic relations|||Race relations|||Politics and government,,"Caribbean, English-speaking|||cc-----",,,,,9802222410,90161379 //r91,,
1494143,Race and ethnicity in Latin America,,,,,"Domínguez, Jorge I., 1945-",New York,Garland Pub.,1994,,,,,,,monographic,,eng,text,print,"xi, 371 p. ; 24 cm.",,,Race relations|||Ethnicity|||Social conflict|||History|||Social mobility|||Ethnic groups|||South America|||Central America,,Latin America|||cl-----,,,,,0815314914 (alk. paper),93047174,,
861394,"Presencia africana en el sur del Lago de Maracaibo: Zulia, Mérida y Trujillo",,,,"Martínez Suárez, Juan de Dios.",,"Maracaibo, Venezuela","Autor, editor y distribuidor, J. de Dios Martínez S.",[between 1986 and 1988],1986/1988,,1988,1986,,,monographic,,spa,text,print,120 p. ; 21 cm.,bibliography,,Blacks|||History|||Civilization|||African influences,,Venezuela|||Maracaibo Lake Region|||Maracaibo Lake Region (Venezuela)|||s-ve---|||f------,,,,,9806033663,88164158,,
5688758,Shackles of memory,,,Slave trade and slavery in the 18e and 19e centuries,,"Moreau, Michel.|||Masseaut, Jean Marc.|||Hollidge, Nigel.|||Calderbank, Nick.|||Quessada, Regis.|||Université Nantes|||Filmakers Library, inc","New York, N.Y",Filmakers Library,1994,,,,,,,monographic,,eng,moving image,videorecording,"1 videodisc (52 min.) : sd., col. ; 4 3/4 in.",videorecording,"The film's primary focus is on the slave system in which ships from Nantes circled Africa and exchanged goods for black captives who were sold to the French colonies in the New World. Using a mixture of paintings, documents, artifacts and the words of those involved in this cruel system, the film brings the reality of slavery to life for a modern audience.",Slave trade|||History|||Slavery|||Colonies|||Slaves|||Social conditions|||Sources|||Economic aspects|||Mercantile system,,France|||Caribbean Area|||Africa|||e-fr---|||cc-----|||f------,,,,,,,,
4222933,Terrenos de la Gran Expedición Humana,,,Terrenos,Gran Expedición Humana 1992-1993 : Colombia),"Bernal, J. E. (Jaime E.)",Santafé de Bogotá,Pontificia Universidad Javeriana,[1994?]-<1999>,1994/9999,,9999,1994,,,monographic,,spa,text,print,"v. <1-7, 10-11> : ill., maps ; 22 cm.",bibliography,,Indians of South America|||Blacks,,Colombia|||s-ck---,,,,,9589176194 (obra)|||9589176186 (v.1)|||9589176267 (v.2)|||9589176291 (v.3),95138080,,
7690321,"ideario abolicionista indigenista y laboralista del libertador, El",,,,"Sainz Muñoz, Carlos",,,,,2012,,,,,,monographic,,spa,text,print,355 pages : illustrations ; 22 cm,bibliography,,"Political and social views|||Slavery|||History|||Indians of South America|||Civil rights|||Working class|||Bolívar, Simón 1783-1830",19th century,Venezuela|||South America|||s-ve---|||s------,,,,,9789801259947|||9801259949,,,
1459217,Uruguaypirí,,,Uruguay pirí,"Antón, Danilo J.",,"Montevideo, Uruguay]",Rosebud Ediciones,1994,,,,,,,monographic,,spa,text,print,152 p. : map ; 23 cm.,bibliography,,Indians of South America|||History|||Blacks|||Gauchos|||Civilization,,Uruguay|||Rio de la Plata Region (Argentina and Uruguay)|||s-uy---|||sp-----,,,,,,94833435,,
1350699,Working the spirit: ceremonies of the African diaspora,,,,"Murphy, Joseph M., 1951-",,"Boston, Mass",Beacon Press,c1994,1994,,,,,,monographic,,eng,text,print,"xiii, 263 p. ; 24 cm.",bibliography,,African Americans|||Religion|||Blacks|||Vodou|||African diaspora,,Latin America|||n-us---|||cl-----,,,,,807012203,93003929,,
866362,Resumen de un estudio sobre las expresiones negras en el folklore musical y coreográfico de Venezuela,,,,"Aretz, Isabel.|||Ramón y Rivera, Luis Felipe, 1913-1994",,Caracas],"Institutos de Antropologia e Historia y de Filologia ""Andres Bello,"" Facultad de Humanidades y Educación, Universidad Central de Venezuela",[19--],1900,,,,,,monographic,,spa,text,print,11 p. 24 cm.,,,Folk music|||Dance|||Blacks|||Music|||History and criticism,,Venezuela|||s-ve---,,,,,,63004238 /L/MN/r853,,
867990,Insurrección de los negros de la Serranía de Coro,,,,"Arcaya, Pedro Manuel, 1874-1958",,Caracas,,[1949],1949,,,,,,monographic,,spa,text,print,"x, 57 p. 23 cm.",,,Blacks|||Slavery|||History,To 1810,Venezuela,,,,,,51003988,,
1350703,500 años: fenomenología del mestizo : violencia y resistencia,,,Quinientos años|||Fenomenología del mestizo,"Gallardo, Helio, 1942-",,"San José, Costa Rica",Editorial Departamento Ecuménico de Investigaciones,1993,,,,,,1. ed.,monographic,,spa,text,print,183 p. : ill. ; 21 cm.,bibliography,,"Government, Resistance to|||Mestizaje|||History|||Philosophy|||Ethnic relations",,Latin America|||cl-----,,,,,997783072X,94123648,,
868432,Documentos para el estudio de los esclavos negros en Venezuela,,,,"Troconis de Veracoechea, Ermila.",,Caracas,Academia Nacional de la Historia,1969,,,,,,,monographic,,spa,text,print,"xlii, 348 p. 23cm.",,,Slavery|||History|||Sources,,Venezuela,,,,,,72206198,,
1486662,Africa y América: caminos de encuentro,,,,"Friedemann, Nina S. de.",,Bogotá,"Pontificia Universidad Javeriana, Expedicion Humana a la Zaga de la América Oculta",1993,,,,,,,monographic,,spa,text,print,14 p. : ill. ; 24 cm.,bibliography,,Blacks|||History|||Race identity|||Civilization|||African influences,,Latin America|||cl-----|||f------,,,,,,,,
868904,Vestigios africanos en la cultura del pueblo venezolano,,Afrikanische Relikte in der Volkskultur Venezuelas. Spanish,,"Pollak-Eltz, Angelina.",,Caracas,"Universidad Católica Andrés Bello, Instituto de Investigaciones Históricas",1972,,,,,,,monographic,,spa|||ger,text,print,171 p. ; 23 cm.,bibliography,,Blacks|||Folklore|||Social life and customs,,"Venezuela|||Barlovento, Venezuela|||s-ve---",,,,,,78349651 //r833,,
1303979,Colonialism and gender relations from Mary Wollstonecraft to Jamaica Kincaid: East Caribbean connections,,,,"Ferguson, Moira.",,New York,Columbia University Press,c1993,1993,,,,,,monographic,,eng,text,print,"x, 175 p. ; 24 cm.",bibliography,"""Focusing On Antigua, Dominica, and England, this book contributes to post-colonial and cultural studies by juxtaposing British and Caribbean writers of the eighteenth, nineteenth, and twentieth centuries."" ""Ferguson highlights usually veiled intersections between the texts of Mary Wollstonecraft, Jane Austen, Anne Hart Gilbert, Elizabeth Hart Thwaites, Jean Rhys, and Jamaica Kincaid, and underscores their feminist agendas in the context of slavery and colonialism."" ""Beginning with a discussion of Wollstonecraft's polemic for women's rights in the metropolitan center, Ferguson shows how that polemic linked colonial slavery to female subjugation and male desire. In the very different social context of Antigua, Gilbert and Thwaites engaged in struggles on behalf of literacy and abolitions."" ""In the doubled context of England and Antigua, Ferguson then examines the centrality of slavery to Austen's Mansfield Park, and concludes with a lively reading of texts by Jean Rhys and Jamaica Kincaid which display differing views of the British imperial project."" ""Colonialism and Gender from Mary Wollstonecraft to Jamaica Kincaid traces a discourse of struggle between writers and activists at the metropolitan center and those at the political periphery. ""The continuum of their writings,"" notes Ferguson, ""further suggests that during 150 years of slavery, emancipation, and postcolonialism, recognition of the link between gender and colonial relations became commensurately more clear.""""--BOOK JACKET.",English literature|||Caribbean influences|||Women authors|||History and criticism|||Women and literature|||History|||Slavery in literature|||Caribbean Area in literature|||Race relations in literature|||Imperialism in literature|||Colonies in literature|||Sex role in literature,,Caribbean Area|||Great Britain|||e-uk---|||cc-----,,,,,231082223,92039302,,
869516,"city of women, The",,,,"Landes, Ruth, 1908-1991",,New York,Macmillan,1947,,,,,,,monographic,,eng,text,print,"vi, 248 p. 22 cm.",,,Black race|||Religion|||Blacks|||African Americans|||Folklore,,Brazil,,,,,,47003896,,
1378305,"construcción de las Américas, La",,,,"Simposio Culturas para la Paz (1992 : Bogotá, Colombia)","Uribe, Carlos A.|||Universidad de los Andes (Bogotá, Colombia), Departamento de Antropología.",Santafé de Bogotá,"Universidad de los Andes, Facultad de Humanidades y Ciencias Sociales, Departamento de Antropología",1993,,,,,,1a. ed.,monographic,,spa,text,print,287 p. : ill. ; 24 cm.,bibliography|||conference publication,,History|||Congresses|||Indians|||Blacks,,Latin America|||Colombia|||cl-----|||s-ck---,,,,,,94223564,,
1462837,Contribución africana a la cultura de las Américas: memorias del Coloquio Contribución Africana a la Cultura de las Américas,,,,"Coloquio Contribución Africana a la Cultura de las Américas 1992 : Bogotá, Colombia)","Ulloa, Astrid.|||Instituto Colombiano de Antropología","Bogotá, Colombia","Proyecto Biopacífico-Inderena-DNP-GEF-PNUD COL/92/G31|||Instituto Colombiano de Antropología, Colcultura",1993,,,,,,1. ed.,monographic,,spa,text,print,374 p. ; 24 cm.,bibliography|||conference publication,,Blacks|||Congresses|||Civilization|||African influences,,Latin America|||Colombia|||cl-----|||s-ck---,,,,,9586121348,94147828,,
869941,Gentilicios africanos en Venezuela,,,,"Acosta Saignes, Miguel.",,Caracas],"Institutos de Antropología e Historia y de Filología ""Andrés Bello,"" Facultad de Humanidades y Educación, Universidad Central de Venezuela",[1956?],1956,,,,,,monographic,,spa,text,print,24 p. 24cm.,bibliography,,Blacks,,Venezuela,,,,,,57040090 /L,,
8027500,Cultivation and culture [electronic resource]: labor and the shaping of slave life in the Americas,,,,,"Berlin, Ira, 1941-2018|||Morgan, Philip D., 1949-|||American Council of Learned Societies",Charlottesville,University Press of Virginia,c1993,1993,,,,,,monographic,,eng,text,electronic|||electronic resource,"viii, 388 p. ; 24 cm.",bibliography,,Slavery|||Economic aspects|||History|||Agriculture|||Slaves|||Social conditions|||Plantations,,Caribbean Area|||United States|||cc-----|||n-us---,,,,,,,,http://pitt.idm.oclc.org/login?url=http://hdl.handle.net/2027/heb.01615.0001.001
1294624,Cultivation and culture: labor and the shaping of slave life in the Americas,,,,,"Berlin, Ira, 1941-2018|||Morgan, Philip D., 1949-",Charlottesville,University Press of Virginia,c1993,1993,,,,,,monographic,,eng,text,print,"viii, 388 p. ; 24 cm.",bibliography,,Slavery|||Economic aspects|||History|||Agriculture|||Conditions of slaves|||Slaves|||Social conditions|||Plantations,,Caribbean Area|||United States|||cc-----|||n-us---,,,,,0813914213|||0813914248 (pbk.),92031010,,
7803959,"Narrative, of a five years' expedition, against the revolted  Negroes of Surinam, in Guiana, on the wild coast of South America; from the year 1772 to 1777: [electronic resource]: elucidating the history of that country and describing its productions ... with an account of the Indians of Guiana & Negroes of Guinea",,,,"Stedman, John Gabriel, 1744-1797","Blake, William, 1757-1827 (engr)",London,J. Johnson,1796,,,,,,,monographic,,eng,text,electronic resource,1 online resource,,,Description and travel|||History|||Slavery|||Indians of South America,To 1803,Suriname|||Guiana,,,,,,02011781 *,,http://archive.org/details/narrativeoffivey_01sted
1502046,Derechos e identidad: los pueblos indígenas y negros en la Constitución política de Colombia de 1991,,,,"Sánchez, Enrique (Sánchez Gutiérrez).","Roldán Ortega, Roque.|||Sánchez, María Fernanda.","Santafé de Bogotá, D.C., Colombia",Disloque Editores,1993,,,,,,1. ed.,monographic,,spa,text,print,337 p. : maps ; 24 cm.,legislation,,"Indians of South America|||Legal status, laws, etc|||Colombia|||Blacks|||Colombia.",,Colombia|||s-ck---|||s------,,,,,958955962X,,,
4247016,Después de la piel: 500 años de confusión entre desigualdad y diferencia,,,500 años de confusión entre desigualdad y diferencia|||Quinientos años de confusión entre desigualdad y diferencia,,"Universidad Nacional de Misiones (Argentina), Departamento de Antropología Social.","Posadas, Argentina]","Departamento de Antropología Social, Facultad de Humanidades y Ciencias Sociales, Universidad Nacional de Misiones",[1993],1993,,,,,,monographic,,spa,text,print,271 p. : ill. ; 28 cm.,bibliography,,Indians of South America|||Government relations|||Blacks|||Indians of Mexico|||Race relations,,Latin America|||s------|||cl-----|||n-mx---,,,,,950766002X,94107691,,
7871388,Seguridad y racismo: pensamiento crítico centroamericano,,,Pensamiento crítico centroamericano,"Flores Aguilar, Alejandro|||Arenas Bianchi, Clara|||Gómez, Juan Pablo",Consejo Latinoamericano de Ciencias Sociales (issuing body),,,,2014,,,,,Primera edición.,monographic,,spa,text,print,"255 pages : illustrations, map ; 21 cm",bibliography,,Public safety|||Crime prevention|||Racism|||Race discrimination|||Indians of Central America|||Social conditions|||Race relations,,Central America|||nc-----,,,,,9789992436370|||9992436379,,,
1351177,Diversidad cultural y tensión regional: América Latina y el Caribe,,,,,"Jácome, Francine.","Caracas, Venezuela",Instituto Venezolano de Estudios Sociales y Políticos|||Editorial Nueva Sociedad,1993,,,,,,1. ed.,monographic,,spa,text,print,143 p. : ill. ; 23 cm.,bibliography,,Regionalism|||Relations|||Ethnic relations|||Race relations,,"Caribbean Area|||Latin America|||Caribbean, English-speaking|||cl-----|||cc-----",,,,,9803170384,93228652,,
872086,Temas y apuntes afro-venezolanos,,,,"Sojo R., Juan Pablo, 1908-1948",,Caracas,Tip. La Nación,1943,,,,,,,monographic,,spa,text,print,60 p. 16 cm.,,,"Blacks|||Folklore, Black|||Witchcraft",,Venezuela|||s-ve---,,,,,,44029918,,
1391992,Estado y nación: las demandas de los grupos étnicos en Guatemala,,,,,"Solares, Jorge.","Guatemala, C.A",FLACSO Guatemala|||Fundación Friedrich Ebert,1993,,,,,,,monographic,,spa,text,print,468 p. ; 21 cm.,bibliography,,Mayas|||Government relations|||Garifuna (Caribbean people)|||Ethnicity|||Nationalism|||Ethnic relations,,Guatemala|||ncgt---,,,,,,94123119,,
872200,Elementos indiǵenas y africanos en la formacioń de la cultura venezolana,,,,"Acosta Saignes, Miguel.",,Caracas,"Instituto de Filosofiá, Facultad de Humanidades y Educacioń Universidad Central de Venezuela, 1955?]",,1955,,,,,,monographic,,spa,text,print,33 p. 23 cm.,bibliography,,Civilization|||Indian influences|||African influences,,Venezuela,,,,,,56010325,,
1459698,Hacia nuevos modelos de relaciones interculturales,,,,,"Bonfil Batalla, Guillermo.|||Identidad Cultural y Modernidad (1990 : Barcelona, Spain)","México, D.F",Consejo Nacional para la Cultura y las Artes,"1993, c1991",1993,,,,1991,1a ed.,monographic,,spa,text,print,263 p. ; 21 cm.,bibliography|||conference publication,,Cultural pluralism|||Ethnicity|||Congresses|||Ethnic relations,,Latin America|||cl-----,,,,,968295553X,,,
1353446,Hue Boy,,,,"Mitchell, Rita Phillips.","Binch, Caroline (ill)",New York,Dial Books for Young Readers,c1993,1993,,,,,,monographic,,eng,text,print,[28] p. : col. ill. ; 28 cm.,,"Everyone in little Hue Boy's island village has suggestions on how to help him grow, but he learns to stand tall in a way all his own.",Size|||Fiction|||Growth|||Blacks,,Caribbean Area,juvenile,,,,0803714483 :,92018560 /AC,,
878370,"africanía de la música folklórica de Cuba, La",,,,"Ortiz, Fernando, 1881-1969",,Habana,"Ministerio de Educación, Dirección de Cultura",1950,,,,,,,monographic,,spa,text,print,"xvi, 477 p. illus., music. 24 cm.",bibliography,,"Folk music|||History and criticism|||Blacks|||Music, African",,Cuba|||nwcu---,,,,,,51002607,,
879366,Race relations in socialist Cuba,,,,"Moore, Carlos.",,S.l,s.n.,1984],1984,,,,,,monographic,,eng,text,print,44 leaves ; 36 cm.,,,Blacks|||Race relations,,Cuba|||nwcu---,,,,,,,,
1347572,Indios y negros bajo el dominio español en Loja,,,,"Anda Aguirre, Alfonso.",,"Quito, Ecuador",Ediciones Abya-Yala,1993,,,,,,1a. ed.,monographic,,spa,text,print,311 p. ; 22 cm.,bibliography,,Indians of South America|||History|||Blacks|||Race relations,To 1809,Ecuador|||Loja (Corregimiento)|||Loja (Ecuador : Corregimiento)|||Loja (Ecuador)|||s-ec---,,,,,9978990321,95111139,,
4603181,Inside Babylon: the Caribbean diaspora in Britain,,,,,"James, Winston.|||Harris, Clive, 1956-",London|||New York,Verso,1993,,,,,,,monographic,,eng,text,print,"ix, 317 p. : ill. ; 25 cm.",bibliography,,West Indians|||History|||Social conditions|||Blacks|||Emigration and immigration|||Black persons|||Social life|||Great Britain,,Great Britain|||Caribbean Area|||e-uk---|||cc-----,,,,,0860914712 :|||0860916367 :,93021183,,
880376,"culto Shangó en Recife, Brasil, El",,,,"Carvalho, José Jorge de.","Segato, Rita Laura.","Caracas, Venezuela","Centro para las Culturas Populares y Tradicionales, Sección de Publicaciones",1987,,,,,,,monographic,,spa,text,print,64 p. : ill. ; 23 cm.,,,Orisha religion|||Cults|||Blacks|||Religion,,Brazil|||Recife|||Recife (Brazil)|||s-bl---,,,,,9806145038,,,
