,id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url 
374,5832494,childhood's songs of long agobeing some of the divine and moral songs,,,,,new york,"e.r. herrick & company1674-1748; 1869-1935; e. r. herrick & co; mcmanus, blanche; watts, isaac",1897; c1897,1897,,,,monographic,,eng,text,print,"87, [1] p. : ill., plates. ; 23 cm",juvenile poetry,,children; children's songs; christian life; conduct of life; honesty; love; religious life,,united states new york new york,juvenile,,14017393,ocm06363861,
375,7896523,children in the woodthe,,,,,new-york (no. 90 nassau-street),"sold by j.b. jansen, bookseller",1830; [1830?],1830,,,,monographic,,eng,text,print,8 p. : ill. ; 94 mm,specimens,,chapbooks; children's stories; miniature books,,,,,,ocm29772316,
376,9048469,children in the wooda tale for the nursery : with copper-platesthe,,,,,london,"william darton, 58, holborn hillapproximately 1792-; elliott, mary",1826,,,,,monographic,,eng,text,print; unmediated; volume,"35, [1] p., [5] leaves of plates (1 folded) : ill. (copper-engravings) ; 14 cm",juvenile literature; juvenile works; text,,"children's stories, english; inheritance and succession",,,juvenile,,,ocm52385685,
377,1080603,children in the wooda tale for the nursery : with copper-platesthe,,,,,london,"william darton, 58, holborn hillapproximately 1792-; elliott, mary",1822; 1823,1822; 1823,,,,monographic,,eng,text,print; unmediated; volume,"35, [1] pages, [5] leaves of plates (1 folded) : illustrations ; 15 cm",juvenile literature; juvenile works; specimens; text,,advertising specialties; children's stories; inheritance and succession; publishers' catalogs,,,juvenile,,,ocm23964742,
378,7896526,"children in the wood (ballad); children in the wood restored, by honestas, the hermit of the forest, or, perfidy detected; perfidy detected; restoration of the children in the woodthe",children in the wood (ballad),perfidy detected; restoration of the children in the wood,,,banbury [england],"banbury [england] : printed by j.g. rusher, [ca. 1814]; printed by j.g. rusher1733 or 1734-1793; 1784-1877; johnson, r. (richard); johnson, r. (richard), 1733 or 4-1793; rusher, john golby",1814; [approximately 1814],1814,,,,monographic,,eng,text,print; unmediated; volume,16 pages : illustrations (wood-engravings) ; 10 x 7 cm,juvenile fiction; specimens; text,,"chapbooks; chapbooks, english; hermits; missing children; reunions",,,juvenile,,29005453,ocm05160848,
379,7111349,children of the abbeya talethe,,,,,philadelphia,"w.a. leary & co., no. 138, n second street1764?-1845; roche, regina maria",1849; 1853; [between 1849 and 1853],1849; 1853,,,,monographic,,eng,text,print,"3 v. in 1 (262, 238, 237 p.), [4] leaves of plates : ill. ; 13 cm",,,gothic literature,,,,,,ocn475165221,
380,7896529,"children of the abbeyan interesting novel founded on facts : descriptive of the adventures & misfortunes of oscar & amanda fizalan ... who by a forged will were for many years unjustly deprived of their legal inheritance : with the particulars of lord mortimer's attachment to amanda and the many vexations & disappointments they met with through the villany of colonel belgrave, who attempted to ruin her character and seduce her ... in all of which he was disappointedthe",,,,,london,"printed and published by w. mason1764?-1845; roche, regina maria",1800; 1899; [18--?],1800; 1899,,,2nd ed,monographic,,eng,text,print,"[1] leaf of plates, 36 p. : col. ill. ; 18 cm",juvenile fiction; specimens,,"chapbooks; chapbooks, english; children; inheritance and succession",,,,,,ocm70460736,
381,7940576,children of the new forestthe,,,,,new york,"harper1792-1848; marryat, frederick",18uu; [18--?],18uu,,,,monographic,,eng,text,print,279 p. ; 20 cm,,,,,,,,,ocm22688328,
382,1034983,children of the olden time,,,,,london,"griffith and farran1826-1881; mackarness, henry s; mrs",1874,,,,,monographic,,eng,text,print,"xvi, 111 p. : ill. ; 20 cm",,,children,,england,juvenile,,,11504492,
383,8868317,children of the outlawa story of the middle agesthe,,,,,pittsburgh,"pittsburgh : stevenson, foster, 1879; stevenson, foster, & co1832-1901; leonhart, rudolph; leonhart, rudolph, 1832-; stevenson, foster & co",1879,,,,,monographic,,eng,text,print; unmediated; volume,"408 pages, [6] leaves of plates : illustrations ; 19 cm",text,,,,,,,,ocm25530632,
384,8862496,"children's album of pictures and stories, abridgedthe",,,,,"springfield, mass.]","w.j. holland & co. springfield and boston, mass.; cleveland, ohio; chicago, ill-1888; 1804-1888; 1805-1873; 1815-1870; 1827-; active 1846-1860; andrew, john; approximately 1829-; approximately 1830-; bullard, asa; chubbuck, thomas; cloues, samuel; felter, john d; filmer, john; hartwell, alonzo; hedge, franklin; hyde, john n; kilburn, samuel smith; mallory, richard p; pierce, william j; roberts, william; samuel bowles and company; smith, daniel t; w.j. holland & co; whitney, elias james",1869,,,,,monographic,,eng,text,print; unmediated; volume,"160 p., [1] leaf of plates : ill., port. ; 22 cm",fiction; gold blocked bindings (binding); intaglio prints; juvenile fiction; juvenile literature-1869; juvenile poetry; juvenile works; poems-1869; poetry; publishers' cloth bindings (binding)-1867; relief prints; text,,animal welfare; birds; blind; brothers and sisters; children and death; children's poetry; children's stories; conduct of life; dogs; forgiveness; friendship; grandmothers; parent and child; play; school children; snow sculpture; sunday schools; truthfulness and falsehood,,united states illinois chicago; united states massachusetts boston; united states massachusetts springfield; united states ohio cleveland,juvenile,,,ocn191234788,
385,1076939,children's almanac for 1879-80-81-82-83the,,,,,boston,"lothrop1837-1907; pratt, ella farman",1878,,,,,monographic,,eng,text,print,80⁾ p. : ill. ; 14 cm,,,,,,juvenile,,,04024383,
386,5810680,children's book of balladsthe,,,,,boston,"little, brown1843-1934; tileston, mary wilder",1883; c1883,1883,,,,monographic,,eng,text,print,"viii, 289 p. : ill. ; 19 cm",,,"ballads, english; children's poetry",,united states,juvenile,,,ocm13679792,
387,201652,children's books and their illustrators,,,,,new york,"j. lane1851-1898; white, gleeson",1897; 1897?,1897,,,,monographic,,eng,text,print,"68 p., 2 leaves of plates : ill. (some col.) ; 30 cm",,,children's literature; illustration of books; illustrators,,,,,02007837,02065776,
388,7893448,children's companionthe,,,,,philadelphia,"published by crissy & markley1747-1791; berquin, (arnaud); m",1840; c1840,1840,,,,monographic,,eng; fre,text,print,[5] 6-143 p. : ill. ; 16 cm,novel,,children's poetry; children's stories; natural history,,,juvenile,,,ocn367364035,
389,4573204,"children's friend; children's friend (kirkby lonsdale, westmorland)the","children's friend (kirkby lonsdale, westmorland)",,,,kirkby lonsdale,"j. foster1792-1859; wilson, william carus",1824; 18uu,1824; 18uu,,,,serial,monthly,eng,text,print,v. : ill. ; 14 cm,periodical; periodicals,,children's literature,,,,,,ocm41461292,
390,8961798,ami des enfants. english; berquin's children's friend; children's friendthe,ami des enfants. english,berquin's children's friend,,,new york and boston,"c.s. francis and company-1876; 1747-1791; berquin, (arnaud); c.s. francis & co; godwin, james; m",1857; m. dccc. lvii. [1857],1857,,,,monographic,,eng; fre,text,print; unmediated; volume,"328, 344, [12] p., [3] leaves of plates : ill. ; 18 cm",juvenile literature; juvenile works; plays-1857; publishers' catalogues-massachusetts-boston; publishers' catalogues-new york (n.y.); text,,children; children's stories; conduct of life; parent and child,,united states massachusetts boston; united states new york new york,juvenile,,,ocm80168829,
391,1026341,children's garlandfrom the best poetsthe,,,,,london,"macmillan1823-1896; patmore, coventry",1862,,,,,monographic,,eng,text,print,"xvi, 344 p. : ill. ; 17 cm",,,children's poetry,,,juvenile,,,03349107,
392,8228820,children's hourthe,,,,,philadelphia,"pub. for the benefit of the sanitary commission1829-1914; e. w. s. (elizabeth wister stevenson); mitchell, s. weir (silas weir); united states sanitary commission",1864,,,,,monographic,,eng,text,print; unmediated; volume,128 pages : plates ; 20 x 15 cm,fiction; juvenile fiction; juvenile poetry; juvenile works; poetry; text,,animals; birthdays; children's poetry; children's stories; christmas poetry,,,juvenile,,16003094,ocm04248847,
393,7893434,children's magazine and missionary repositorythe,,,,,london,"simpkin, marshallwinks, joseph f",1845; 1845-1865; 1865,1845; 1865,,,,serial,annual,eng,text,print,21 v. : ill. ; 13 cm,periodicals,,children's literature,,,,,,ocn605232615,
394,7705043,children's paradisethe,,,,,new york,"g.p. putnam's sons; new york : g.p. putnam's sons, 1877, c18761839-1936; morse, lucy gibbons; zérèga, katherine berry di; zéréga, katherine berry di","1877; 1877, c1876",1877,,1876,,monographic,,eng,text,print,"vi, 176 p., [6] leaves of plates : ill. ; 18 cm",,,children's poetry; poetry; stories in rhyme,,,juvenile,,,ocm14159207,
395,8548993,"bible. selections. english. 1890; children's pictorial bibledesigned to stimulate bible study, to interest and instruct the young, and to induce them to search the scriptures",bible. selections. english. 1890,,,,"cleveland, ohio :","the williams publishing company1832-1883; doré, gustave; lang, j. h",1890; [1890],1890,,1890,,monographic,,eng,text,print; unmediated; volume,"600 pages, 60 unnumbered leaves of plates : illustrations ; 33 cm",illustrated works; illustrations; text,,bible stories; hieroglyphic biblesbible,,,,,,ocm40949782,
396,8214196,"children's sayingsor, early life at home",,,,,new york,"sheldon1845-1915; crane, walter; hadley, caroline",1863,,,,,monographic,,eng,text,print; unmediated; volume,"160 pages, [4] leaves of plates : illustrations ; 18 cm",juvenile literature; text,,conduct of life,,,juvenile,,,ocm10196424,
397,8550130,children's shakespearethe,,,,,london ,"raphael tuck & sons ltd.1564-1616; 1854-1937; 1858-1924; bowley, may; brundage, frances; grey, j. willis; nesbit, e. (edith); raphael tuck & sons; shakespeare, william",1897; [1897?],1897,,,,monographic,,eng,text,print; unmediated; volume,48 pages : illustrations (some color) ; 25 cm,adaptations; text,,"shakespeare, william 1564-1616",,england london,juvenile,,,ocm41209015,
398,8550131,children's shakespearethe,,,,,london ,"raphael tuck & sons ltd.1564-1616; 1854-1937; 1858-1924; bowley, may; brundage, frances; grey, j. willis; nesbit, e. (edith); raphael tuck & sons; shakespeare, william",1897; [1897],1897,,,,monographic,,eng,text,print; unmediated; volume,48 pages : illustrations (some color) ; 25 cm,adaptations; text,,"shakespeare, william 1564-1616",,england london,,,,ocn913310086,
399,5810126,children's shakespearethe,,,,,london; new york,"r. tuck1564-1616; 1854-1937; 1858-1924; 1860-; bowley, m; brundage, frances; grey, j. willis; nesbit, e. (edith); shakespeare, william; vredenburg, edric",1890; 1977; [189-],1890; 1977,,,,monographic,,eng,text,print,"96 p., [12] leaves of plates : ill. (some col.) ; 25 cm",adaptations,,"shakespeare, william 1564-1616",,,,,,ocm03209579,
400,1086872,children's singing gameswith the tunes to which they are sung : 1st-2nd series,,,,,london,"d. nuttgomme, alice bertha; smith, winifred",1894; 1894⁾,1894,,,,monographic,,eng,text,print,"2 v. : ill., music ; 22 x 24 cm",,,children's songs; games,,,,,07041793,05978781,
401,9028467,children's yearthe,,,,,boston :,"crosby and ainsworth1799-1888; 1824-1884; crosby and ainsworth; howitt, anna mary; howitt, mary (mary botham)",1865,1865,,,,monographic,,eng,text,print; unmediated; volume,"257 pages, 4 unnumbered leaves of plates : illustrations ; 18 cm",juvenile fiction; novel; text,,brothers and sisters; children; conduct of life; families; social life and customs,,englandunited states massachusetts boston,juvenile,,,on1007296416,
402,1001302,bible. english. selections. 1884; child's biblethe,bible. english. selections. 1884,,,,new york,"cassell1832-1920; vincent, john heyl",1884; 1884⁾,1884,,,,monographic,,eng,text,print,"xiv, 738 p. illus. 27 cm",,,juvenile literaturebible stories,,,juvenile,,,00689416,
403,1086742,child's bijouthe,,,,,buffalo,"breed, lentb., j. h",1861,,,,,monographic,,eng,text,print,96 p. ; 8 x 6 cm,,,children's poetry; miniature books; specimens,,,juvenile,,70234277 //r82,00210601,
404,6525096,child's book in greek; kendrick's greek primary bookbeing a series of elementary exercises in the greek languagethe,,kendrick's greek primary book,,,"hamilton, n.y; new york","mark h. newman & co; published by s.c. griggs1809-1895; griggs, s. c; kendrick, a. c. (asahel clark); mark h. newman & co",1847,,,,,monographic,,eng,text,print,68 p. ; 15 cm,composition and exercises,,greek language,,,juvenile,,10024053,ocm10880790,
405,5708963,child's book of naturefor the use of families and schools : intended to aid mothers and teachers in training children in the observation of nature : in three partsthe,,,,,new york,"harper & brothers1806-1867; hooker, worthington","1878; 1878, c1857",1878,,1857,,monographic,,eng,text,print,3 v. : ill. ; 17 cm,juvenile literature,,science,,,,,,26756395; ocm26756395,
406,323123,child's book of naturefor the use of families and schools : intended to aid mothers and teachers in training children in the observation of nature : in three partsthe,,,,,new york,"harper & brothers1806-1867; hooker, worthington",1857,,,,,monographic,,eng,text,print,3 v. : ill. ; 18 cm,,,juvenile literature; science,,,juvenile,,,04582045,
407,1040822,child's book on the soulthe,,,,,hartford,"published by cooke and co1787-1851; cooke & co. (hartford, conn.); gallaudet, t. h. (thomas hopkins)",1831,,,,"2nd ed., improved",monographic,,eng,text,print,2 v. : ill. ; 14 cm,juvenile literature,,christianity; soul,,,juvenile,,40023743,ocn227544345,
408,8842394,child's casket of instructive storiesfor good boys and girlsthe,,,,,new york,"philip j. cozans, publisher, no. 107 nassau street",1856,,,,,monographic,,eng,text,print; unmediated; volume,24 pages : illustrations (wood-engravings) ; 19 cm,juvenile literature; text,,readers (elementary); science,,,juvenile,,,ocm30017850,
409,4068384,"child's companion, and juvenile instructorthe",,,,,london,the religious tract societyreligious tract society (great britain),1846; 1921,1846; 1921,,,,serial,monthly,eng,text,print,v.: ill.; 15-21 cm,periodical; periodicals,,children's literature,,,,,,ocm07745614,
410,3559635,child's companion and juvenile instructornew seriesthe,,,,,london,religious tract societyreligious tract society (great britain),1853,,,,,monographic,,eng,text,print,"iv, 388 p. : ill. ; 15 cm",,,"children's literature, english",,,,,,29539597; 37551285,
411,5899823,child's companion and youth's friendthe,,,,,"philadelphia, pa",american s.s. unionamerican sunday-school union,18uu; 1uuu,18uu; 1uuu,,,,serial,monthly,eng,text,computer; electronic resource; online resource; remote,1 online resource (v.) : ill,juvenile literature-periodicals; periodical; periodicals; text,,american sunday-school union,,united states pennsylvania philadelphia,,,,,http://pitt.idm.oclc.org/login?url=http://search.ebscohost.com/direct.asp?db=h9j&jid=%226l6g%22&scope=site
412,1006133,child's first bookthe,,,,,richmond,"ayres & wadeactive 19th century; campbell, william a; dunn, william r. j",1864,,,,,monographic,,eng,text,print,48 p. illus. 18 cm,specimens,,imprints; readers (primary),,confederate states of america,,,28015758,03854242,
413,7896530,"child's first step up the ladder of learning, or, easy lessons for the infant mind; easy lessons for the infant mindthe",,easy lessons for the infant mind,,,"new-york (376 pearl-street, n.y.)","printed and sold by mahlon day1790-1854; day, mahlon",1830; [1830?],1830,,,,monographic,,eng,text,print,16 p. : ill. ; 10 cm,specimens,,chapbooks; readers (primary),,,juvenile,,,ocm53244687,
414,1031785,child's garden of versesa,,,,,london; new york,"charles scribner's sons; john lane1850-1894; 1870-1937; robinson, charles; stevenson, robert louis",1895,,,,,monographic,,eng,text,print,"xiv, 136 p. : ill., front. ; 20 cm",,,children's poetry,,,juvenile,,,02142067,
415,7894152,child's gem for 1845the,,,,,boston :,"t.h. carter and company1799-1865; colman, (pamela chandler); mrs",1845; [1845?],1845,,,,monographic,,eng,text,print; unmediated; volume,"95 pages, 7 unnumbered leaves of plates : illustrations ; 12 cm",text,,children's poetry; children's stories,,,,,,ocm40971715,
416,7695509,"child's history of england; holiday romance and other piecesalso, a holiday romance and other piecesa",,holiday romance and other pieces,,,boston ; cambridge :,"houghton, mifflin and company; the riverside press1812-1870; dickens, charles; ralston, john mcl",1894; [1894],1894,,1894,new illustrated library edition,monographic,,eng,text,print; unmediated; volume,"xv, 446 pages, 9 unnumbered leaves of plates : illustrations ; 21 cm",history; juvenile literature; text,,history; kings and rulers,,great britain,juvenile,,,ocn925529927,
417,8850553,child's history of england [and miscellaneous pieces]a,,,,,new york :,"john w. lovell co., 105 worth street, corner missions place1812-1870; dickens, charles",189u; [between 1890 and 1899?],189u,,,,monographic,,eng,text,print; unmediated; volume,"387, 473 pages,10 unnumbered leaves of plates : illustrations, portrait ; 19 cm",history; juvenile literature; juvenile works; text,,history,,great britain,juvenile,,,ocm27466243,
418,809735,child's history of englanda,,,,,philadelphia,"henry altemus1812-1870; dickens, charles",1897; c1897,1897,,,,monographic,,eng,text,print,228 p. : ill. ; 18 cm,,,history; juvenile literature,,great britain,,,02012610,04018234,
419,8211132,child's history of englanda,,,,,london,"bradbury & evans, 11, bouverie street; london : bradbury & evans, 11, bouverie street, 1854-55 (london : bradbury and evans, printers, whitefriars)1808-1877; 1812-1870; dickens, charles; dickens, charles, 1812-1870; topham, francis william",1854; 1854-55; 1855,1854; 1855,,,,monographic,,eng,text,print; unmediated; volume,3 volumes : illustrations ; 16 cm,history; juvenile literature; juvenile works; text,,history; kings and rulers,,great britain,juvenile,,,ocm04334452,
420,1038622,child's history of englanda,,,,,london,"bradbury & evans1812-1870; dickens, charles",1853,,,,,monographic,,eng,text,print,3 v. : ill. ; 16 cm,history; juvenile literature; juvenile works,,history,,great britain,juvenile,,,ocm04714714,
421,8957286,"child's influence; child's influence, or, kathleen and her great uncle; kathleen and her great unclea",,child's influence; kathleen and her great uncle,,,london; new york,"e.p. dutton & co; griffith & farran (successors to newbery & harris), corner of st. paul's churchyard1846-1901; greenaway, kate; griffith and farran; lockyer, lisa",1882; [1882?],1882,,,,monographic,,eng,text,print; unmediated; volume,"198 pages, [4] leaves of plates : illustrations ; 17 cm",novel; text,,,,,juvenile,,,ocm10189957,
422,6343188,child's keepsakea poetical bouquet for little childrenthe,,,,,new haven,"published by s. babcock1797?-1884; babcock, sidney",1850,,,,,monographic,,eng,text,print,8 p. : ill. ; 10 cm,chapbooks-1850; juvenile literature-1850; poems-1850,,children's poetry,,united states connecticut new haven,juvenile,,,4708274; ocm04708274,
423,6807570,child's picture biblethe,,,,,new haven; philadelphia,"durrie and peck; smith and peckadomeit, ruth e; child, isabella",1844; [ca. 1844?],1844,,,,monographic,,eng,text,print,191 p. : ill. ; 82 mm,juvenile literature; specimens,,"bible stories, english; miniature books",,,juvenile,,,ocm43497437,
424,7111667,"child's preacheror, the gospel taught to children, in very simple languagethe",,,,,london,"wertheim and macintoshbarrington, l",1853,,,,second edition,monographic,,eng,text,print,"xi, 159 p. ; 15 cm",,,children's sermons,,,juvenile,,,ocn302259704,
425,4588662,child's repository and infant scholar's magazinethe,,,,,london,s.n.],1829; 18uu,1829; 18uu,,,,serial,monthly,eng,text,print,v. : ill. ; 12 cm,periodical; periodicals,,children's literature,,,,,,ocm41463130,
426,398465,child's scripture question bookthe,,,,,philadelphia,american sunday-school unionamerican sunday-school union; committee of publication,1836; c1836,1836,,,,monographic,,eng,text,print,197 p. : ill. ; 15 cm,,,"examinations, questions, etc; exercises, recitations, etc; sunday school literature; sunday-schoolsbible",,,,,,12895952,
427,6588537,chimesa goblin story of some bells that rang an old year out and a new year inthe,,,,,london,"chapman and hall1793-1867; 1806-1870; 1812-1870; 1817-1864; 1824-1883; bradbury & evans; chapman and hall; dickens, charles; doyle, richard; leech, john; maclise, daniel; stanfield, clarkson",1845; mdcccxlv [1845],1845,,,,monographic,,eng,text,print,"[8], 175, [1] p., [2] leaves of plates : ill. ; 17 cm",christmas stories; fairy tales; fiction,,social life and customs,19th century,england,,,47033464,ocm22700734,
428,7203885,chincapin charlie,,,,,philadelphia,"duffield ashmead, no. 724 chestnut street-1898; 1831-1922; 1836-1922; eyster, nellie blessing; white, george g. (george gorgas)","1867; 1867, c1866",1867,,1866,,monographic,,eng,text,print,"[4], 272, [14] p., [3] leaves of plates : ill. ; 18 cm",fiction,"tom and mary delight in their baby brother charlie, while tom befriends a boy from georgia","babies; brothers and sisters; christian life; family life; harding, mary (fictitious character); harding, tom (fictitious character)",,harrisburg (pa.),juvenile,,,47851389; ocm47851389,
429,7888110,"choice emblemsnatural, historical, fabulous, moral and divine, for the improvement and pastime of youth ; displaying the beauties and morals of the ancient fabulists ; the whole calculated to convey the golden lessons of instruction, under a new and more delightful dress",,,,,london,"j. harris; longman and co; rivingtons; scatcherd and co1743-1788; 1756-1846; active 1799-1829; harris, john; longman & co; rivingtons (firm); scatcherd and co; swan, james; wynne, john huddlestone",1812,,,,11th ed,monographic,,eng,text,print,"xxi, 224 p. : ill. ; 16 cm",juvenile literature; juvenile works,,"children; conduct of life; emblem books, english",,,juvenile,,,ocm02428197,
430,1086917,"choice giftor golden sands, from the river of literaturethe",,,,,boston,"boston, j. buffum [1850]; j. buffumcarter, sarah c",1850; [1850],1850,,,,monographic,,eng,text,print,128 p. col. front. 12cm,,,"gift books; quotations, english",,,,,,ocm00781373,
431,7893449,"choice stories; choice stories, for the young",,choice stories,,,new york :,"published bysamuel raynor, no. 76 bowery1807-1885; alden, joseph; raynor, samuel",1851,1851,,1846,,monographic,,eng,text,print; unmediated; volume,"178, 6 pages : illustrations ; 15 cm",embossed cloth bindings (binding)-1851; family stories-1851; fiction; hand-colored illustrations-1851; juvenile fiction; juvenile works; novel; text,,christian life; conduct of life; early works to 1900,,united states new york new york,juvenile,,,ocm45585556,
432,7109658,chonitaa story of the mexican mines,,,,,"chicago; elgin, ill","david c. cook pub. co; elgin, ill., chicago, d.c. cook pub. co. [1898]1857-; barnes, annie maria; barnes, annie maria, b. 1857",1898; [1898],1898,,,,monographic,,eng,text,print; unmediated; volume,96 pages : illustrations ; 21 cm,fiction; juvenile fiction; juvenile works; text,,"children; children's stories, american; mines and mineral resources",1800-1899; 19th century,mexico,juvenile,,98000004,ocm08437188,
433,7885029,christian keepsake and missionary annual; christian keepsake and missionary annual (philadelphia)the,christian keepsake and missionary annual (philadelphia),,,,philadelphia,w. marshall and co,1838; 1838-; 18uu,1838; 18uu,,,,serial,completely irregular,eng,text,print,v. : ill. ; 19 cm,periodicals,,gift books,,,,,,ocm01641677,
434,201619,"christian pilgrimcontaining an account of the wonderful adventures and miraculous escapes of a christian, in his travels from the land of destruction to the new jerusalemthe",,,,,"worcester, mass.]","printed at worcester for isaiah thomas, jun. sold wholesale and retail at his bookstore, and by thomas & whipple, newburyport, and by thomas & tappan, portsmouth1628-1688; 1773-1819; bunyan, john; thomas & tappan; thomas & whipple; thomas, isaiah",1807,,,,second american edition,monographic,,eng,text,print,216 p. : ill. ; 11 cm,fiction; juvenile fiction; juvenile works,,children's stories; christian education of children; conduct of life,,united states massachusetts worcester,juvenile,,,ocn191260523,http://opac.newsbank.com/select/shaw/12232
435,8244995,christiana; little pilgrim's progressthe little pilgrim's progress,,little pilgrim's progress,,,philadelphia,"loomis & peck1628-1688; bunyan, john; dusenbery, b. m. (benjamin m.); james kay, jun. & brother; loomis and peck",1845 [i.e. 1846]; 1846,1846,,,,monographic,,eng,text,print; unmediated; volume,"95, [1] p. : ill. ; 11 cm",text,,children's stories,,united states pennsylvania philadelphia,juvenile,,,ocm79140950,
436,7712467,"christmas blossoms; christmas blossoms, and new year's wreath",,christmas blossoms,,,philadelphia,e.h. butleruncle thomas,1847; 1854,1847; 1854,,,,serial,annual,eng,text,print,8 v. : ill. ; 19 cm,periodicals,,gift books,,,,,15012449,ocm07448263,http://www.archive.org/search.php?sort=publicdate&query=scanningcenter%3achapelhill+and+mediatype%3atexts+and+call_number%3ab31377907
437,1091131,"christmas books; christmas books, and sketches by boz; sketches by bozillustrative of every-day life and every-day people",christmas books,sketches by boz,,,boston,"ticknor and fields1812-1870; 1833-1905; boz; dickens, charles; eytinge, solomon",1867,,,,,monographic,,eng,text,print; unmediated; volume,500 pages illustrations 15 cm,text,,,,,,,,ocm01072490,
438,7885265,christmas box; the christmas box. 1835the,,the christmas box. 1835,,,philadelphia,"philadelphia: : thomas t. ash, chesnut street. adam waldie, printer., [1835]; thomas t. ash, chesnut street. adam waldie, printer1792?-1842; ash, thomas t; c.c. wright, durand & co; illman & pilbrow; waldie, adam",1835; [1835],1835,,,,monographic,,eng,text,print,"[5], 10-184 p., [8] leaves of plates : ill. ; 17 cm",,,,,united states new york new york; united states pennsylvania philadelphia,juvenile,,,ocn191316765,
439,7888272,christmas carola,,,,,london ,"rafael tuck & sons, ltd1831-1903; farrar, f. w. (frederic william); jesus christ",1871; 1890; [between 1871 and 1890?],1871; 1890,,,,monographic,,eng,text,print; unmediated; volume,12 unnumbered pages : illustrations (some color) ; 15 cm,poetry; text,,nativity; nativity of jesus christjesus christ,,,,,,ocn951217045,
440,7248180,christmas carolin prose. being a ghost story of christmasa,,,,,london,"chapman & hall, 186, strand1812-1870; 1817-1864; dickens, charles; leech, john",1844; mdcccxliv. [1844],1844,,,6th ed,monographic,,eng,text,print,"[8, 1] 2-166, [2] p. : ill. ; 17 cm",,,christmas stories,,,,,,ocm26458644,
441,8859086,christmas every dayand other stories told to children,,,,,new york :,"harper & brothers publishers; new york : harper & brothers, 18931837-1920; harper & brothers; howells, william dean; howells, william dean, 1837-1920",1893,1893,,1892,,monographic,,eng,text,print; unmediated; volume,150 pages : illustrations ; 19 cm,fiction; juvenile fiction; juvenile works; short story; text,,"children; children's stories; conduct of life; wit and humor, juvenile",,united states new york new york,juvenile,,,ocm08061085,
442,8991908,christmas greetinga series of storiesa,,,,,new york,"leavitt & allen bros1805-1875; andersen, h. c. (hans christian)",1847; [1847?],1847,,,,monographic,,eng,text,print; unmediated; volume,"165, 8 pages, [3] leaves of plates : illustrations ; 18 cm",juvenile literature; juvenile works; text,,christmas,,,juvenile,,,ocn173437223,
443,7723911,christmas posya,,,,,london,"macmillan and co1839-1921; 1845-1915; crane, walter; macmillan & co; molesworth; mrs; r. & r. clark (firm)",1888,,,,,monographic,,eng,text,print,"viii, 215, [1], 32 p., [8] leaves of plates : ill. ; 19 cm",,,children's stories,,,juvenile,,,31532306; ocm31532306,
444,3576821,christmas roses and new year's gifta present for young people,,,,,boston,g. w. cottrell,"1849; [1849?], c1848",1849,,1848,,monographic,,eng,text,print,"180 p., [2] leaves of plates : ill. ; 19 cm",,,gift books,,,juvenile,,,02920649,
445,7885138,christmas roses and new year's gifta present for young people,,,,,boston,"phillips, sampson & co",1848; [c1848],1848,,,,monographic,,eng,text,print,180 p. : illus. ; 19 cm,,,gift books,,,,,15012458,ocm00349076,
446,4431736,christmas storya,,,,,new york,"dodd, mead",1880; c1880,1880,,,,monographic,,eng,text,print,60 p. : ill. ; 18 cm,,,christmas stories,,,juvenile,,,ocm03314017,
447,9028541,christmas treasures for boys and girls,,,,,new york,"american news co., 39 and 41 chambers street",1879; ©1879,1879,,,,monographic,,eng,text,print; unmediated; volume,[100] pages : illustrations ; 21 cm,fiction; juvenile fiction; juvenile literature-united states-19th century; juvenile works; text,,animals; children's stories; conduct of life,,,juvenile,,,ocn476448071,
448,7799075,christmas-tree land,,,,,london,"macmillan1839-1921; 1845-1915; crane, walter; molesworth; mrs",1886,,,,,monographic,,eng,text,print,"vi, 223 p., [7] leaves of plates : ill. ; 18 cm",juvenile fiction,,children; christmas trees; conduct of life,,,juvenile,,,4542350; ocm04542350,
449,7713078,christmas tribute and new year's gifta souvenir for mdccclithe,,,,,philadelphia :,"philadelphia : e.h. butler & co., 1851; published by e.h. butler & co.",1851,1851,,1850,,monographic,,eng,text,print; unmediated; volume,329 pages : illustrations ; 19 cm,specimens; text,,gift books,,,,,84150142,ocm03315151,
450,6867964,christopher columbus; christopher columbus and the discovery of america,,christopher columbus,,,philadelphia,"henry altemuscolumbus, christopher",1896; c1896,1896,,,,monographic,,eng,text,print,"169, 10 p. : ill. (some col.) ; 18 cm",biography; juvenile literature,,"discovery and exploration; explorers; spanishcolumbus, christopher",,americaunited states pennsylvania philadelphia,juvenile,,,ocm41839886,
