id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor
2000.07.079,"Ashely Pettis ""Music in Soviet Russia""",The Pen and Hammer,,1934,1934-01-01T00:00:00,1934,,,,,flier,Flier announcing a performance and concert by Mr. Ashley Pettis at the Carnegie Lecture Hall.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,"Box 1, folder 8",Archives Service Center,University of Pittsburgh
2000.07.080,"New Theatre Presents ""Bury The Dead",New Theatre,,1936/1937,1936-01-01T00:00:00,ca. 1936-1937,,,,,flier,"Small announcement for Irwin Shaw's ""Bury the Bead"".",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,"Box 1, folder 8",Archives Service Center,University of Pittsburgh
2000.07.081,The Prize Winner,"The Communist Party, USA",,1933,1933-01-01T00:00:00,1933,,,,,leaflet,Four page leaflet announcing the winner of an essay contest along with a three page 'history lesson' regarding the nation's founding.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,"Box 1, folder 9",Archives Service Center,University of Pittsburgh
2000.07.082,It's Workers Theatre Night in Pittsburgh,Workers School and Bookshop Committee,,1934,1934-01-01T00:00:00,1934,,,,,leaflet,A leaflet printed front and back announcing a series of plays and movies dealing with proletarian themes and explaining the Workers Theatre mission,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,"Box 1, folder 9",Archives Service Center,University of Pittsburgh
2000.07.083,A New Night In The Theatre,New Theatre,,1935,1935-01-01T00:00:00,1935,,,,,leaflet,Leaflet detailing the New Theatre productions along with the local cast of characters participating.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,"Box 1, folder 9",Archives Service Center,University of Pittsburgh
2000.07.084,Beat The New Year In,Pittsburgh Workers School,,1937,1937-01-01T00:00:00,1937,,,,,flier,Flier and invitation to a Cabaret dance to ring in the New Year.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,"Box 1, folder 9",Archives Service Center,University of Pittsburgh
2000.07.085,Essay Contest,Pittsburgh Workers School,,1937,1937-01-01T00:00:00,1937,,,,,flier,Flier seeking entries in an essay contest sponsored by the Workers School.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,"Box 1, folder 9",Archives Service Center,University of Pittsburgh
2000.07.086,April Fool's Day Workers School Dance,Pittsburgh Workers School,,1930/1940,1930-01-01T00:00:00,ca. 1930-1940,,,,,flier,Flier and invitation to an April Fool's Day dance at the Workers School.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,"Box 1, folder 9",Archives Service Center,University of Pittsburgh
2000.07.087,Hail 20 Years of Worker's Rule,Communist Party of Pittsburgh,,1937,1937-01-01T00:00:00,1937,,,,,leaflet,Leaflet announcing a celebration of the Russian Revolution along with details surrounding local leaders and policies.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,"Box 1, folder 9",Archives Service Center,University of Pittsburgh
2000.07.088,Stop the Runaway Japanese Army!,American League for Peace and Democracy,,1938,1938-01-01T00:00:00,1938,,,,,flier,"Announcement of a mass meeting to discuss the boycott of Japanese made goods to prevent future devastation in China. Location: Carnegie Music Hall, Schenley Park. Speaker: Rep. John M. Coffee of Seattle, Washington andothers.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.089,In Defense if Our Civil Rights: A Public Protest Meeting,American League Against War and Fascism,,1935,1935-01-01T00:00:00,1935,,,,,flier,"Announcement of a public protest meeting for civil rights. Location: Northside, Carnegie Music Hall, Federal and Ohio Street. Speaker: Dr. Harry F. Ward.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.090,Are You Guilty of helping Hitler and Mussolini?,American League for Peace and Democracy,,1930/1940,1930-01-01T00:00:00,ca. 1930-1940,,,,,flier,"Letter campaign to ""Lift the Embargo on Republican Spain.""",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.091,Can We Prevent Fascism?,American League Against War and Fascism,,1935,1935-01-01T00:00:00,1935,,,,,flier,"Announcement of lecture ""Forces Against Reaction."" Location: Carnegie Hall Northside, Federal and Ohio Street. Speaker: Mary Van Kleeck.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.092,New World War Threatens!,Western Pa. Section of American Youth Congress,,1935,1935-01-01T00:00:00,1935,,,,,flier,"Announcement of Anti-War Mass Meeting. Location: Fifth Avenue High School, Fifth Ave and Dinwiddie Street. Speakers: Rev. C. F. Jenkins and Al Tronzo.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.093,Rents Going Up Houses Falling Down!,Hill District Tenants Committee,,1930/1940,1930-01-01T00:00:00,ca. 1930-1940,,,,,flier,"Announcement of mass meeting for Hill District tenants to discuss lower rent and better homes at the Watt Street School. Speakers: B.J. Hovde, William Thornton, Clifton Roberson, L.L. Brown.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.094,Crimes of the United Front,,,1939,1939-01-01T00:00:00,1939,,,,,flier,"Announcement of lecture ""Crimes of the United Front"" subject of speaker for Social Labor Party Section Allegheny County. Announcement of lecture ""Industrial Unionism, the Revolutionary Weapon"" subject of speaker. Speaker: L. Petrovich and E.M. Teichert. Location: Mayfair Hotel: 400 Block Penn Ave.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.095,Protest Demonstration Against the State Commissary Plan,"Unemployed Councils of Pittsburgh, North Side, Hazelwood, Wilkinsburgh, Glassport, McKeesport, Homestead, Wilmerding, Pitcairn, Duquesne, Coverdale, Clairton, Etc.",,1933,1933-01-01T00:00:00,1933,,,,,flier,"Announcement of protest demonstration (permit obtained) against the State Commissary Plan. Location: Ormsby Park, 22nd and Carson Street, South Side.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.096,Unemployment Security for the Masses,Western Pennsylvania Committee for Unemployment and Social Insurance,,1935,1935-01-01T00:00:00,1935,,,,,flier,"Announcement of mass meeting to discuss unemployment security. Location Carnegie Music Hall, North Side, Federal and Ohio Street. Speakers: Theo. L. Moritz, Harvey O'Connor, Al Tronzo, and others.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.097,Welcome Reception to the National Job Marchers from the West,Workers Alliance of Allegheny County,,1937,1937-01-01T00:00:00,1937,,,,,flier,"Announcement of meeting and parade in support of marchers on their way to Washington, D.C. Location: City County Building, Grant Street Entrance and Point Bridge.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.098,Literature Builder,"Workers Book Shop, 1638 Fifth Ave., Pittsburgh, Pa.",,1934,1934-01-01T00:00:00,1934,,,,,newsletter,"First ""Literature Builder"" newsletter. Encourages ""Literature Agents"" to actively organize groups and circulate reading material. Recruiting for ""the party"" is also strongly recommended.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.099,Socialist Construction in the U.S.S.R.,"Workers School 35 East 12th Street, New York, N.Y.",,1930/1940,1930-01-01T00:00:00,ca. 1930-1940,,,,,leaflet,"List of 27 questions related to ""Socialist Construction in the USSR"" and suggested reading material.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.100,May a Catholic Accept the Outstretched Hand of Communism?,Community Forum of Pittsburgh,,1938,1938-01-01T00:00:00,1938,,,,,leaflet,"Communism, in Theory and Practice: A Reading List. Speakers: Clarence Hathaway and Father Rice.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.101,"Working Class Leaders Framed up by the Coal, Steel and Aluminum Bosses",,,1934,1934-01-01T00:00:00,1934,,,,,leaflet,Information about the framing of James Egan and Phil Frankfeld and request for support in a letter campaign to demand their release.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.102,Message from the Battlefields of Asia … Selling Americansim to Our Own Youth,Greater Pittsburgh,,1945,1945-01-01T00:00:00,1945,,,,,article,"Article about the address given at the ""November luncheon of the Chamber.""",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.103,74th Congress 2d Session S. 3658,American Youth Congress,,1936,1936-01-01T00:00:00,1936,,,,,leaflet,Reprint of a bill on the floor in Congress for circulation to increase support for the passing of the bill.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.104,Fifth Column Exposed!,Communist Party,,1930/1940,1930-01-01T00:00:00,ca. 1930-1940,,,,,leaflet,"""Who is the Fifth Column?"" Information about the location and identity of foreign spies.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.105,Why We Need A Minimum Wage Law for Women and Minors,"Pennsylvania Security League, Harrisburg, PA",,1932/1940,1932-01-01T00:00:00,ca. 1932-1940,,,,,leaflet,Listing of 6 reasons why a minimum wage is needed for women and minors with detailed explanations.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.106,Nazis in America Make Changes--But What are the Facts?,"National Committee to Aid Victims of German Fascism, 870 Broadway New York City, NY",,1934/1940,1934-01-01T00:00:00,ca. 1934-1940,,,,,leaflet,Comparison of Jewish and Nazi distribution of information.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.107,The Truth About Spain,American Friends of Spanish Democracy,,1936/1940,1936-01-01T00:00:00,ca. 1936-1940,,,,,leaflet,Highlights of political issues in Spain,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.108,Veteran's Family Writes,Friends of the Abraham Lincoln Brigade,,1930/1940,1930-01-01T00:00:00,ca. 1930-1940,,,,,leaflet,Letter from a wounded soldier's family asking for assistance in covering cost for treatment and transportation home.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.109,The Truth about the Pittsburgh Workers School,Pittsburgh Workers School,,1930/1940,1930-01-01T00:00:00,ca. 1930-1940,,,,,leaflet,"Response to slanderous article series entitled ""The Red, Red Schoolhouse"" printed by the Post-Gazette.",Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.110,Steel Workers! Your Questions Answered!,"Communist Party of the U.S.A., Western Pennsylvania District",,1935/1940,1935-01-01T00:00:00,ca. 1935-1940,,,,,leaflet,Questions and Answers concerning the development of a steel workers union.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.111,Letter to Our Friends,"Communist Party of the U.S.A., Western Pennsylvania District",,1936,1936-01-01T00:00:00,1936,,,,,leaflet,Six Reasons Why You Don't Join the Communist Paty and Six Excellent Reasons Why You Should Join: in letter format.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.112,On to Washington! Demand Winter Relief and Unemployment Insurance at Expense of the Government and Employers!,Joint Committee for Support of the National Hunger March,,1930/1940,1930-01-01T00:00:00,ca. 1930-1940,,,,,leaflet,Information about the preparations for a national hunger march to be held on the opening day of Congress.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.113,"Call to Action to the 1,500,000 Railroad Men in America",Railroad Brotherhood's Unity Committee,,1933,1933-01-01T00:00:00,1933,,,,,leaflet,Information about proposed wage cuts of railroad workers.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.114,Call to the U.S. Congress Against War,"National Organizing Committee, U.S. Congress Against War",,1933,1933-01-01T00:00:00,1933,,,,,leaflet,Congress called to unite against the U.S. going to war.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.115,Call to Action and Program of Tasks,"National Committee to Aid Victims of German Fascism, 870 Broadway New York City, NY",,1930/1940,1930-01-01T00:00:00,ca. 1930-1940,,,,,leaflet,Leaflet to inform the public of events taking place in Germany.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.116,Patriots Fight for Peace!,"Communist Party, U.S.A.",,1949,1949-01-01T00:00:00,1949,,,,,leaflet,Open letter to President Truman from the Communist Party.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
2000.07.117,Irene Kaufmann Settlement News,Irene Kaufmann Settlement,,1939,1939-01-01T00:00:00,1939,,,,,newsletter,Monthly newsletter of the Irene Kaufmann Settlement.,Communist Party of the United States of America.|||Communists—Pennsylvania|||Pittsburgh.,,,,,Box 1,Archives Service Center,University of Pittsburgh
US-PPiU-ais200007,"Communist Collection of A.E. Forbes, 1921-1972","Forbes, A. Edward (Adolph Edward), 1907-",,,,,English,text,print|||unmediated,4.6875 (3,text,"This collection has been broken down into two series. The first presents a collection of Left wing agitation and propaganda publications that demonstrate representative rhetoric on positions important to the American Left during the Depression decade through World War II. Primarily in the form of broadsides, pamphlets, newsletters, and flyers, these documents detail both issues known internationally and ones unique to Pittsburgh. For a sampling of material contained within this series, please consult the online exhibit at http://images.library.pitt.edu/a/aeforbes. Series II consists of material personal to Forbes, such as his writing and correspondence. The correspondence that Forbes maintained with his family and friends in the midst of his travels prior to World War II comprise the majority of this series. The collection contains letters as early as 1922, but not until the late 1920s is the correspondence continuous. Additionally, this series contains his efforts at writing fiction (drafts of short stories, ideas for novels, and scripts for plays) and a 1939 diary detailing his thoughts on life, women and politics. While the focus of Series II is not communism or the Communist Party, documents and references to both are found throughout the series.","Communists|||Authors, American|||Forbes, A. Edward (Adolph Edward) 1907-|||Forbes family|||Communist Party of the United States of America.",,Pennsylvania|||Pittsburgh,,,,,University of Pittsburgh
