,id,title,uniform_title,alternative_title,creator,contributor,publication_place,publisher,publication_date,encoded_date,creation_date,copyright_date,edition,issuance,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,isbn,lccn,oclccn,url
810,9960167633406236,"Stockwell wonder, a new song, sung by Mr. Dunstall, at Covent-Garden Theatre, in Mother Shipton, The",,,,,London?,s.n.,1775?],1775,,,,monographic,eng,text,electronic|||electronic resource|||remote,1 sheet : ill. ; 1/4⁰.,Single sheet verse|||Songs,,English poetry,18th century,Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1303204400&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
811,9960169123406236,"First part of the merry piper; or The friar and boy: Containing the witty adventures betwixt the friar and boy. in relation to his step-mother, whom he fairly fitted for her unmerciful cruelty, The",Friar and boy,,,,Derby,Printed by J. Drewry,[1775?],1775,,,,monographic,eng,text,electronic|||electronic resource|||remote,24;24p. : ill. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain|||Great Britain England Derby,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1552200500&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
812,9960169683406236,Wilkes and Granby's Garland composed of several new songs. viz: 1 Wilks and granby 2 Whores 8 a penny 3 Platos advice 4 Liberty,,,,,London?,s.n.,1775?],1775,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1493901600&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
813,9960169693406236,"Old horse's garland: Composed of several new songs. 1 The old horse 2 Plato 3 Maid of Bedlam 4 Maiden's choice[.], The",,,,,London?,s.n.,1775?],1775,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1493901700&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
814,9960169703406236,"Parent bird's garland composed of several new songs. Viz. 1 Parent bird 2 Wilkes and liberty 3 Cuckow nest 4 A kiss in a morning early 5 New song[.], The",,,,,London?,s.n.,1775?],1775,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain|||Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1493901800&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
815,9960171033406236,"Politick sailor's garland: compos'd of three delightful new songs: I. The politick sailor: or, The London missout-witted. II. The high church west-country man's ramble to London. III. An answer to the high church country man",,,,,London,"Printed for T. Norris, at the Looking-glass on London-bridge",[1715?],1715,,,,monographic,eng,text,electronic|||electronic resource|||remote,"7,[1]p. : ill. ; 8⁰.",Early works to 1800|||Songs,,"Songs, English",,Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1376500900&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
816,9960171073406236,"New flash song-book or the Bowman Priggs delight: Being a collection of songs adapted to the humours of the blades of the town, A",,,,,London,Printed for D. Ryley,[1725?],1725,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1552202100&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
817,9960171163406236,"Loyal English-Man's garland: Containing three new songs. 1. The loyal English-man, or Britain's glory in the chovce [sic] of a new Parliament. 2. The Catholick brother. 3. A new song; or, a copy of verses, intitled the punk out-witted: or, The Oxford scholar quited. Tryed at the sessions of Oxford. The loyal Irish man: or, The high church has got the day being a true discription of the Whigs and their managers, The",,,,,London],"[Prin]ted for T. Norris, at the Sign of the Looking-glass on Londonbridge",[1720?],1720,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1552202200&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
818,9960171743406236,"To be published by subscription, The antiquities of Furness: containing a particular account of the Royal Abbey of St. Mary, in the vale of Nightshade near Dalton in Furness; belonging to the Right Honorable Lord George Cavendish",Antiquities of Furness. Prospectus,,"West, Thomas, d. 1779",,London,,1774?],1774,,,,monographic,eng,text,electronic|||electronic resource|||remote,1 sheet ; 1/4⁰.,Early works to 1800|||Maps|||Prospectuses,,,,Lancaster (England)|||Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1325101800&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
819,9960172343406236,"Frighted west-country man's garland: containing three new songs: [S]ong I. The west-country man frighted out [o]f his forty guineas, by being catch'd under a lady's hoop-petticoat. Song II. The ladies lamentation for the downfall of the hoop-petticoats. Song III. Philander's lamentation for his love. Licensed according to order, The",,,,,London,"Printed for J. Walter, at the Golden-Ball, in Pye-coruer",1705?],1705,,,,monographic,eng,text,electronic|||electronic resource|||remote,12p. : ill. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1500001600&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
820,9960174563406236,"Pat - - - riot: a new song: Written by Mr. Hewerdine. Tune - ""Fire away Casey.""",,,"Hewerdine, Mr",,Edinburgh,Printed for J. & J. Fairbairn,1794],1794,,,,monographic,eng,text,electronic|||electronic resource|||remote,4p. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain Scotland Edinburgh,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1613800200&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
821,9960174813406236,"Camp] garland. Containing three excellent new songs, [The",,,,,London,Printed by John Thornton,[1705?],1705,,,,monographic,eng,text,electronic|||electronic resource|||remote,[8]p. : ill. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1507400800&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
822,9960176623406236,"sacred oratorio. As performed at the theatre in Oxford, The",Messiah,,"Jennens, Charles, 1700-1773","Handel, George Frideric, 1685-1759",Oxford?,s.n.],Printed in the year MDCCLVI. [1756],1756,,,,monographic,eng,text,electronic|||electronic resource|||remote,12p. ; 4⁰.,Early works to 1800|||Songs,,Oratorios,,Great Britain England Oxford,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1514802500&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
823,9960178343406236,"Proposals (by way of subscription) for a new and most correct sett of maps for England and Wales, by an actual survey of the same, according to Mr. Whiston's and Mr. Ditton's new method for the discovery of the longitude",,,,,London,s.n.,1715],1715,,,,monographic,eng,text,electronic|||electronic resource|||remote,[2]p. ; 2⁰.,Early works to 1800|||Prospectuses,,Maps,,Great Britain|||Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1465701400&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
824,9960180773406236,"index or, Book of reference to the map of the whole manor, and Parish of Hendon, in the county of Middleser: Drawn and engraved by John Cooke of Hendon. Published September 1, 1796, By W. Faden, Geographer to the king, and his royal highness the Prince of Wales, Charing-cross; W. Walker, Old Bond-Street; J. Harris, Sweeting's-Alley, Royal Exchange; and John Cooke, Hendon. Price of the map, with the book, Đ1. 6s. The book not to be had separate from the map, An",,,"Cooke, John, of Hendon",,London,"Printed by H. Reynell, No. 21, Piccadilly, near the Hay-Market",[1796],1796,,,,monographic,eng,text,electronic|||electronic resource|||remote,"[4],31,[1]p. ; 4⁰.",Early works to 1800|||Indexes,,Maps,,"Hendon (London, England)|||Great Britain England London",,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1499000400&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
825,9960183583406236,"Festival of Momus, a collection of comic songs, including the modern and a variety of originals, The",,,,,London,"Printed for W. Lane, Leadenhall-Street",[1780?],1780,,,A new edition.,monographic,eng,text,electronic|||electronic resource|||remote,"[14],284,[4]p.,plate ; 12⁰.",Early works to 1800|||Songs,,"Songs, English",,Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1511300700&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
826,9960184433406236,"Songs in the new opera of tit for tat; or, The cadi gull'd. As it is performed at the Theatre-Royal in Crow-street","Tit for tat; or, the cadi gull'd. Songs",,,,Dublin,"Printed by William Sleater, at Pope's-Head on Cork-Hill",MDCCLXVI. [1766],1766,,,,monographic,eng,text,electronic|||electronic resource|||remote,26p. ; 12⁰.,Early works to 1800|||Songs,,Ballad opera,,Ireland Dublin,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1662100900&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
827,9960188023406236,"vindication of the libel on Dr. Delany, and a certain Great Lord: Together with a panegyric on Dean Sw--t; in answer to the libel. To which is added I. The said libel on Dr. Delany, &c. II. Dr. Delany's epistle which occasion'd it. III. An epistle on an epistle; or a Christmas-box for Dr. Delany, A",,,"Dunkin, William, 1709?-1765",,London,"Dublin: printed, London: re-printed for J. Wilford near Stationers Hall, M.DCC.XXX. and sold at the Pamphlet Shops",M.DCC.XXX. [1730],1730,,,,monographic,eng,text,electronic|||electronic resource|||remote,"27,[1]p. ; 8⁰.",Early works to 1800|||Songs,,"Songs, English",,Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1581300400&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
828,9960189833406236,"Entertaining songster: Consisting of a selection of the best masonic songs new in use among the very worthy brethren of free masons to which is added a very considerable collection of the best miscellaneous songs, serious and comic. Among which are all those new and much-admired songs of the celebrated dibdin, edwin and others; with many admired comic and other songs, that never appeared in any other collection. Together with a very great variety of the most approved masonic and miscellanceous. Toasts and sentiments, The",,,,,Aberdeen,"Printed and sold by A. Shirrefs, Opposite St. Paul's Chapel, Gallowgate",MDCCXCI. [1791],1791,,,,monographic,eng,text,electronic|||electronic resource|||remote,"[4],28,[4],100,[8]p. ; 12⁰.",Early works to 1800|||Songs,,"Songs, English",,Great Britain|||Great Britain Scotland Aberdeen,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1668900200&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
829,9960191863406236,"index to captain Armstrong's map of Lincolnshire: shewing the names and number of the grand divisions and wapon-takes, with the parishes, in alphabetical order. The whole digested into proper colums, with letters of reference on the margin of the map, for the ready finding of any place, by inspection. Also a scheme of the turnpike and other roads, with the distance of miles on each, from Lincoln minster. To which are added tables of the tides, and time of passing over cross-key and fosdike washes. And also the time of passing of ferry, between barton and hull, An",,,"Armstrong, Andrew.",,Lincoln?,s.n.,1778],1778,,,,monographic,eng,text,electronic|||electronic resource|||remote,"39,[1]p. ; 8⁰.",Early works to 1800|||Indexes,,Maps,,Lincolnshire (England)|||Great Britain England Lincoln,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1465900300&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
830,9960192323406236,"Four excellent new songs: Called, I. The flowers of Falkirk. II. Tweed-side. By a Lady. III. Fee him father, fee him. IV. Low down in the broom",,,,,Falkirk,"Printed and sold by Patrick Mair, at his New Printing-Office, in the High Street, opposite to the Cross-Well",[1785?],1785,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 12⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain Scotland Falkirk,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1669201000&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
831,9960192333406236,Four excellent new songs: I. Love in a tub; or The merchant outwitted. II. Honest mall boye. III. O to be married if this be the way. IV. The milking-pail. Entered according to order,,,,,Edinburgh?,s.n.,1785?],1785,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 12⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain Scotland Edinburgh,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1669202000&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
832,9960192343406236,"Four excellent new songs: I. Sally's garden. II. The joys of the harvest. III. The roll-call: or, The lasses of Glasgow. IV. A love song. Entered according to order",,,,,Glasgow,s.n.,1785?],1785,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain Scotland Glasgow,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1669202600&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
833,9960192353406236,Four excellent new songs: I. The Captain's Frolick with the 'squire's lady. II. The bay of biscay O. III The green bed's empty. IV Young felix complaint[.],,,,,Falkirk,"Printed and sold by Patrick Mair, at the New Printing-Office in the High-Street, opposite to the Cross-Well",[1785?],1785,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 12⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain Scotland Falkirk,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1669201300&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
834,9960192363406236,"Four excellent new songs: I. A new song, composed on lochwinioch loch, while observing the famous curling match betwixt His Grace the Duke of Hamilton and William M'Dowal, Esq; of Castlesemple, January 5. 1785. II. The memorable battle of bannockburn, fought on the 25th of June, 1314. A heroic balled. III. Galloping dreary dun. IV. Widdle waddle",,,,,Paisley,s.n.],Printed in the year MDCCLXXXV. [1785],1785,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain Scotland Paisley,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1669202400&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
835,9960192373406236,Four excellent new songs: I. Herring in Sa't. II. The young man's lament. III. The jolly sailor's resolution. IV. The wicked wife,,,,,Falkirk,"Printed at the New Printing-Office, in the High Street, opposite to the Cross Well: where are sold variety of small history books & ballads",[1785?],1785,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 12⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain Scotland Falkirk,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1669201700&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
836,9960193023406236,"catalogue of maps and prints from off Copper-Plates which are printed and sold by Henry Overton, at the White House, without Newgate, London: Where all gentlemen, merchants, and country chapmen may be furnished with them, at the best hand; he being the sole proprietor of all the said copper-plates, A",,,"Overton, Henry, fl. 1706-1764",,London,[s.n.],1717,,,,,monographic,eng,text,electronic|||electronic resource|||remote,"[2],24p. ; 8⁰.",Advertisements|||Catalogs|||Early works to 1800,,Maps,,Great Britain|||Great Britain England London,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1465900600&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
837,9960193693406236,"General toast. Sung at a late meeting held at Mr. Ricard's in Hillsborough-Dr. Michael Thompson, clerk of the market in the chair. Tune let the toast pass, &c, A",,,,,Hillsborough?,s.n.,1790],1790,,,,monographic,eng,text,electronic|||electronic resource|||remote,"3,[1]p. ; 4⁰.",Early works to 1800|||Songs,,"Songs, English",,,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1531603000&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
838,9960195043406236,"harmonious rivalship of vertues: Suited to the happy and glorious coronation of the most serene George, by the grace of God, King of Great-Britain, &c. to be represented at the Castle of Dublin. Octob. the 20th. 1714. By their excellencies the lords justices special command. Prepared by Mr. John Sigismond cousser, chappel-master of Trinity-College, An",,,"Kusser, Johann Sigismund, 1660-1727",,Dublin,"Printed by Dan. Tompson in Cole's-Alley, Castle-Street",1714,,,,,monographic,eng,text,electronic|||electronic resource|||remote,"5,[1]p. ; 4⁰.",Early works to 1800|||Songs,,"Songs, English",,Ireland Dublin,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1559602300&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
839,9960196193406236,"Hibernia's triumph: A masque of two interludes, &c. Written in honour of King William III. and perform'd at the Theatre-Royal in Dublin, on the anniversary day of his birth",,,,,Dublin,[Pri]nted by and for Edw. Bate in George's-Lane,1749,,,,,monographic,eng,text,electronic|||electronic resource|||remote,"15,[1]p. ; 8⁰.",Songs,,Operas,18th century,Ireland Dublin,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1637001700&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
840,9960196493406236,"serenata theatrale, to be represented on the birth-day of his most Screne Majesty George the Second: By the Grace of God, King of Great-Britain, &c. at the Castle of Dublin the 30th of October 1727. By their Excellencies the Lords Justices Special Command. Prepared by Mr. John Sigismond Cousser, master of the muscik, attending His Majesty's state in Ireland, and chappel-master of Trinity-College, A",,,"Kusser, Johann Sigismund, 1660-1727",,Dublin,Printed by George Faulkner in Christ-Church-Yard,[1727],1727,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. ; 4⁰.,Early works to 1800|||Songs,,"Songs, English",,Ireland Dublin,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1699101700&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
841,9960197073406236,"Paddy's resource: Being a select collection of original and modern patriotic songs, toasts and sentiments, compiled for the use of the people of Ireland[.]",,,"Porter, James, 1753-1798",,Dublin?,s.n.],Printed in the year 1795,1795,,,,monographic,eng,text,electronic|||electronic resource|||remote,"viii,96p.,plate ; 12⁰.",Early works to 1800|||Songs,,"Songs, English",,Ireland Dublin,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1534700400&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
842,9960197333406236,"Irish nosegay: or, Songster's companion: Being a select collection of the newest and best songs of every species, and adapted to persons of every kind of taste. Together with the most approved cantatas, sonnets, and airs, as sung at the theatres and public gardens. Also a variety of country-dances, toasts, sentiments, &c, The",,,,,Dublin,"printed by P. Wogan, on the old-bridge",M.DCC.XCI. [1791],1791,,,,monographic,eng,text,electronic|||electronic resource|||remote,"[8],172p.,plate ; 18⁰.",Early works to 1800|||Songs,,"Songs, English",,Ireland Dublin,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1601800500&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
843,9960198913406236,"Muses holiday, or The polite songster: Being an elegant collection of the most favourite new songs, sung at the theatre in Crow-Street, and all publick places of diversion; several of which are not to be found in any collection yet published. With an alphabetical contents, for the readier finding out each song, The",,,,,Dublin,Printed by James Hoey at the Mercury in Skinner-Row,[1757?],1757,,,,monographic,eng,text,electronic|||electronic resource|||remote,"vi,54p. ; 12⁰.",Early works to 1800|||Songs,,"Songs, English",,Ireland Dublin,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1577901600&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
844,9960201443406236,"New garland; containing four excellent new songs: Viz. I. The Irish girl. II. The Prince of Wales. III. The charms of Jamie. IV. The Duke of Argvle's courtship to an English lady, A",,,,,Falkirk],"Sold at the Printing-Office at Falkirk, where all travellers may be supplied on reasonable terms with various sorts of small books and histories",[1785?],1785,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 12⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain Scotland Falkirk,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1669201500&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
845,9960201453406236,"New carland, containing four excellent new songs; viz: I. The battle of sherriffmuir. 2. The sailor dear, 3. And the sailor's answer. 4. Bay of Biscay, A",,,,,Falkirk],Sold at the Stirlingshire Printing-House,[1785?],1785,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 12⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain Scotland Falkirk,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1669201100&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
846,9960201463406236,"New garland, containing four excellent new songs: Viz. I. Molly the rover. II. The deceiv'd batchelor. III. Auld Robin Gray. IV. London Kate, A",,,,,Falkirk],"Sold at the printing office, in Falkirk, and by Mr. Caldwall, bookseller in Paisley",[1785?],1785,,,,monographic,eng,text,electronic|||electronic resource|||remote,8p. : ill. ; 8⁰.,Early works to 1800|||Songs,,"Songs, English",,Great Britain Scotland Falkirk,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1669201600&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
847,9960201783406236,"Scots blackbird: Containing, one hundred and twenty-four songs, both Scots and English. To which is added, the songs in love in a village, and the maid of the mill, The",,,,,Edinburgh,"Printed for William Coke, bookseller in Leith",MDCCLXVIII. [1768],1768,,,"The second edition, with additions.",monographic,eng,text,electronic|||electronic resource|||remote,"vii,[1],136p. ; 12⁰.",Early works to 1800|||Songs,,"Songs, Scots|||Songs, English",,Great Britain Scotland Edinburgh,,,,,http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1668900300&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userGroupName=upitt_main
