,id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor
803,ue13.1.0706,A Dual Attack,Fred Wright,,1962/1976,1962-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Executives reviewing CIO literature. Second Panel: GE's Charles Wilson pointing to a map of the U.S.S.R. Third Panel: Man distributing literature proclaiming the CIO is filled with Communists.,"Labor History, Red Scare, Companies",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
804,ue13.1.0707,Employer Violence,Fred Wright,,1962/1976,1962-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Hired thugs monitoring a UE picket line. Second Panel: Man shooting striker. Third Panel: Worker Mario Russo in a hospital bed.,"Labor History, Strikes",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
805,ue13.1.0708,Nationwide Westinghouse Strike Won,Fred Wright,,1962/1976,1962-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Striking UE workers celebrating their win over Westinghouse. Second Panel: Executives and politicians considering the end of price controls. Third Panel: Picket near Capitol in favor of the Office of Price Administration.,"Labor History, Strikes",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
806,ue13.1.0709,Facing Up to Employers,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Workers reading about the end of WWII. Second Panel: Workers receiving layoff notices. Third Panel: Woman distributing flyers for a CIO shop meeting.,"Labor History, War",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
807,ue13.1.0710,"""War Profiteering""",Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Workers assembling a tank. Second Panel: Executives showing war time profits. Third Panel: Worker sticking his finger through a hole in his shoe.,"Labor History, Profits",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
808,ue13.1.0711,Labor's Wartime Problems,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Women workers in a war time plant. Second Panel: Woman and son looking at rising cost of meat. Third Panel: NLRB officials rejecting worker wage increases.,"Labor History, Profits",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
809,ue13.1.0713,War Engulfs the United States,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Organizer distributing UE literature as a worker reads about the fall of France. Second Panel: Planes dropping bombs on Pearl Harbor. Third Panel: Troops and a tank.,"Labor History, War",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
810,ue13.1.0714,Employer Violence,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Worker holding a company produced pamphlet linking the CIO and Communism. Second Panel: Police clubbing strikers. Third Panel: Company executives reading about the minimum wage law.,"Labor History, Union Organization",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
811,ue13.1.0715,Organizing Despite Depression,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Family in packed car arriving at Tennessee Valley Authority. Second Panel: Unemployed men at an employment agency. Third Panel: UE organizer distributing literature.,"Labor History, Union Organization, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
812,ue13.1.0716,Depression in Europe,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: People at soup kitchen. Second Panel: Nazis marking a Jewish storefront. Third Panel: Nazi Parade.,"Labor History, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
813,ue13.1.0717,Independent Political Action,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Meeting of the Farmer-Labor Party. Second Panel: American Labor Party members hanging a Franklin D. Roosevelt poster. Third Panel: UE member confronting members of the anti-labor Black Legion.,"Labor History, Politics and Legislation",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
814,ue13.1.0718,Big Plants Organized,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: UE supporter encouraging a worker to vote in the company union election. Second Panel: UE member handing a worker a UE membership card. Third Panel: Man placing local union cards on convention delegate tables.,"Labor History, Union Organization",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
815,ue13.1.0719,UE Goals Reached,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: UE convention. Second Panel: UE strikers. Third Panel: Worker hanging a UE poster over a General Electric Workers' Council sign.,"Labor History, Union Organization",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
816,ue13.1.0720,Labor Supports New Deal,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Union leader speaking to workers. Second Panel: African-American worker receiving a UE button. Third Panel: American Labor Party members supporting the New Deal.,"Labor History, Politics and Legislation",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
817,ue13.1.0721,Disunity Proposal Rejected,Fred Wright,,1961/1975,1961-01-01T00:00:00,,,still image,Comic strips,"8"" x 20""",Original art,First Panel: Workers signing up for the UE. Second Panel: UE member organizing workers. Third Panel: Man telling workers that the CIO rejected the AFL's proposal to dismantle the industrial unions.,Labor History,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
818,ue13.1.0723,"""Living Costs In April Rose At Highest Rate In 17 Years""",Fred Wright,,1963/1969,1963-01-01T00:00:00,,,still image,Editorial cartoons,"14"" x 12""",Original art,News Note cartoon showing money being sucked out of a worker's pockets by vacuums representing taxes and prices.,"Taxation, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
819,ue13.1.0724,"""Road Block""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"14"" x 12""",Original art,Family on a tricycle stopped by a policeman representing government as a capitalist drives away with profits.,"Wages, Profits",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
820,ue13.1.0725,"""Slow Down Young Feller!""",Fred Wright,,8/13/1957,1957-08-13T00:00:00,,,still image,Political cartoons,"12"" x 15""",Original art,Worker on a tricycle stopped by President Eisenhower as a policeman while a capitalist drives away with profits.,"Wages, Profits",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
821,ue13.1.0726a,"""How Come?""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8"" x 11""",Original art,Business taking money from the public's back pocket.,Companies,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
822,ue13.1.0726b,Alligator,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Cartoons (working drawings),"8"" x 11""",Original art,Pencil sketch of an alligator.,Non-Labor,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
823,ue13.1.0727,"""It All Depends On You!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"14"" x 11""",Original art,Man carrying economic burdens being told that a big boom is expected.,Economy,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
824,ue13.1.0728a,"""Restrain Yourself!""",Fred Wright,,8/30/1966,1966-08-30T00:00:00,,,still image,Political cartoons,"14"" x 11""",Original art,President Johnson telling a fish representing wages to restrain itself as it is being eaten by a fish representing prices and another fish representing profits.,"Wages, Profits, Economy, Politics and Legislation",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
825,ue13.1.0728b,"""Restrain Yourselves!""",Fred Wright,,8/30/1966,1966-08-30T00:00:00,,,still image,Cartoons (working drawings),"14"" x 11""",Original art,"Pencil sketch of three fish representing wages, prices and profits.","Wages, Profits, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
826,ue13.1.0729a,"""Shades of 1929!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"14"" x 11""",Original art,Two capitalists observing the stock market boom as a farmer's shadow covers the highest peak on the graph.,Economy,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
827,ue13.1.0729b,Farmer,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Cartoons (working drawings),"14"" x 11""",Original art,Pencil sketch of a farmer.,Economy,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
828,ue13.1.0730a,"""Cost of Living""",Fred Wright,,1978,1978-01-01T00:00:00,,,still image,Editorial cartoons,"15"" x 11""",Original art,Couple pushing shopping cart up a graph showing rising profits.,"Economy, Profits",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
829,ue13.1.0730b,Worker Pushing Cart,Fred Wright,,1978,1978-01-01T00:00:00,,,still image,Cartoons (working drawings),"15"" x 11""",Original art,Pencil sketch of a worker pushing a shopping cart over bags on money.,Economy,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
830,ue13.1.0731,"""Cost of Moderate Budget""",Fred Wright,,1974,1974-01-01T00:00:00,,,still image,Editorial cartoons,"12"" x 12""",Original art,Graph showing expenditures of a city worker's family of four.,Economy,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
831,ue13.1.0733,"""This'll Keep It Going!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"14"" x 11""",Original art,Worker presenting a shorter work week oil can as a resolution for a broken machine representing an automated economy.,"Automation, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
832,ue13.1.0734,"""Our Prosperity Rests On A Firm Foundation!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"13"" x 10""",Original art,Food Trust holding profits standing on a farmer and consumer.,Profits,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
833,ue13.1.0735,"""Fight Poverty""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"12"" x 10""",Original art,Soldier leaning on a house representing the home front.,"War, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
834,ue13.1.0736,Nixon Plan Beheading,Fred Wright,,1969/1974,1969-01-01T00:00:00,,,still image,Editorial cartoons,"7"" x 14""",Original art,Executioner representing the Nixon plan beheading a man with an ax representing unemployment.,"Politics and Legislation, Unemployment",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
835,ue13.1.0737,"""I Am Neutral""",Fred Wright,,12/26/1949,1949-12-26T00:00:00,,,still image,Editorial cartoons,"10"" x 15""",Original art,Boss and James Carey singing behind a banner claiming the company's neutrality in National Labor Relations Board elections.,"Bosses, Other Unions",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
836,ue13.1.0738,1980 Labor Issues,Fred Wright,,1980,1980-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,"Workers holding picket signs stating labor issues in front of a large ""1980"".",Holidays,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
837,ue13.1.0739,"""No Thanks!""",Fred Wright,,11/28/1949,1949-11-28T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,"Worker supporting the UE declining a contract offer from James Carey with and executive holding a ""Company Union Suit"".","Other Unions, Labor Organization, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
838,ue13.1.0740,"""Ho! Ho! Ho!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Santa Claus standing outside of Mite Inc. with a bag of labor issues.,"Holidays, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
839,ue13.1.0741,"""But It's His Idea""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Republic Steel being paddled for blacklist firings while GE continues the same practice.,"Red-scare, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
840,ue13.1.0742,Social Security Treadmill,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Elderly couple on an inclined treadmill representing social security payments trying to reach grocery prices being raised by inflation.,Economy,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
841,ue13.1.0743,"""Don't Be a Hog!""",Fred Wright,,1979,1979-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Pig executive sitting on a pile of money scolding a striking worker.,"Wages, Profits",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
842,ue13.1.0744,"""Naughty! Naughty!""",Fred Wright,,1977/1981,1977-01-01T00:00:00,,,still image,Political cartoons,"11"" x 15""",Original art,News Note cartoon depicting the oil and gas trusts and utility companies scolding President Carter over high energy prices.,"Politics and Legislation, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
843,ue13.1.0745,"""Woe Is Us!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Comic strips,"11"" x 14""",Original art,First Panel: Worker being denied a wage increase. Second Panel: Boss speaking to stockholders.,"Wages, Profits, Bosses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
844,ue13.1.0746a,"""More?""",Fred Wright,,1963/1969,1963-01-01T00:00:00,,,still image,Political cartoons,"9"" x 12""",Original art,President Johnson piling a 10% surtax anvil atop a stack of taxes and expenses being held by a worker.,"Taxation, Economy",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
845,ue13.1.0746b,Woman Playing Piano,Fred Wright,,1963/1969,1963-01-01T00:00:00,,,still image,Cartoons (working drawings),"9"" x 12""",Original art,Woman playing a piano with red scribbles over the drawing.,Non-Labor,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
846,ue13.1.0747,"""The Slump Is Flattening Out""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Executive driving a bulldozer of high prices over workers with layoff notices.,"Economy, Unemployment",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
847,ue13.1.0748,"""Increased Cost of Raising Children""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Man and two children standing over a couple and a house representing the $600 dependency tax deduction.,Economy,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
848,ue13.1.0749,"""Good News?""",Fred Wright,,12/14/1964,1964-12-14T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Private enterprise golden goose eating small business and standing on a laid-off worker while laying an egg representing profits.,"Profits, Unemployment, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
849,ue13.1.0750,"""Madison Avenue Has Laid An Egg""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,General Electric executive speaking with three witches.,"Red-scare, Businesses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
850,ue13.1.0751,"""We Should Not Indulge In Demagogic And Shortsighted Attacks Upon Profits""",Fred Wright,,1974,1974-01-01T00:00:00,,,still image,Political cartoons,"11"" x 15""",Original art,President Nixon with a quote from his 1974 economic report and newspaper clippings regarding company profits.,"Politics and Legislation, Profits",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
851,ue13.1.0752,"""Industrial Accident Toll""",Fred Wright,,1954/1955,1954-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Grim Reaper looking over a boss demanding a worker speed up.,"Health &amp|||Safety, Bosses",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
852,ue13.1.0753,"""Out, Damned Spot!""",Fred Wright,,1971/1974,1971-01-01T00:00:00,,,still image,Political cartoons,"8 1/2"" x 11""",Original art,Print of President Nixon as a king in a spotlight drawn over a tax return form with additional shading.,"Politics and Legislation, Taxation",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
853,ue13.1.0754,Nixon As Macbeth,Fred Wright,,1971/1974,1971-01-01T00:00:00,,,still image,Political cartoons,"8 1/2"" x 11""",Original art,Original drawing of President Nixon as a king in a spotlight drawn over a tax return form.,"Politics and Legislation, Taxation",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
854,ue13.1.0755,"""All Aboard?""",Fred Wright,,8/20/1968,1968-08-20T00:00:00,,,still image,Political cartoons,"11"" x 14""",Original art,"Richard Nixon driving an elephant carrying the GOP as ""Dixie Racists"" paint a Confederate flag on its side.",Politics and Legislation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
855,ue13.1.0756,Collective Bargaining Coffin,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,"Undertaker showing labor a coffin labeled ""collective bargaining.""",Contracts,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
856,ue13.1.0757,Labor Issue Mallets,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,"Worker being hit on the head with speed-up, rate-cuts and layoffs mallets.",Businesses,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
857,ue13.1.0758,Beef Trust Price Rise,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Beef Trust executive pushing a cash register button to launch a cow over the moon.,Economy,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
858,ue13.1.0759,"""What So Proudly We Hail!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Garbage surrounding the U.S. capitol building.,"Non-Labor, Health &amp|||Safety",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
859,ue13.1.0760,"""Ten Thousand Doctors Each Collect $25,000 or More From Medicare and Medicaid""",Fred Wright,,1965/1984,1965-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,News Note cartoon depicting a doctor taking money from Uncle Sam's veins.,Health &amp|||Safety,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
860,ue13.1.0761,"""Working People Carry the Federal Tax Load""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"17"" x 11""",Original art,"Working man, coupon clipper and a speculator.",Taxation,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
861,ue13.1.0762,"""He Goes With the Car, At An Extra Charge, Of Course!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Man sitting in a car with a large man representing future repair bills sitting in a wagon behind him.,Non-Labor,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
862,ue13.1.0763,Worker On Treadmill,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"10"" x 15""",Original art,Worker running on a treadmill with a shark behind him.,Bosses,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
863,ue13.1.0764,"""The Company Gamble!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"14"" x 11""",Original art,Fellows Gear Shaper worker playing a slot machine to determine his raise and a UE member holding a contract with a guaranteed 5% raise.,"Contracts, Businesses, Union Organization",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
864,ue13.1.0765,"1974 Peace, Jobs, Higher Pay",Fred Wright,,1974,1974-01-01T00:00:00,,,still image,Editorial cartoons,"17"" x 11""",Original art,Father Time pulling Baby New Year on a sled.,Holidays,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
865,ue13.1.0766,"""1972 The Season's Greetings""",Fred Wright,,1972,1972-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,"Santas holding signs for peace, justice and jobs.",Holidays,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
866,ue13.1.0767,"""Labor Day 1957""",Fred Wright,,7/24/1957,1957-07-24T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Workers with banner standing on the UE program.,Holidays,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
867,ue13.1.0768,"""The Procedure Is to Form Several Committees, Explore The Subject, And Then Step To The End Of The Line""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 14""",Original art,Lady Liberty holding a civil rights program speaking to a congressman.,"Politics and Legislation, Civil Rights",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
868,ue13.1.0769,"""Unemployment Under Reagan""",Fred Wright,,1981/1984,1981-01-01T00:00:00,,,still image,Editorial cartoons,"8 1/2"" x 11""",Original art,Workers leaving a factory.,Unemployment,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
869,ue13.1.0770,"""PCB Warning""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8 1/2"" x 11""",Original art,Workers reading a PCB warning notice.,Health &amp|||Safety,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
870,ue13.1.0771,"""Dispensary""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8 1/2"" x 11""",Original art,Worker being checked by a doctor.,Health &amp|||Safety,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
871,ue13.1.0772,"""Rebuild U.S. Rails""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8 1/2"" x 11""",Original art,"Train on tracks supported by ""U.S. Railroads.""",Economy,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
872,ue13.1.0773,Women at Machines,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"16"" x 11""",Original art,First Panel: Woman working at a machine exposed to noise and debris. Second Panel: Woman working at a machine with a safety shield.,Health &amp|||Safety,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
873,ue13.1.0774,"""Labor Notes""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"17"" x 7""",Original art,"Nameplate for ""Labor Notes"" depicting a worker at a typewriter.",Publications,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
874,ue13.1.0775,"""No Givebacks!/Defend Our UE Contract!'",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 15""",Original art,Two button designs concerning UE contract negotiations.,Contracts,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
875,ue13.1.0776,"""Reagan Cuts Target Women""",Fred Wright,,1981/1984,1981-01-01T00:00:00,,,still image,Editorial cartoons,"8 1/2"" x 11""",Original art,Scissors cutting ribbons representing women's labor issues.,"Politics and Legislation, Civil Rights",,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
876,ue13.1.0777,"""UE in Canada Fights the Multinationals""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8 1/2"" x 11""",Original art,Factory with the Canadian flag.,Businesses,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
877,ue13.1.0779,"""Defend Our Contract!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"11"" x 8 1/2""",Original art,Button design concerning UE contract negotiations.,Contracts,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
878,ue13.1.0780,Worker Being Vaccinated,Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8"" x 11""",Original art,Worker receiving a vaccination.,Health &amp|||Safety,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
879,ue13.1.0781,"""Stop the Arms Race""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8 1/2"" x 11""",Original art,Hand breaking a missile in half.,Military,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
880,ue13.1.0782,"""Hearing Loss Is Preventable!""",Fred Wright,,1949/1984,1949-01-01T00:00:00,,,still image,Editorial cartoons,"8 1/2"" x 11""",Original art,Doctor looking into a worker's ear.,Health &amp|||Safety,,,"Fred Wright Original Cartoons (Subgroup 13.1), Fred Wright Papers (UE.13)",,,,University of Pittsburgh
