,identifier,title,creator,date_created,date_issued,depositor,box,folder,type_of_resource,genre
358,31735061655845,"""young negro workers! fight against bosses wars!"" flyer for youth rally",,,,university of pittsburgh,13,6,text,archival document
359,31735066228812,"""the economics of barbarism"", hitler's new economic order in europe, by j. kuczynski and m. witt,",,1942,,university of pittsburgh,7,86,text,archival document
360,31735061540609,"flyer for a free concert in support of john zingaro, the consumer party candidate for pittsburgh city council",,,,university of pittsburgh,1,201,text,archival document
361,31735059397624,"""an appeal for clemency"" pamphlet,",,1952,,university of pittsburgh,2,116,text,archival document
362,31735059397442,"the student advocate,",,1936-05,,university of pittsburgh,4,99,text,archival document
363,31735061658138,"""unemployment insurance"", the burning issue of the day, by earl browder,",,1935-04,,university of pittsburgh,3,80,text,archival document
364,31735047450717,"""organizing for security"" pamphlet",,,,university of pittsburgh,37,73,text,archival document
365,31735061537837,"labor research association's monthly labor notes,",,1938-08,,university of pittsburgh,2,125,text,archival document
366,31735067911366,"mine-mill union; sindicato; union; union (denver, colo. : 1942)",,,1951-02-26,university of pittsburgh,,,text,periodicals.; periodical; periodicals
367,31735047451376,"""maine antinuke activists arrested"" article,",,,,university of pittsburgh,,146,text,archival document
368,31735061657726,"""forge fighting unity against the wall street warmakers and the exploiters of the southern masses"", by jim jackson,",,1950,,university of pittsburgh,2,147,text,archival document
369,31735061655621,"the people versus segregated schools, by doxey a. wilkerson,",,1955-02,,university of pittsburgh,1,58,text,archival document
370,31735047451111,"""a message from ue local 601. east pittsburgh to all westinghouse workers....""",,,,university of pittsburgh,,114,text,archival document
371,31735061539742,"""i'd rather vote for something i want..."", a brief introduction to the human rights party pamphlet",,,,university of pittsburgh,7,105,text,archival document
372,31735061657015,"amnesty!, by marion bachrach,",,1952-12,,university of pittsburgh,2,9,text,archival document
373,31735061538322,"organized labor and the fascist danger, by william z. foster,",,1947-08,,university of pittsburgh,6,31,text,archival document
374,31735061659912,"""fight for your future now!"", by max weiss,",,1942-11,,university of pittsburgh,3,35,text,archival document
375,31735047450303,"""why politicians red-bait"" booklet",,,,university of pittsburgh,37,13,text,archival document
376,31735061657155,"""the bill of rights and the mundt-ferguson bills"", an analysis of the provisions and opinion on their constitutionality",,,,university of pittsburgh,2,54,text,archival document
377,31735067911515,"mine-mill union; sindicato; union; union (denver, colo. : 1942)",,,1953-06-15,university of pittsburgh,,,text,periodicals.; periodical; periodicals
378,31735061658385,"""march for peace may 1st 1952"", united labor and people's committee for may day,",,1952,,university of pittsburgh,3,88,text,archival document
379,31735058194253,"""don't shop at hudsons boycott farrah pants"" flyer,",,1973-12,,university of pittsburgh,8,2,text,archival document
380,31735061539130,"what russia did for victory, by sergei kournakoff,",,1945-10,,university of pittsburgh,7,4,text,archival document
381,31735061659888,"""work for all or unemployment""",,,,university of pittsburgh,3,60,text,archival document
382,31735065150140,mine-mill union; mine mill union; sindicato; union,,,1960-11,university of pittsburgh,,,text,periodicals.; periodical; periodicals
383,31735047449412,"white collar no. 413,",,,,university of pittsburgh,37,35,text,archival document
384,31735061544189,"""1940 platform...no peace without socialism!""",,,,university of pittsburgh,10,41,text,archival document
385,31735061655761,"the government takes a hand in the cotton-patch, by george anstrom,",,1933-11,,university of pittsburgh,1,79,text,archival document
386,31735061657890,"who's unamerican!,",,1947-07,,university of pittsburgh,2,95,text,archival document
387,31735067913321,mine-mill union; mine mill union; sindicato; union,,,1967-05,university of pittsburgh,,,text,periodicals.; periodical; periodicals
388,31735066227780,"black coal miners in the united states, by paul nyden",,,,university of pittsburgh,1,57,text,archival document
389,31735061537977,"ahjo (the forge), tieteellis-kaunokirjallinen julkaisu,",,1918-09,,university of pittsburgh,5,16,text,archival document
390,31735061538736,"for world peace and freedom, a survey of the twenty-five years of soviet international policy, by alexander a. troyanovsky",,,,university of pittsburgh,6,103,text,archival document
391,31735061656207,eldon ave. revolutionary union movement pamphlets (2),,,,university of pittsburgh,1,87,text,archival document
392,31735059397764,"""meet the communists"",",,1943,,university of pittsburgh,4,93,text,archival document
393,31735066228952,"""burning cards and flaming villages"", by james e. jackson",,,,university of pittsburgh,7,2,text,archival document
394,31735061543884,"""convict 9653, america's vision maker"", story of eugene victor debs, the united states' great socialist anti-militarist, by guy a. aldred",,,,university of pittsburgh,10,97,text,archival document
395,31735061537712,"some of the eleven communists who surrendered at old bailey and were on trial for conspiracy,",,1925-12-01,,university of pittsburgh,4,168,still image,archival document
396,31735059397590,"""we saw spain"" iwo meeting flyer,",,1936,,university of pittsburgh,5,83,text,archival document
397,31735061659045,"""the american way to jobs, peace, and democracy"", draft program of the communist party,",,1954-03,,university of pittsburgh,4,41,text,archival document
398,31735047450832,"""could you call this 'a great union'?""",,,,university of pittsburgh,37,85,text,archival document
399,31735061657999,"""economic questions, commentary""",,1952,,university of pittsburgh,4,109,text,archival document
400,31735061544080,"the socialist appeal,",,1935-08/1935-09,,university of pittsburgh,10,105,text,archival document
401,31735061539866,"""the people's party"" flyer",,,,university of pittsburgh,7,109,text,archival document
402,31735061586859,"punchin' out with the mill hunk herald,",,1980-07/1980-09,,university of pittsburgh,6,71,text,archival document
403,31735061537688,"a communist dropped over a car's fender,",,1931-02-11,,university of pittsburgh,4,148,still image,archival document
404,31735061540641,flyer for pittsburgh consumer party's bastille day celebration,,,,university of pittsburgh,1,202,text,archival document
405,31735061540427,"the road to liberation for the negro people,",,1937-09,,university of pittsburgh,1,28,text,archival document
406,31735061538215,"""foreign-born americans and the war""",,,,university of pittsburgh,5,3,text,archival document
407,31735059397020,"why negroes should oppose the war pamphlet,",,1940,,university of pittsburgh,1,111,text,archival document
408,31735070075233,"political action; political action (milwaukee, wis.)",,,1912-06-29,university of pittsburgh,,,text,newspapers.; newspapers; newspaper
409,31735061544064,"three letters to sections and members of the s.l.p.,",,,,university of pittsburgh,10,46,text,archival document
410,31735060482233,october 14 march and rally against the war,,,,university of pittsburgh,14,82,text,archival document
411,31735047449131,"cio political action committee ""what is pac?"" flyer,",,1948,,university of pittsburgh,37,20,text,archival document
412,31735061658195,"""the rankin witch hunt"", by william z. foster,",,1945-12,,university of pittsburgh,3,112,text,archival document
413,31735061657122,scholar and school- new targets for bigotry,,,,university of pittsburgh,2,73,text,archival document
414,31735047451715,"""pittsburgh socialist alternative: the struggle for $15/hour"" flyer,",,,,university of pittsburgh,38,15,text,archival document
415,31735061539882,"flyer for wsp's annual spring meeting,",,1964,,university of pittsburgh,12,17,text,archival document
416,31735067913131,mine-mill union; mine mill union; sindicato; union,,,1965-07,university of pittsburgh,,,text,periodicals.; periodical; periodicals
417,31735061655571,"""negroes beaten in grenada school integration"" new york times article,",,,,university of pittsburgh,1,23,text,archival document
418,31735060481839,constitution of the united people's church,,,,university of pittsburgh,1,193,text,archival document
419,31735061539320,"""the crisis in india"", by james s. allen,",,1942-09,,university of pittsburgh,7,81,text,archival document
420,31735061540559,"""era walk '80"" flyer,",,1980-10-18,,university of pittsburgh,8,72,text,archival document
421,31735059397574,"""john zingaro ...a consumer voice on city council"" flyer,",,1980,,university of pittsburgh,1,198,text,archival document
422,31735061656017,"""theoretical aspects of the negro question in the united states""",,,,university of pittsburgh,1,34,text,archival document
423,31735066227764,american negro problems,,,,university of pittsburgh,1,49,text,archival document
424,31735061657874,"photograph of communists and unemployed, carrying huge placards calling for work or wages",,,,university of pittsburgh,4,127,text,archival document
425,31735061540104,"""don duncan speaks out""",,,,university of pittsburgh,12,69,text,archival document
426,31735060482902,"on to miami! gop national convention protest flyer,",,1968-08-20/1968-08-23,,university of pittsburgh,14,95,text,archival document
427,31735059397129,"""for immediate release"" memo,",,1970-10-15,,university of pittsburgh,1,119,text,archival document
428,31735059397780,"""who are the young pioneers"" martha campion,",,1943-10,,university of pittsburgh,4,92,text,archival document
429,31735061537993,"guaranteed annual wage, by wyndham mortimer,",,1953-11-20,,university of pittsburgh,6,26,text,archival document
430,31735067911358,"mine-mill union; sindicato; union; union (denver, colo. : 1942)",,,1951-03-12,university of pittsburgh,,,text,periodicals.; periodical; periodicals
431,31735061657718,"puerto rico- 'island paradise' of u.s. imperialism, by patricia bell,",,1967-02,,university of pittsburgh,2,134,text,archival document
432,31735066228648,"""the appeal almanac and arsenal of facts for 1917"",",,1917,,university of pittsburgh,10,75,text,archival document
433,31735061537498,"""call to 16th national convention communist party, u.s.a."", february 9-12, 1957",,,,university of pittsburgh,4,57,text,archival document
434,31735061540450,"""he thinks right""",,,,university of pittsburgh,10,27,text,archival document
435,31735061657296,"the bill of rights in danger!, by robert w. dunn,",,1940-01,,university of pittsburgh,2,19,text,archival document
436,31735061658047,acceptance speeches,,,,university of pittsburgh,2,157,text,archival document
437,31735061656801,"the melish case, challenge to the church,",,1949,,university of pittsburgh,1,185,text,archival document
438,31735060482548,"""knock on any door!"", progressive party",,,,university of pittsburgh,14,47,text,archival document
439,31735060481870,leaflets for student strike at franklin high school,,,,university of pittsburgh,13,56,text,archival document
440,31735061544684,"""the cuban crisis and it's aftermath"" flyer",,,,university of pittsburgh,11,169,text,archival document
441,31735061543744,"""socialist album"",",,1896,,university of pittsburgh,10,59,text,archival document
442,31735047451392,"labor committee for safe energy & full employment,",,,,university of pittsburgh,,148,text,archival document
443,31735067911382,"mine-mill union; sindicato; union; union (denver, colo. : 1942)",,,1951-01-15,university of pittsburgh,,,text,periodicals.; periodical; periodicals
444,31735061539858,"""formosa"", fact and fiction, by john w. powell",,,,university of pittsburgh,7,85,text,archival document
445,31735061586867,"punchin' out with the mill hunk herald,",,1980-04/1980-06,,university of pittsburgh,6,70,text,archival document
446,31735051656068,"iwo duplicate membership form,",,1939,,university of pittsburgh,13,84,text,archival document
447,31735061656157,"behind the florida bombings, who killed naacp leader harry t. moore and his wife?, by joseph north,",,1952-02,,university of pittsburgh,1,60,text,archival document
448,31735061658328,"""stool-pigeon"", by elizabeth gurley flynn,",,1949-07,,university of pittsburgh,3,120,text,archival document
449,31735059397434,"the student advocate,",,1936-03,,university of pittsburgh,4,98,text,archival document
450,31735061656330,frum pamphlet,,,,university of pittsburgh,1,91,text,archival document
451,31735061540419,"flyer discussing police brutality in detroit,",,1948,,university of pittsburgh,10,28,text,archival document
452,31735061659748,"""passage to progress"", the '64 election mandate and the road ahead,",,1964-12,,university of pittsburgh,3,23,text,archival document
453,31735061657536,"""rules and procedures for the walk for the bill of rights"" flyer",,,,university of pittsburgh,2,86,text,archival document
454,31735061539007,"kentucky miners fight, by harry gannes,",,1932,,university of pittsburgh,6,48,text,archival document
455,31735061539734,"""hands-off guatemala!""",,,,university of pittsburgh,7,82,text,archival document
456,31735068355068,mine-mill union; mine mill union; sindicato; union,,,1963-12,university of pittsburgh,,,text,periodicals.; periodical; periodicals
457,31735061657205,"in the shadow of liberty, the inhumanity of the walter- mccarran law, by abner green,",,1954-09,,university of pittsburgh,2,75,text,archival document
458,31735061540583,"""strike"" pamphlet",,,,university of pittsburgh,8,85,text,archival document
459,31735061538132,"""1944...crucial year, the need of dynamic unity in the immigrant groups, two addresses by louis adamic""",,,,university of pittsburgh,5,6,text,archival document
460,31735070075373,"political action; political action (milwaukee, wis.)",,,1912-10-05,university of pittsburgh,,,text,newspapers.; newspapers; newspaper
461,31735059397160,"""let the people vote on war!"" pamphlet,",,1938,,university of pittsburgh,11,88,text,archival document
462,31735061538355,"women on guard, how the women of the world fight for peace, by betty millard,",,1952-02,,university of pittsburgh,6,8,text,archival document
463,31735061656892,"democracy, civil rights and liberty in connecticut, by daniel howard,",,1958,,university of pittsburgh,2,3,text,archival document
464,31735061659672,"""new program of the communist party usa"", the people versus corporate power,",,1982-01,,university of pittsburgh,3,146,text,archival document
465,31735047450295,"""here's how it works - from official united states government documents"" booklet",,,,university of pittsburgh,37,12,text,archival document
466,31735066228192,"""program of the communist international"",",,1929-12,,university of pittsburgh,3,150,text,archival document
467,31735061656538,"""address of dr. harry f. ward american congress for peace and democracy"",",,1939-01-07,,university of pittsburgh,1,143,text,archival document
468,31735061540211,"""a churchman examines american-soviet relations"", by rev. william howard melish",,,,university of pittsburgh,7,99,text,archival document
469,31735061538009,"organize the unorganized, by william z. foster",,,,university of pittsburgh,6,39,text,archival document
470,31735061544841,"""washington action rally"" flyer,",,1962,,university of pittsburgh,11,165,text,archival document
471,31735061543777,flyer encouraging people to vote for the progressive party,,,,university of pittsburgh,10,35,text,archival document
472,31735047451509,"educational conference on safe energy & jobs mailing,",,,,university of pittsburgh,,159,text,archival document
473,31735061659326,"""draft resolution for the 16th national convention of the communist party, u.s.a."", adopted sept. 13, 1956",,1956-09,,university of pittsburgh,4,34,text,archival document
474,31735065150223,mine-mill union; mine mill union; sindicato; union,,,1959-05,university of pittsburgh,,,text,periodicals.; periodical; periodicals
475,31735061658922,"""the struggle for detente"", by gus hall",,,,university of pittsburgh,4,44,text,archival document
476,31735060482472,protester on car,,,,university of pittsburgh,12,43,still image,archival document
477,31735047450535,philco company boycott flyer,,,,university of pittsburgh,37,47,text,archival document
478,31735061538454,"""the truth about jerry brown"" pamphlet",,,,university of pittsburgh,11,99,text,archival document
479,31735066229034,"""1963 easter peace walk itinerary"" flyer,",,1963,,university of pittsburgh,11,186,text,archival document
480,31735061656165,the general policy statement and labor program of the league of revolutionary black workers,,,,university of pittsburgh,1,86,text,archival document
481,31735059397152,"""manifesto of the fourth international on the imperialist war and the proletarian revolution"" pamphlet,",,1940,,university of pittsburgh,11,91,text,archival document
482,31735059397335,"""call to public vigil and witness"" flyer,",,1965-11,,university of pittsburgh,7,133,text,archival document
483,31735070075126,"political action; political action (milwaukee, wis.)",,,1912-03-23,university of pittsburgh,,,text,newspapers.; newspapers; newspaper
484,31735070075340,"political action; political action (milwaukee, wis.)",,,1912-09-14,university of pittsburgh,,,text,newspapers.; newspapers; newspaper
485,31735066228101,"""make the democrats keep their promises"",",,1933-06,,university of pittsburgh,3,45,text,archival document
486,31735047451400,"""labor groups stress energy alternatives at harrisburg rally"" article,",,,,university of pittsburgh,,149,text,archival document
487,31735065150777,mine-mill union; mine mill union; sindicato; union,,,1954-07-05,university of pittsburgh,,,text,periodicals.; periodical; periodicals
488,31735061656298,me rum pamphlet,,,,university of pittsburgh,1,90,text,archival document
489,31735066228366,"the history of the shorter workday,",,1942,,university of pittsburgh,6,28,text,archival document
490,31735060482126,"""guilty of being a negro""",,,,university of pittsburgh,13,17,text,archival document
491,31735066228226,"""on the road to bolshevization"",",,1929,,university of pittsburgh,4,24,text,archival document
492,31735047451541,"""indroducing color adjusment"" mail order,",,1991/1992,,university of pittsburgh,37,168,text,archival document
493,31735058194071,"""defend academic freedom! a statement on academic freedom week by the labor youth league"" pamphlet,",,1955,,university of pittsburgh,2,120,text,archival document
494,31735051655128,the people will make the peace,,,,university of pittsburgh,14,86,text,archival document
495,31735061544809,"""usa! ussr! no!"" flyer,",,1962,,university of pittsburgh,11,166,text,archival document
496,31735061544056,"""economic basis of education"", by aaron m. orange,",,1942,,university of pittsburgh,10,47,text,archival document
497,31735047448562,"fraternal outlook, official organ of the international workers order,",,1941-11,,university of pittsburgh,5,20,text,archival document
498,31735061539288,"""the truth about korea""",,,,university of pittsburgh,7,80,text,archival document
499,31735067913099,mine-mill union; mine mill union; sindicato; union,,,1965-03,university of pittsburgh,,,text,periodicals.; periodical; periodicals
500,31735061538041,"stop wage-cuts & layoffs on the railroads, a reply to president t.c. cashen of the switchmen's union of north america, by william z. foster,",,1938-04,,university of pittsburgh,6,38,text,archival document
501,31735059397012,"""the voice of socialism: radio speeches by the socialist workers party candidates in the 1948 election"" pamphlet,",,1948-08,,university of pittsburgh,11,90,text,archival document
502,31735061537290,"""21 questions about war and peace"", by eugene dennis,",,1950-08,,university of pittsburgh,4,62,text,archival document
503,31735061656025,"negro freedom is in the interest of every american, by gus hall,",,1964-07,,university of pittsburgh,1,45,text,archival document
504,31735061544502,"""don't forget the motor city""",,,,university of pittsburgh,11,127,text,archival document
505,31735047449099,"brown lung association letter,",,1980,,university of pittsburgh,37,18,text,archival document
506,31735058193875,"alternative, v1, n3,",,1948-06,,university of pittsburgh,1,123,text,archival document
507,31735061657445,"the mccarran act, fact and fancy, by elizabeth gurley flynn",,,,university of pittsburgh,2,83,text,archival document
508,31735061539312,"""speech by harold l. ickes secretary of the interior to the 2nd american slav congress"",",,1944,,university of pittsburgh,7,51,text,archival document
509,31735068354871,"mine-mill union; sindicato; union; union (denver, colo. : 1942)",,,1952-05-05,university of pittsburgh,,,text,periodicals.; periodical; periodicals
510,31735065150363,mine-mill union; mine mill union; sindicato; union,,,1957-06,university of pittsburgh,,,text,periodicals.; periodical; periodicals
511,31735047448869,"michigan state university faculty associates (msufa),",,1980,,university of pittsburgh,37,52,text,archival document
512,31735066228515,"numerous issues of labor and socialist press service,",,1936,,university of pittsburgh,10,124,text,archival document
513,31735061543637,"""economic evolution"", by paul lafargue",,,,university of pittsburgh,10,88,text,archival document
514,31735061539528,"""the epic of the black sea revolt"", by andre marty,",,1941-03,,university of pittsburgh,7,67,text,archival document
515,31735061538587,"""a worker for president, vote socialist workers"" flyer",,,,university of pittsburgh,11,96,text,archival document
516,31735061537530,"""the communists take a new look"", report to the national committee of the communist party, u.s.a., by eugene dennis,",,1956-05,,university of pittsburgh,4,58,text,archival document
517,31735066249115,"partisan review, vol. 2 no. 8,",,,,university of pittsburgh,25,6,text,archival document
518,31735047451087,"""sing out! ue songs for union folks...""",,,,university of pittsburgh,,111,text,archival document
519,31735061537399,"mass picketing demonstration before the p.l. bergoff offices,",,1934-07-19,,university of pittsburgh,4,157,still image,archival document
520,31735070075308,"political action; political action (milwaukee, wis.)",,,1912-08-07,university of pittsburgh,,,text,newspapers.; newspapers; newspaper
521,31735061544338,"""an open letter to progressives"", by norman thomas,",,1928,,university of pittsburgh,10,114,text,archival document
522,31735061540351,"""on university neutrality""",,1970-05,,university of pittsburgh,7,128,text,archival document
523,31735066227756,"some aspects of the negro question in the united states, by james e. jackson,",,1959-07,,university of pittsburgh,1,42,text,archival document
524,31735061656785,bring them home now!,,,,university of pittsburgh,12,59,text,archival document
525,31735068353428,mine-mill union; mine mill union; sindicato; union,,,1961-02,university of pittsburgh,,,text,periodicals.; periodical; periodicals
526,31735061541003,"""the crisis in the communist party, u.s.a"", statement of the principles of the communist party (majority group),",,1930-02,,university of pittsburgh,10,2,text,archival document
527,31735058194261,"""return to fort dix may 16 -- armed forces day"" flyer,",,1970-05,,university of pittsburgh,12,37,text,archival document
528,31735066228036,"""an open letter to the american people""",,,,university of pittsburgh,2,79,text,archival document
529,31735061659318,"""youth demands a peaceful world"", report of the second world youth congress",,,,university of pittsburgh,4,7,text,archival document
530,31735061538868,"the new international, a monthly organ of revolutionary marxism,",,1934-12,,university of pittsburgh,14,72,text,archival document
531,31735058194006,"the irregular n. 6,",,1966-03-19,,university of pittsburgh,11,134,text,archival document
532,31735061544247,"""peace marchers are back"" flyer",,,,university of pittsburgh,11,184,text,archival document
533,31735065151221,mine-mill union; mine mill union; sindicato; union,,,1954-04-26,university of pittsburgh,,,text,periodicals.; periodical; periodicals
534,31735067913289,mine-mill union; mine mill union; sindicato; union,,,1966-03,university of pittsburgh,,,text,periodicals.; periodical; periodicals
535,31735061539098,"soviet impressions, after an interval of eighteen years, 1932-1950, by dr. john a. kingsbury",,,,university of pittsburgh,7,3,text,archival document
536,31735047448984,"""the rights we fight for"",",,1944,,university of pittsburgh,37,58,text,archival document
537,31735061659920,"""illinois needs a farmer- labor party"", by morris h. childs",,,,university of pittsburgh,3,61,text,archival document
538,31735059397756,"cooley high black student voice,",,1970-11-05,,university of pittsburgh,1,107,text,archival document
539,31735061537944,"program for survival , the communist position on the jewish question, by alexander bittelman",,,,university of pittsburgh,5,75,text,archival document
540,31735047450402,"citizen/labor energy coalition natural gas price decontrol fact sheet,",,1981-03,,university of pittsburgh,37,32,text,archival document
541,31735066228705,"""marx and america"" by bertram wolfe,",,1934,,university of pittsburgh,10,1,text,archival document
542,31735061655753,the shadow of the south is on our shops! pamphlet,,,,university of pittsburgh,1,71,text,archival document
543,31735065150173,mine-mill union; mine mill union; sindicato; union,,,1959-08,university of pittsburgh,,,text,periodicals.; periodical; periodicals
544,31735061658815,"""the working class and the nation"" and ""changes in bourgeois nationalism"", by peter weiden,",,,,university of pittsburgh,3,133,text,archival document
545,31735067913313,mine-mill union; mine mill union; sindicato; union,,,1967-01,university of pittsburgh,,,text,periodicals.; periodical; periodicals
546,31735065150314,mine-mill union; mine mill union; sindicato; union,,,1957-02,university of pittsburgh,,,text,periodicals.; periodical; periodicals
547,31735068354806,"mine-mill union; sindicato; union; union (denver, colo. : 1942)",,,1952-08-11,university of pittsburgh,,,text,periodicals.; periodical; periodicals
548,31735047449420,"harrisburg anti-nuclear demonstration letter,",,,,university of pittsburgh,,145,text,archival document
549,31735061658484,"""the c.i.o. today"", by george morris,",,1950-03,,university of pittsburgh,3,125,text,archival document
550,31735061537720,"a communist rioter getting chased by a police officer,",,1931-02-11,,university of pittsburgh,4,149,still image,archival document
551,31735066228358,"women in the struggle for peace and security, by claudia jones,",,1950-04,,university of pittsburgh,6,12,text,archival document
552,31735060482118,consumer party 1980 campaign flyer,,,,university of pittsburgh,1,204,text,archival document
553,31735047450238,"union book club flyer,",,,,university of pittsburgh,37,6,text,archival document
554,31735066228960,"from the february revolution to the october revolution 1917, by a.f. ilyin-genevsky,",,1931,,university of pittsburgh,6,109,text,archival document
555,31735070075118,"political action; political action (milwaukee, wis.)",,,1912-03-16,university of pittsburgh,,,text,newspapers.; newspapers; newspaper
556,31735061655936,"vote for a fighter against war and racism, jarvis tyner, communist candidate for vice-president",,,,university of pittsburgh,1,33,text,archival document
557,31735066228796,"""for a labor party in connecticut""",,,,university of pittsburgh,8,32,text,archival document
558,31735058193891,"alternative, v1, n9,",,1949-02,,university of pittsburgh,1,125,text,archival document
559,31735066205323,"""i support consumers education and protective association"" card",,,,university of pittsburgh,8,89,text,archival document
560,31735061537274,"a photograph of a map from the library of d.a.r. which shows the headquarters of communists in the u.s.,",,1934-04-24,,university of pittsburgh,4,154,still image,archival document
561,31735061656595,"beware of the war danger!, stop, look, and listen!, by william z. foster,",,1948-04,,university of pittsburgh,4,118,text,archival document
562,31735061544395,"""walk on washington"" information sheet,",,1962,,university of pittsburgh,11,159,text,archival document
563,31735061540732,photograph of men from the new york state young communist league boycotting japanese goods,,,,university of pittsburgh,10,19,text,archival document
564,31735066228382,"""washington action project"" memo,",,1961-01-11,,university of pittsburgh,11,155,text,archival document
565,31735061539585,"a history of soviet foreign policy, by m. ross,",,1940-12,,university of pittsburgh,7,31,text,archival document
566,31735066227897,"the atomic arming of the west german federal republic- an imminent danger to peace,",,1964,,university of pittsburgh,1,166,text,archival document
567,31735066228820,"""we were there"", a report on the world jewish conference against german rearmament, june 18-19, 1955, paris, france,",,1955-10,,university of pittsburgh,7,100,text,archival document
568,31735047450378,summary of major plant closing legislation now pending,,,,university of pittsburgh,37,26,text,archival document
569,31735061656728,"i saw the morning break, the church of the people",,,,university of pittsburgh,1,188,text,archival document
570,31735068354723,"mine-mill union; sindicato; union; union (denver, colo. : 1942)",,,1952-11-17,university of pittsburgh,,,text,periodicals.; periodical; periodicals
571,31735061656181,"""program to end ghettos and fight poverty"" flyer",,,,university of pittsburgh,1,40,text,archival document
572,31735066228218,"""program for victory"" ny state communist party election platform,",,1942,,university of pittsburgh,4,12,text,archival document
573,31735061659136,"""post-war jobs for veterans, negroes, and women"", by roy hudson,",,1944-11,,university of pittsburgh,3,140,text,archival document
574,31735061537407,"communists,",,1930-03-07,,university of pittsburgh,4,141,still image,archival document
575,31735060482662,"""where are we going?"", hugh hardyman",,,,university of pittsburgh,14,44,text,archival document
576,31735061658955,"""afl upsurge challenges policies of old guard"", by leon kaplan,",,1947-04-18/1947-04-19,,university of pittsburgh,4,25,text,archival document
577,31735068354947,mine-mill union; mine mill union; sindicato; union,,,1962-12,university of pittsburgh,,,text,periodicals.; periodical; periodicals
578,31735065150033,mine-mill union; mine mill union; sindicato; union,,,1961-12,university of pittsburgh,,,text,periodicals.; periodical; periodicals
579,31735061655613,michael zinzun for the 55th assembly district campaign pamphlet,,,,university of pittsburgh,1,24,text,archival document
580,31735047450725,"""barry goldwater...how he voted on vital issues during his eleven years in the senate..."" pamphlet",,,,university of pittsburgh,37,74,text,archival document
581,31735047450543,"""eastern machinists on strike"" flyer",,,,university of pittsburgh,37,48,text,archival document
582,31735066229042,"high time,",,1939-03,,university of pittsburgh,13,65,text,archival document
583,31735061543793,"""socialist campaign songs""",,,,university of pittsburgh,10,81,text,archival document
584,31735051655185,"""free our political prisoners"" pamphlet,",,1919,,university of pittsburgh,14,45,text,archival document
585,31735061538645,"""they shall not pass!""",,,,university of pittsburgh,4,123,text,archival document
586,31735059397616,"betty millard, ""woman against myth"",",,1948,,university of pittsburgh,6,18,text,archival document
587,31735061656447,"the schneiderman case, united states supreme court opinion with an introduction by carol king,",,1943-08,,university of pittsburgh,1,206,text,archival document
588,31735059397343,"""10,000 gis killed since the peace talks started may 1968"" flyer,",,1969-04,,university of pittsburgh,12,31,text,archival document
589,31735065151106,mine-mill union; mine mill union; sindicato; union,,,1955-03-28,university of pittsburgh,,,text,periodicals.; periodical; periodicals
590,31735066228929,"our ally the soviet union, by robert minor,",,1942-01,,university of pittsburgh,7,18,text,archival document
591,31735066228176,"""where do we go from here?"", by ""americus"",",,1948-11-06,,university of pittsburgh,3,103,text,archival document
592,31735058194147,"california's brown book,",,1934,,university of pittsburgh,4,113,text,archival document
593,31735061540468,youth unity for peace against militarization,,,,university of pittsburgh,4,121,text,archival document
594,31735061657189,"books on trial, the case of alexander trachtenberg,",,1952,,university of pittsburgh,2,33,text,archival document
595,31735047450576,"americans for a democratic party even today booklet,",,2001-01,,university of pittsburgh,37,51,text,archival document
596,31735051656019,"""where are we now?,""",,1956,,university of pittsburgh,13,81,text,archival document
597,31735068355183,mine-mill union; mine mill union; sindicato; union,,,1964-11,university of pittsburgh,,,text,periodicals.; periodical; periodicals
598,31735061537209,"police dispersing communist agitators in front of new bedford mill,",,1930-01-22,,university of pittsburgh,4,136,still image,archival document
599,31735066228416,"stop mccarthyism!,",,1954-04,,university of pittsburgh,11,101,text,archival document
600,31735066227830,"from protest to politics: the future of the civil rights movement, by bayard rustin,",,1965-02,,university of pittsburgh,1,122,text,archival document
601,31735060482431,bring the troops home now,,,,university of pittsburgh,14,83,text,archival document
602,31735066228671,"""anti-semitism, its cause and cure daniel de leon"",",,1921,,university of pittsburgh,10,52,text,archival document
603,31735066228887,"""french miners say"",",,1953,,university of pittsburgh,7,71,text,archival document
604,31735061540963,"""the communist party at the crossroads: toward democratic socialism or back to stalinism"", by h.w. benson",,,,university of pittsburgh,11,120,text,archival document
605,31735047451442,"greater harrisburg area labor committee for safe energy & full employment letter,",,,,university of pittsburgh,,153,text,archival document
606,31735066228143,"""the history of may day"", by alexander trachtenberg (3),",,,,university of pittsburgh,3,72,text,archival document
607,31735066228325,"the rhythm method of natural birth control, by joseph mccabe,",,1934,,university of pittsburgh,5,91,text,archival document
608,31735068355019,mine-mill union; mine mill union; sindicato; union,,,1962-05,university of pittsburgh,,,text,periodicals.; periodical; periodicals
609,31735047451624,"monthly review press,",,1998-03,,university of pittsburgh,38,2,text,archival document
610,31735059397111,"invitation letter to 23rd testimonial dinner of the los angeles committee for the defense of the bill of rights,",,1973-11-08,,university of pittsburgh,7,138,text,archival document
611,31735061659854,"""the 1940 elections, how the people can win"", by earl browder,",,1939-05,,university of pittsburgh,3,10,text,archival document
612,31735061544155,"""letters to judd"", an american workingman, by upton sinclair",,,,university of pittsburgh,10,68,text,archival document
613,31735059397376,"spear: who is james johnson pamphlet,",,1971,,university of pittsburgh,1,95,text,archival document
