,id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor 
236,31735051655565,Coming! W.E.B. DuBois,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 13, Folder 19",ULS Archives Service Center,University of Pittsburgh
237,31735051655573,"Stop The U.S. War in El Salvador,",,,1982-03-27,1982-03-27T00:00:00,"March 27, 1982",,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 13, Folder 38",ULS Archives Service Center,University of Pittsburgh
238,31735051655581,"Women for Peace Letter,",,,1972-04-21,1972-04-21T00:00:00,"April 21, 1972",,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 14, Folder 84",ULS Archives Service Center,University of Pittsburgh
239,31735051655615,"""Protest Protest Protest Kirkpatrick Visit"" Flyer,",,,1981-04-26,1981-04-26T00:00:00,"April 26, 1981",,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 13, Folder 39",ULS Archives Service Center,University of Pittsburgh
240,31735051655623,Los Angeles Congress of Racial Equality Active membership Bulletin,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 13, Folder 20",ULS Archives Service Center,University of Pittsburgh
241,31735051655656,"The American Foreign-Born Workers,",,,1923,1923-01-01T00:00:00,ca. 1923,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 13, Folder 58",ULS Archives Service Center,University of Pittsburgh
242,31735051655664,"All Night Vigil,",,,1963-10-24,1963-10-24T00:00:00,"October 24, 1963",,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 13, Folder 22",ULS Archives Service Center,University of Pittsburgh
243,31735051655698,"May Day,",,,1938,1938-01-01T00:00:00,1938,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 13, Folder 59",ULS Archives Service Center,University of Pittsburgh
244,31735051655706,"""They've Had Enough Haven't You?"",",,,1971-04-24,1971-04-24T00:00:00,April 24 1971,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 14, Folder 92",ULS Archives Service Center,University of Pittsburgh
245,31735051655730,"This Administration Has Declared War On Americans,",,,1981,1981-01-01T00:00:00,1981,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 13, Folder 40",ULS Archives Service Center,University of Pittsburgh
246,31735051655748,"I.W.O. on Parade,",,,1938,1938-01-01T00:00:00,1938,,text,,,archival document,,,,,American Left Ephemera Collection,VIII. Ethnic Radicalism,"Box 13, Folder 82",ULS Archives Service Center,University of Pittsburgh
247,31735051655771,"An Evening of Solidarity With The People of El Salvador,",,,1982-03-23,1982-03-23T00:00:00,March 23 1982,,text,,,archival document,,,,,American Left Ephemera Collection,III. Anti-War Propaganda,"Box 13, Folder 41",ULS Archives Service Center,University of Pittsburgh
248,31735051655813,Outcry from Occupied Berkeley,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 14, Folder 29",ULS Archives Service Center,University of Pittsburgh
249,31735051655821,Winter Soldier,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 14, Folder 85",ULS Archives Service Center,University of Pittsburgh
250,31735051655854,"The Workers Monthly,",,,1925-12,1925-12-01T00:00:00,December 1925,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 13, Folder 70",ULS Archives Service Center,University of Pittsburgh
251,31735051655862,"""Balls The Ungarbled Word"",",,,1968,1968-01-01T00:00:00,1968,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 14, Folder 31",ULS Archives Service Center,University of Pittsburgh
252,31735051655904,"""Free Angela Davis"" Flyer",,,1971,1971-01-01T00:00:00,ca. 1971,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 13, Folder 23",ULS Archives Service Center,University of Pittsburgh
253,31735051655938,"Up Against the Wall Street Journal,",,,1970-02-11,1970-02-11T00:00:00,"February 11, 1970",,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 14, Folder 97",ULS Archives Service Center,University of Pittsburgh
254,31735051655946,"""Calendar of a Frame-Up"" Flyer,",,,1971,1971-01-01T00:00:00,1971,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 13, Folder 24",ULS Archives Service Center,University of Pittsburgh
255,31735051655979,"Black Star, Vol. 1 No. 1,",,,1975,1975-01-01T00:00:00,ca. 1975,,text,,,archival document,,,,,American Left Ephemera Collection,II. Anarchists,"Box 13, Folder 32",ULS Archives Service Center,University of Pittsburgh
256,31735051655987,Angela Davis Newsletter,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 13, Folder 21",ULS Archives Service Center,University of Pittsburgh
257,31735051656019,"""Where Are We Now?,""",,,1956,1956-01-01T00:00:00,1956,,text,,,archival document,,,,,American Left Ephemera Collection,VIII. Ethnic Radicalism,"Box 13, Folder 81",ULS Archives Service Center,University of Pittsburgh
258,31735051656027,"Letters to Anna Luczeczko, IWO member,",,,1939,1939-01-01T00:00:00,1939,,text,,,archival document,,,,,American Left Ephemera Collection,VIII. Ethnic Radicalism,"Box 13, Folder 83",ULS Archives Service Center,University of Pittsburgh
259,31735051656050,"Build Labor Party,",,,1946,1946-01-01T00:00:00,1946,,text,,,archival document,,,,,American Left Ephemera Collection,X. Labor,"Box 14, Folder 15",ULS Archives Service Center,University of Pittsburgh
260,31735051656068,"IWO Duplicate Membership Form,",,,1939,1939-01-01T00:00:00,1939,,text,,,archival document,,,,,American Left Ephemera Collection,VIII. Ethnic Radicalism,"Box 13, Folder 84",ULS Archives Service Center,University of Pittsburgh
261,31735051656092,"We Too Resist,",,,1968-05-20,1968-05-20T00:00:00,May 20 1968,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 14, Folder 89",ULS Archives Service Center,University of Pittsburgh
262,31735051656134,"...and now Laos,",,,1970,1970-01-01T00:00:00,1970,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 14, Folder 90",ULS Archives Service Center,University of Pittsburgh
263,31735051656175,"""U.S. Bombing Of Vietnamese Dikes Shocks The World"",",,,1972,1972-01-01T00:00:00,1972,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 14, Folder 91",ULS Archives Service Center,University of Pittsburgh
264,31735058193875,"Alternative, V1, N3,",,,1948-06,1948-06-01T00:00:00,June 1948,,text,,,archival document,,,,,American Left Ephemera Collection,II. Anarchists,"Box 1, Folder 123",ULS Archives Service Center,University of Pittsburgh
265,31735058193883,"Alternative, V1, N6,",,,1948-11,1948-11-01T00:00:00,November 1948,,text,,,archival document,,,,,American Left Ephemera Collection,II. Anarchists,"Box 1, Folder 124",ULS Archives Service Center,University of Pittsburgh
266,31735058193891,"Alternative, V1, N9,",,,1949-02,1949-02-01T00:00:00,February 1949,,text,,,archival document,,,,,American Left Ephemera Collection,II. Anarchists,"Box 1, Folder 125",ULS Archives Service Center,University of Pittsburgh
267,31735058193909,"Alternative, V2, N1,",,,1949-05/1949-06,1949-05-01T00:00:00,May-June 1949,,text,,,archival document,,,,,American Left Ephemera Collection,II. Anarchists,"Box 1, Folder 126",ULS Archives Service Center,University of Pittsburgh
268,31735058193917,"Alternative, V2. N2,",,,1949-10,1949-10-01T00:00:00,October 1949,,text,,,archival document,,,,,American Left Ephemera Collection,II. Anarchists,"Box 1, Folder 127",ULS Archives Service Center,University of Pittsburgh
269,31735058193925,"Alternative, V2. N3,",,,1949-11,1949-11-01T00:00:00,November 1949,,text,,,archival document,,,,,American Left Ephemera Collection,II. Anarchists,"Box 1, Folder 128",ULS Archives Service Center,University of Pittsburgh
270,31735058193933,"Alternative, V2. N6,",,,1950-02,1950-02-01T00:00:00,February 1950,,text,,,archival document,,,,,American Left Ephemera Collection,II. Anarchists,"Box 1, Folder 129",ULS Archives Service Center,University of Pittsburgh
271,31735058193941,"Alternative, V2. N7,",,,1950-03,1950-03-01T00:00:00,March 1950,,text,,,archival document,,,,,American Left Ephemera Collection,II. Anarchists,"Box 1, Folder 130",ULS Archives Service Center,University of Pittsburgh
272,31735058193958,"""The Youth Peace Corps and the Cold War"" Memo,",,,1961,1961-01-01T00:00:00,1961,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 8, Folder 4",ULS Archives Service Center,University of Pittsburgh
273,31735058193966,"""The Pacifist Ethic and Humanism"" Pamphlet,",,,1961,1961-01-01T00:00:00,ca. 1961,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 8, Folder 5",ULS Archives Service Center,University of Pittsburgh
274,31735058193974,"""The Mexican People of the Southwest"",",,,1948-08-03,1948-08-03T00:00:00,August 3 1948,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 114",ULS Archives Service Center,University of Pittsburgh
275,31735058193982,"The Irregular N. 3,",,,1966-01-03,1966-01-03T00:00:00,"January 3, 1966",,text,,,archival document,,,,,American Left Ephemera Collection,XIX. Students for a Democratic Society (SDS),"Box 11, Folder 132",ULS Archives Service Center,University of Pittsburgh
276,31735058193990,"The Irregular N. 5,",,,1966-02-14,1966-02-14T00:00:00,"February 14, 1966",,text,,,archival document,,,,,American Left Ephemera Collection,XIX. Students for a Democratic Society (SDS),"Box 11, Folder 133",ULS Archives Service Center,University of Pittsburgh
277,31735058194006,"The Irregular N. 6,",,,1966-03-19,1966-03-19T00:00:00,"March 19, 1966",,text,,,archival document,,,,,American Left Ephemera Collection,XIX. Students for a Democratic Society (SDS),"Box 11, Folder 134",ULS Archives Service Center,University of Pittsburgh
278,31735058194014,"The Irregular N. 8,",,,1966-06-03,1966-06-03T00:00:00,"June 3, 1966",,text,,,archival document,,,,,American Left Ephemera Collection,XIX. Students for a Democratic Society (SDS),"Box 11, Folder 135",ULS Archives Service Center,University of Pittsburgh
279,31735058194022,"Student Peace Union Bulletin,",,,1962-01,1962-01-01T00:00:00,January 1962,,text,,,archival document,,,,,American Left Ephemera Collection,XX. Student Peace Union (SPU),"Box 12, Folder 19",ULS Archives Service Center,University of Pittsburgh
280,31735058194030,The Gil Green League Building Bulletin,,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 112",ULS Archives Service Center,University of Pittsburgh
281,31735058194048,"""Agents of Peace"" Pamphlet,",,,1951,1951-01-01T00:00:00,1951,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 111",ULS Archives Service Center,University of Pittsburgh
282,31735058194055,"McCarthyism in the Courts: the story of the Steve Nelson Frame-up Pamphlet,",,,1951,1951-01-01T00:00:00,1951,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 122",ULS Archives Service Center,University of Pittsburgh
283,31735058194063,"Rights, V.1 N.10,",,,1954-06,1954-06-01T00:00:00,June 1954,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 121",ULS Archives Service Center,University of Pittsburgh
284,31735058194071,"""Defend Academic Freedom! A Statement on Academic Freedom Week by the Labor Youth League"" Pamphlet,",,,1955,1955-01-01T00:00:00,1955,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 120",ULS Archives Service Center,University of Pittsburgh
285,31735058194089,"""The Nelson Case: State Sedition Laws are Weapons of Anti-Labor, Anti-Negro, Anti-Semitic Repression"" Leaflet,",,,1955-05,1955-05-01T00:00:00,May 1955,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 119",ULS Archives Service Center,University of Pittsburgh
286,31735058194097,"""Fight the Blacklist!"" Flyer",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 129",ULS Archives Service Center,University of Pittsburgh
287,31735058194105,"Dixie Comes to New York: Story of the Freeport GI Slayings Pamphlet,",,,1946,1946-01-01T00:00:00,1946,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 115",ULS Archives Service Center,University of Pittsburgh
288,31735058194113,"Equal Justice,",,,1941-09,1941-09-01T00:00:00,Fall 1941,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 108",ULS Archives Service Center,University of Pittsburgh
289,31735058194121,"Sister: New Haven Women's Liberation Newsletter V.1, N.7",,,1971,1971-01-01T00:00:00,1971,,text,,,archival document,,,,,American Left Ephemera Collection,"IX. Feminism, Gay, Lesbian","Box 6, Folder 23",ULS Archives Service Center,University of Pittsburgh
290,31735058194139,"Vigilante Terror in Fontana: The Tragic Story of O'Day H. Short and His Family Pamphlet,",,,1946-02,1946-02-01T00:00:00,February 1946,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 117",ULS Archives Service Center,University of Pittsburgh
291,31735058194147,"California's Brown Book,",,,1934,1934-01-01T00:00:00,1934,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 113",ULS Archives Service Center,University of Pittsburgh
292,31735058194154,"The Findlay Call,",,,1911-07-01,1911-07-01T00:00:00,July 1 1911,,text,,,archival document,,,,,American Left Ephemera Collection,XVII. Socialist Party USA (SPUSA),"Box 11, Folder 21",ULS Archives Service Center,University of Pittsburgh
293,31735058194162,"The Monroe Kidnapping Newsletter,",,,1961-11,1961-11-01T00:00:00,November 1961,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 116",ULS Archives Service Center,University of Pittsburgh
294,31735058194170,"""Statement: the Boston Eight"" Newsletter,",,,1969-11,1969-11-01T00:00:00,November 1969,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 41",ULS Archives Service Center,University of Pittsburgh
295,31735058194188,"""All Out April 15! Bring All the Troops Home!"" Flyer",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 40",ULS Archives Service Center,University of Pittsburgh
296,31735058194196,"""Join the Conspiracy"" Flyer,",,,1969-09-23,1969-09-23T00:00:00,September 23 1969,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 39",ULS Archives Service Center,University of Pittsburgh
297,31735058194204,"""Statewide Action in Detroit! MARCH! OCTOBER 31"" Flyer,",,,1970-10,1970-10-01T00:00:00,October 1970,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 38",ULS Archives Service Center,University of Pittsburgh
298,31735058194212,Platform of the Citizens/Consumer Party as adopted at Party Convention,,,1980-04,1980-04-01T00:00:00,April 1980,,text,,,archival document,,,,,American Left Ephemera Collection,V. Citizens Party,"Box 1, Folder 195",ULS Archives Service Center,University of Pittsburgh
299,31735058194220,"New Foundations, V. VI, N. 4,",,,1953-06,1953-06-01T00:00:00,June 1953,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 107",ULS Archives Service Center,University of Pittsburgh
300,31735058194238,"An Open Letter to President Kennedy,",,,1961-11-16,1961-11-16T00:00:00,November 16 1961,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 8, Folder 3",ULS Archives Service Center,University of Pittsburgh
301,31735058194246,"The Sewer: The Van Nuys Underground V. IV, N, 5,",,,1969,1969-01-01T00:00:00,1969,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 7, Folder 137",ULS Archives Service Center,University of Pittsburgh
302,31735058194253,"""Don't Shop at Hudsons Boycott Farrah Pants"" Flyer,",,,1973-12,1973-12-01T00:00:00,December 1973,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 8, Folder 2",ULS Archives Service Center,University of Pittsburgh
303,31735058194261,"""Return to Fort Dix May 16 -- Armed Forces Day"" Flyer,",,,1970-05,1970-05-01T00:00:00,May 1970,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 37",ULS Archives Service Center,University of Pittsburgh
304,31735058194279,"""Strike Against the War November 14th, March on Washington November 15th"" Flyer",,,1969-10,1969-10-01T00:00:00,October 1969,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 36",ULS Archives Service Center,University of Pittsburgh
305,31735058194287,"""Who Makes the Violence? a forum on Police-Citizen Confrontation"" Flyer,",,,1968-09-15,1968-09-15T00:00:00,September 15 1968,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 8, Folder 1",ULS Archives Service Center,University of Pittsburgh
306,31735058194303,"We Want Drastic Revision or Outright Repeal of the Racist & Discriminatory Walter-McCarran Law By the 85th Congress!,",,,1957-04-06,1957-04-06T00:00:00,"April 6, 1957",,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 128",ULS Archives Service Center,University of Pittsburgh
307,31735058194311,"Promotional Letter for the Llano Colonist,",,,1925,1925-01-01T00:00:00,1925,,text,,,archival document,,,,,American Left Ephemera Collection,XXI. Utopian Socialism,"Box 12, Folder 24",ULS Archives Service Center,University of Pittsburgh
308,31735058194329,"""Gateway to Freedom"" Pamphlet,",,,1925,1925-01-01T00:00:00,1925,,text,,,archival document,,,,,American Left Ephemera Collection,XXI. Utopian Socialism,"Box 12, Folder 23",ULS Archives Service Center,University of Pittsburgh
309,31735058194337,"The Kodak Worker, V.1, N.11,",,,1929-01/1929-02,1929-01-01T00:00:00,January-February 1929,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 16",ULS Archives Service Center,University of Pittsburgh
310,31735058194345,"Socialist Feminism: A Strategy for the Women's Movement,",,,1972,1972-01-01T00:00:00,1972,,text,,,archival document,,,,,American Left Ephemera Collection,"IX. Feminism, Gay, Lesbian","Box 6, Folder 22",ULS Archives Service Center,University of Pittsburgh
311,31735058194352,"""Motion Picture Workers: Keep Your Eye on the Ball The Eight Ball You Are Behind It!"" Pamphlet,",,,1947,1947-01-01T00:00:00,1947,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 106",ULS Archives Service Center,University of Pittsburgh
312,31735058194360,"""Save Fletcher Mills"" Flyer,",,,1952-06-13,1952-06-13T00:00:00,"June 13, 1952",,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 114",ULS Archives Service Center,University of Pittsburgh
313,31735058194378,"The Kodak Worker, V.1, N. 8,",,,1928-09,1928-09-01T00:00:00,September 1928,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 15",ULS Archives Service Center,University of Pittsburgh
314,31735058194386,"The Kodak Worker, V.1, N. 6,",,,1928-07,1928-07-01T00:00:00,July 1928,,text,,,archival document,,,,,American Left Ephemera Collection,VII. Communist Party USA (CPUSA),"Box 4, Folder 14",ULS Archives Service Center,University of Pittsburgh
315,31735058194394,"Ohio Socialist Bulletin,",,,1911-05,1911-05-01T00:00:00,May 1911,,text,,,archival document,,,,,American Left Ephemera Collection,XVII. Socialist Party USA (SPUSA),"Box 11, Folder 18",ULS Archives Service Center,University of Pittsburgh
316,31735058194402,"""We Propose this Program of Peace and Abundance for the People of North Carolina"" Pamphlet,",,,1948,1948-01-01T00:00:00,1948,,text,,,archival document,,,,,American Left Ephemera Collection,XV. Progressive Party,"Box 10, Folder 20",ULS Archives Service Center,University of Pittsburgh
317,31735058194410,"""We Refuse to Serve"" Flyer,",,,1967,1967-01-01T00:00:00,ca. 1967,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 34",ULS Archives Service Center,University of Pittsburgh
318,31735058194428,"""Vote for Socialism in 1956"" Pamphlet,",,,1956,1956-01-01T00:00:00,1956,,text,,,archival document,,,,,American Left Ephemera Collection,XVIII. Socialist Worker's Party (SWP),"Box 11, Folder 87",ULS Archives Service Center,University of Pittsburgh
319,31735058194436,"""A Public Forum for the Discussion of the Socialist Workers Party Program"" Leaflet,",,,1960-10-15,1960-10-15T00:00:00,October 15 1960,,text,,,archival document,,,,,American Left Ephemera Collection,XVIII. Socialist Worker's Party (SWP),"Box 11, Folder 89",ULS Archives Service Center,University of Pittsburgh
320,31735059397012,"""The Voice of Socialism: Radio Speeches by the Socialist Workers Party Candidates in the 1948 Election"" Pamphlet,",,,1948-08,1948-08-01T00:00:00,August 1948,,text,,,archival document,,,,,American Left Ephemera Collection,XVIII. Socialist Worker's Party (SWP),"Box 11, Folder 90",ULS Archives Service Center,University of Pittsburgh
321,31735059397020,"Why Negroes Should oppose the War Pamphlet,",,,1940,1940-01-01T00:00:00,1940,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 111",ULS Archives Service Center,University of Pittsburgh
322,31735059397038,"""Winter Evening Agitation Meetings"" leaflet,",,,1894,1894-01-01T00:00:00,1894,,text,,,archival document,,,,,American Left Ephemera Collection,XVI. Socialist Labor Party (SLP),"Box 10, Folder 61",ULS Archives Service Center,University of Pittsburgh
323,31735059397046,"""Could Peace Cost So Much?"" Flyer,",,,1952,1952-01-01T00:00:00,1952,,text,,,archival document,,,,,American Left Ephemera Collection,XV. Progressive Party,"Box 10, Folder 25",ULS Archives Service Center,University of Pittsburgh
324,31735059397053,"Progressive Party Platform,",,,1952,1952-01-01T00:00:00,1952,,text,,,archival document,,,,,American Left Ephemera Collection,XV. Progressive Party,"Box 10, Folder 23",ULS Archives Service Center,University of Pittsburgh
325,31735059397061,"""Black G.I. Framed on Frag Rap FREE BILLY SMITH"" Flyer,",,,1971,1971-01-01T00:00:00,1971,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 35",ULS Archives Service Center,University of Pittsburgh
326,31735059397079,"Draft Platform Progressive Party of North Carolina,",,,1948-04-25,1948-04-25T00:00:00,April 25 1948,,text,,,archival document,,,,,American Left Ephemera Collection,XV. Progressive Party,"Box 10, Folder 22",ULS Archives Service Center,University of Pittsburgh
327,31735059397087,"""Yeah A Look at the White Problem"" Pamphlet,",,,1963-12,1963-12-01T00:00:00,December 1963,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 7, Folder 139",ULS Archives Service Center,University of Pittsburgh
328,31735059397095,"""Fact Sheet in the Rosenberg Case"" Pamphlet,",,,1953,1953-01-01T00:00:00,1953,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 118",ULS Archives Service Center,University of Pittsburgh
329,31735059397103,"Mercy for the Rosenbergs Flyer,",,,1952,1952-01-01T00:00:00,1952,,text,,,archival document,,,,,American Left Ephemera Collection,VI. Communists and Civil Liberties,"Box 2, Folder 117",ULS Archives Service Center,University of Pittsburgh
330,31735059397111,"Invitation letter to 23rd Testimonial Dinner of the Los Angeles Committee for the Defense of the Bill of Rights,",,,1973-11-08,1973-11-08T00:00:00,November 8 1973,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 7, Folder 138",ULS Archives Service Center,University of Pittsburgh
331,31735059397129,"""For Immediate Release"" memo,",,,1970-10-15,1970-10-15T00:00:00,October 15 1970,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 119",ULS Archives Service Center,University of Pittsburgh
332,31735059397137,"Invitation to 20th Annual Banquet of the Los Angeles Committee for the Defense of the Bill of Rights,",,,1970-10-20,1970-10-20T00:00:00,"October 20, 1970",,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 113",ULS Archives Service Center,University of Pittsburgh
333,31735059397145,"Printed Invitation to 23rd Testimonial Dinner of the Los Angeles Committee for the Defense of the Bill of Rights,",,,1973,1973-01-01T00:00:00,1973,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 112",ULS Archives Service Center,University of Pittsburgh
334,31735059397152,"""Manifesto of the Fourth International on The Imperialist War and the Proletarian Revolution"" Pamphlet,",,,1940,1940-01-01T00:00:00,1940,,text,,,archival document,,,,,American Left Ephemera Collection,XVIII. Socialist Worker's Party (SWP),"Box 11, Folder 91",ULS Archives Service Center,University of Pittsburgh
335,31735059397160,"""Let the People Vote on War!"" Pamphlet,",,,1938,1938-01-01T00:00:00,ca. 1938,,text,,,archival document,,,,,American Left Ephemera Collection,XVIII. Socialist Worker's Party (SWP),"Box 11, Folder 88",ULS Archives Service Center,University of Pittsburgh
336,31735059397178,"""Fed Up..."" Flyer,",,,1938,1938-01-01T00:00:00,ca. 1938,,text,,,archival document,,,,,American Left Ephemera Collection,XV. Progressive Party,"Box 10, Folder 40",ULS Archives Service Center,University of Pittsburgh
337,31735059397210,"Laging Una, V.16, N. 1,",,,1965-01-05,1965-01-05T00:00:00,January 5 1965,,text,,,archival document,,,,,American Left Ephemera Collection,VIII. Ethnic Radicalism,"Box 5, Folder 84",ULS Archives Service Center,University of Pittsburgh
338,31735059397228,"""Elect Claude Lightfoot"" Flyer,",,,1932,1932-01-01T00:00:00,1932,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 109",ULS Archives Service Center,University of Pittsburgh
339,31735059397236,"""YOU Can Stop the Korean War YOU Can Stop World War 3 With a VOTE"" Flyer,",,,1952,1952-01-01T00:00:00,1952,,text,,,archival document,,,,,American Left Ephemera Collection,XV. Progressive Party,"Box 10, Folder 39",ULS Archives Service Center,University of Pittsburgh
340,31735059397269,"The Sewer, V.1, N.1,",,,1967-05-03,1967-05-03T00:00:00,May 3 1967,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 7, Folder 136",ULS Archives Service Center,University of Pittsburgh
341,31735059397285,"""Guess Who's Coming to Palo Alto?"" Flyer,",,,1972-04-08,1972-04-08T00:00:00,April 8 1972,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 7, Folder 135",ULS Archives Service Center,University of Pittsburgh
342,31735059397293,"""Support the Vets"" Flyer,",,,1972-02-02,1972-02-02T00:00:00,February 2 1972,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 33",ULS Archives Service Center,University of Pittsburgh
343,31735059397301,"""Davin City Council"" Flyer",,,,,,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 7, Folder 134",ULS Archives Service Center,University of Pittsburgh
344,31735059397319,"""The War Is On!"" Flyer,",,,1972-04,1972-04-01T00:00:00,April 1972,,text,,,archival document,,,,,American Left Ephemera Collection,XXII. Vietnam War,"Box 12, Folder 32",ULS Archives Service Center,University of Pittsburgh
345,31735059397327,"The Spirit of George Jackson Pamphlet,",,,1972-09,1972-09-01T00:00:00,September 1972,,text,,,archival document,,,,,American Left Ephemera Collection,I. African Americans and the Left,"Box 1, Folder 110",ULS Archives Service Center,University of Pittsburgh
346,31735059397335,"""Call to Public Vigil and Witness"" Flyer,",,,1965-11,1965-11-01T00:00:00,November 1965,,text,,,archival document,,,,,American Left Ephemera Collection,XII. New Left Organizations,"Box 7, Folder 133",ULS Archives Service Center,University of Pittsburgh
