id,title,uniform_title,alternative_title,enumeration_chronology,creator,contributor,associated_name,publication_place,publisher,publication_date,start_date,end_date,encoded_date,creation_date,display_date,copyright_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,isbn,issn,lccn,oclcn,url
9945793673406236,"Dancing wisdom: embodied knowledge in Haitian Vodou, Cuban Yoruba, and Bahian Candomblé",,,,"Daniel, Yvonne, 1940-",,,Urbana,University of Illinois Press,,,,2005,,,,,monographic,,English,text,print,"xvi, 324 p. : ill. ; 24 cm.",bibliography|||government publication,,Dance|||Religious aspects|||African Americans|||Religion|||Orishas|||Yoruba (African people)|||Vodou|||Candomblé (Religion),,"Brazil|||South America|||Bahia (State)|||North America|||Africa, Sub-Saharan|||Cuba",,,,0252029666 (hardcover : alk. paper)|||0252072073 (pbk. : alk. paper),,2004017210,,
9945804423406236,Preconceito e discriminação: queixas de ofensas e tratamento desigual dos negros no Brasil,,,,"Guimarães, Antônio Sérgio A. (Antônio Sérgio Alfredo)",,,São Paulo,Editora 34|||FUSP,,,,,,,,2a ed.,monographic,,Portuguese,text,print,155 p. ; 21 cm.,bibliography,,Blacks|||Social conditions|||Press coverage|||Racism|||Racismo|||Preconceito racial|||Race relations,,Brazil|||Brasil,,,,8573263180,,,,
9945810403406236,Gender and slave emancipation in the Atlantic world,,,,,"Scully, Pamela.|||Paton, Diana, 1969-",,Durham,Duke University Press,,,,,,,,,monographic,,English,text,print,"vi, 376 p. : maps ; 25 cm.",bibliography,,Slaves|||Emancipation|||Sex role|||History,,America|||Caribbean Area; Caribbean Sea|||South America|||Caribbean Area|||North America,,,,0822335816 (cloth : alk. paper)|||0822335948 (pbk. : alk. paper),,2005010057,,
9945814643406236,Sobre-vivir a la propia muerte: salves y celebraciones entre muerte y vida de las comunidades afroecuatorianas en la cuenca del Mira-Valle del Chota en su contexto histórico y espiritual,,Sobrevivir a la propia muerte,,"Peters, Federica.",,,"Quito, Ecuador",Ediciones Abya-Yala,,,,,,,,2. ed.,monographic,,Spanish,text,print,246 p. : ill. ; 22 cm.,bibliography,,Blacks|||Religious life|||Social life and customs,,Carchi|||Imbabura|||Ecuador,,,,9978225218|||9789978225219,,2006368880,,
9945845603406236,Capoeira and Candomblé: conformity and resistance in Brazil,,,,"Merrell, Floyd, 1937-",,,"Princeton, NJ",Markus Wiener Publishers,,,,,,,,1st Markus Wiener Publishers ed.,monographic,,English,text,print,"xi, 317 p. : ill. ; 23 cm.",bibliography,,Candomblé (Religion)|||Afro-Brazilian cults|||Capoeira (Dance)|||Religion,,Brazil,,,,155876349X (alk. paper)|||1558763503 (pbk. : alk. paper),,2004022891,,
9945845633406236,"Blacks of the rosary: memory and history in Minas Gerais, Brazil",,,,"Kiddy, Elizabeth W., 1957-",,,"University Park, Pa",Pennsylvania State University Press,,,,2005,,,,,monographic,,English,text,print,"xvi, 287 p. : ill. ; 23 cm.",bibliography|||government publication,"""Blacks of the Rosary tells the story of the Afro-Brazilian communities that developed within lay religious brotherhoods dedicated to Our Lady of the Rosary in Minas Gerais. It shows how these brotherhoods functioned as a social space in which Africans and their descendants could rebuild a communal identity based on a shared history of an African past and an ongoing devotional practice, thereby giving rise to enduring transnational cultures that have survived to the present day.""--BOOK JACKET.","Blacks|||Religion|||Brotherhoods|||History|||Rosary, Our Lady of the|||Cult|||Religious life and customs",,Minas Gerais|||Minas Gerais (Brazil)|||Brazil,,,,0271026936 (clothbound : alk. paper),,2005005085,,
9945857573406236,Estudios sobre el criollo,,,,"Le Riverend, Julio.","Venegas Delgado, Hernán.",,La Habana,Editora Política,,,,,,,,,monographic,,Spanish,text,print,164 p. ; 20 cm.,bibliography,,Creoles|||History|||Racially mixed people,,Latin America,,,,9590106323,,,,
9945858433406236,"culturas afroamericanas en Iberoamérica: lo negociable y lo innegociable, Las",,,,"Carvalho, José Jorge de.",,,Bogotá,"Universidad Nacional de Colombia, Facultad de Artes",,,,,,,,1. ed.,monographic,,Spanish,text,print,"71 p. : ill., 1 map ; 17 cm.",bibliography|||government publication,,Blacks|||Race identity|||Cultural policy|||Civilization|||African influences,,Latin America|||Asia,,,,9587014901,,2006368887,,
9945862883406236,Poblaciones y culturas de origen africano en México,,,,,"Velázquez Gutiérrez, María Elisa.|||Correa Duró, Ethel.",,"México, D.F",Instituto Nacional de Antropología e Historia,,,,,,,,1. ed.,monographic,,Spanish,text,print,454 p. : ill. ; 21 cm.,bibliography,,Blacks,,Mexico,,,,9680300838,,,,
9945863513406236,"Terras de preto: mocambos, quilombos : histórias de nove comunidades negras rurais do Brasil = Mocambos, quilombos : stories of nine rural afro communities in Brazil",,"Lands of the black|||Mocambos, quilombos : histórias de nove comunidades negras rurais do Brasil",,"Teles, Ricardo, 1966-","Moura, Clóvis.",,Sao Paulo,ABooks Editora,,,,2002,,,,,monographic,,English|||Portuguese,text,print,163 p. : ill. ; 31 cm.,Pictorial works,,Blacks|||Fugitive slaves|||Fotografia|||Social life and customs,,Brazil,,,,858666409X,,,,
9945863553406236,Muzungas: consumo e manuseio de químicas por escravos e libertos no Rio Grande do Sul (1828-1888),,Consumo e manuseio de químicas por escravos e libertos no Rio Grande do Sul (1828-1888),,"Silva, Róger Costa da, 1971-",,,Pelotas,"EDUCAT, Editora da Universidade Católica de Pelotas",,,,,,,,,monographic,,Portuguese,text,print,152 p. : ill. ; 21 cm.,Sources|||bibliography,,Slaves|||Drug use|||Freedmen|||Drug utilization|||Poisoning|||Witchcraft|||Slavery|||History,19th century,Rio Grande do Sul|||Brazil,,,,9788585437701|||8585437707,,,,
9945863583406236,Na própria pele: os negros no Rio Grande do Sul,,,,,"Ferreira, Antônio Mário ""Toninho.""|||Santos, Mílton.",,"Porto Alegre, RS",CORAG|||Secretaria de Estado da Cultura,,,,2000,,,,,monographic,,Portuguese,text,print,124 p. : ill. (some col.) ; 23 cm.,bibliography|||government publication,,Blacks|||Race discrimination|||Race relations,,Rio Grande do Sul (State)|||Rio Grande do Sul (Brazil : State)|||Brazil,,,,,,2001297637,,
9945863593406236,"nascimento da cultura afro-americana: uma perspectiva antropológica, O",Birth of African-American culture. Portuguese,,,"Mintz, Sidney W. (Sidney Wilfred), 1922-2015","Price, Richard, 1941-",,Rio de Janeiro,Pallas,,,,,,,,1. ed. em lingua portuguesa.,monographic,,English|||Portuguese,text,print,127 p. ; 23 cm.,bibliography,,Blacks|||History|||Slavery|||Acculturation|||Race relations,,Caribbean Area; Caribbean Sea|||Caribbean Area,,,,8534703477,,,,
9945863603406236,Ouro Preto da palavra: narrativas de preceito do congado em Minas Gerais,,,,,"Pereira, Edimilson de Almeida, 1963-|||Gomes, Núbia Pereira de Magalhães.",,"Belo Horizonte, MG, Brasil",Editora PUC Minas,,,,,,,,,monographic,,Portuguese,text,print,"127 p. : ill., ports. ; 21 cm.",Folklore|||Sources|||bibliography,,Congadas|||Blacks|||Rites and ceremonies|||Oral tradition|||Slaves|||History,,Ouro Preto (Minas Gerais)|||Brazil,,,,8586480134,,2005340714,,
9945863623406236,Pão e liberdade: uma história de padeiros escravos e livres na virada do século XIX,,História de padeiros escravos e livres na virada do século XIX,,"Duarte, Leila Menezes.",,,Rio de Janeiro,FAPERJ|||Arquivo Público do Estado do Rio de Janeiro|||Mauad,,,,,,,,1a. ed.,monographic,,Portuguese,text,print,"78 p. : ill., facsims. ; 22 cm.",bibliography,,Working class|||Social conditions|||Bakery employees|||Slaves|||Working classBrazilHistory.,19th century|||20th century,Rio de Janeiro (State)|||Brazil,,,,8574780952 :,,,,
9945863643406236,I Encontro Nacional de Lideranças Quilombolas das Comunidades Remanescentes Tituladas,,I Encontro Nacional de Lideranças das Comunidades Remanescentes de Quilombos Tituladas|||1. Encontro Nacional de Lideranças Quilombolas das Comunidades Remanescentes Tituladas|||1. Encontro Nacional de Lideranças das Comunidades Remanescentes de Quilombos Tituladas|||Primeiro Encontro Nacional de Lideranças Quilombolas das Comunidades Remanescentes Tituladas|||Primeiro Encontro Nacional de Lideranças das Comunidades Remanescentes de Quilombos Tituladas|||Encontro Nacional de Lideranças das Comunidades Remanescentes de Quilombos Tituladas,,,"Encontro Nacional de Lideranças Quilombolas das Comunidades Remanescentes Tituladas (1st : 2001 : Brasília, Brazil)|||Fundação Cultural Palmares (Brazil)",,Brasília,"Ministério da Cultura, Fundação Cultural Palmares|||Abaré",,,,,,,,,monographic,,Portuguese,text,print,129 p. ; 23 cm.,Congresses|||conference publication|||government publication,,Blacks|||Land tenure|||Claims|||Fugitive slaves,,Brazil,,,,,,2005343200,,
9945863673406236,"cativos e os homens de bem: experiências negras no espaço urbano : Porto Alegre, 1858-1888, Os",,,,"Moreira, Paulo Roberto Staudt.",,,Porto Alegre,EST Edições,,,,,,,,1. ed.,monographic,,Portuguese,text,print,356 p. ; 23 cm.,bibliography,,Slaves|||History|||Social conditions|||Emancipation|||Slavery|||Freedmen,19th century,"Porto Alegre (Rio Grande do Sul)|||Brazil|||Porto Alegre (Rio Grande do Sul, Brazil)",,,,8575170384,,,,
9945863693406236,"cor do medo: homicídios e relações raciais no Brasil, A",,Homicícios e relações raciais no Brasil,,,"Oliveira, Dijaci David de.",,"Brasília-DF|||Goiânia-GO|||Brasília, Brazil]",Editora UnB|||Editora UFG|||MNDH,,,,,,,,,monographic,,Portuguese,text,print,164 p. : ill. ; 21 cm.,bibliography,,Minorities|||Crimes against|||Murder|||Racism|||Race relations,,Brazil,,,,8523005323 (UnB)|||8572741267 (UFG),,2002370320,,
9945863703406236,Agadá: dinâmica da civilização africano-brasileira,,,,"Luz, Marco Aurélio.",,,"Salvador, BA",Editora da Universidade Federal da Bahia (EDUFBA),,,,2003,,,2000,,monographic,,Portuguese,text,print,581 p. : ill. ; 22 cm.,bibliography,,Blacks|||History|||Civilization|||African influences|||Race relations,,Brazil,,,,,,,,
9945866613406236,Identidade negra: pesquisas sobre o negro e a educação no Brasil,,Pesquisas sobre o negro e a educação no Brasil|||Negro e educação,,,"Brito, Angela Ernestina Cardoso de.|||Oliveira, Iolanda de.|||Silva, Petronilha Beatriz Gonçalves e.|||Ação Educativa (Organization)|||Associação Nacional de Pós-graduação e Pesquisa em Educação (Brazil)",,"São Paulo, SP, Brasil|||Rio de Janeiro, RJ, Brasil",Ação Educativa|||ANPEd,,,,2003,,,,,monographic,,Portuguese,text,print,199 p. : ill. ; 27 cm.,bibliography,,Blacks|||Education,,Brazil,,,,858639209X,,2005340899,,
9945866833406236,Negritude sem etnicidade: o local e o global nas relações raciais e na produção cultural negra do Brasil,Blackness without ethnicity. Portuguese,Local e o global nas relações raciais e na produção cultural negra do Brasil,,"Sansone, Livio.",,,Salvador|||Rio de Janeiro,EDUFBA|||Pallas,,,,,,,,,monographic,,English|||Portuguese,text,print,335 p. : ill. ; 23 cm.,bibliography|||government publication,,Blacks|||Race identity|||Globalization|||Social aspects|||Popular culture|||Social change|||Identidade étnica|||Negros|||Relações étnicas e raciais|||Identidade cultural|||Race relations,,Salvador|||Salvador (Brazil)|||Brazil|||Brasil,,,,8523203087 (Edufba)|||8534703620 (Pallas),,2006338425,,
9945867713406236,Terras de quilombo: uma dívida histórica,,,,,"Santos, Murillo.|||Andrade, Maristela de Paula.|||Associação Brasileira de Antropologia",,Brazil],Associação Brasileira de Antropologia,,,,2003,,,,,monographic,,Portuguese,moving image,videorecording|||videocassette,"1 videocassette (45 min.) : sd., col. ; 1/2 in.",videorecording,"Documentary on the rural communities in Alcântara, Brazil (in the state of Maranhão), descendants of the quilombos founded by Blacks who had escaped from slavery. The documentary explores the communities' historical narratives, rituals, festivals, use of land and natural resources, and describes the displacement of families for the construction and expansion of the Centro de Lançamento de Alcântara (a launching base for rockets and satellites).",Documentary films|||Blacks|||Land tenure|||Claims|||Social life and customs|||Social conditions|||Fugitive slaves|||History|||Launch complexes (Astronautics)|||Social aspects|||Centro de Lançamento de AlcântaraCLA,,Alcântara (Brazil)|||Alcântara|||Brazil,,,,,,,,
9945867933406236,"Rites ""caboclos"" de l'État de S. Paulo, Brésil: leur nature et leur fonction sociale",,,,"Müller, Antonio Rubbo.","Berthe-Turpin, Jacques Jean (tr)","Berthe-Turpin, Jacques Jean (tr)",Sao Paulo,Escola de Sociologia e Política de São Paulo,,,,,,,,,monographic,,French|||Undetermined,text,print,40 p. 24 cm.,,,Vodou|||Religion,,Brazil|||São Paulo (Brazil : State),,,,,,59021915,,
9945889623406236,Seminário Comunidades Negras Rurais em Santa Catarina,,,,,"Seminário Comunidades Negras Rurais em Santa Catarina (1st : 1998 : Florianópolis, Santa Catarina, Brazil)|||Núcleo de Estudos Negros (Florianópolis, Santa Catarina, Brazil)",,"Florianópolis, SC, Brasil","Núcleo de Estudos Negros, Programa de Justiça e Desigualdades Raciais",,,,1999,,,,,monographic,,Portuguese,text,print,24 p. : ill. ; 30 cm.,Congresses|||conference publication,,"Blacks|||Land tenure|||Civil rights|||Social conditions|||Legal status, laws, etc|||Rural conditions",,Santa Catarina (State)|||Santa Catarina (Brazil : State)|||Brazil,,,,,,,,
9945889843406236,"negro e o socialismo, O",,,,,"Ianni, Octávio.",,São Paulo,Editora Fundação Perseu Abramo,,,,,,,,1a ed.,monographic,,Portuguese,text,print,82 p. : ill. ; 17 cm.,,,Race discrimination|||Racism|||Blacks|||Social conditions|||Race relations,,Brazil,,,,8576430118,,,,
9945891293406236,Brazil: women and legislation against racism,,,,,"Barsted, Leila Linhares.|||Hermann, Jacqueline, 1960-|||Mello, Maria Elvira Vieira de.",,Rio de Janeiro,Cepia,,,,,,,,,monographic,,English,text,print,174 p. ; 21 cm.,bibliography,,Racism|||Race discrimination|||Law and legislation|||Sex discrimination against women|||Women's rights|||International law|||Race relations,,Brazil,,,,8588222108,,,,
9945891893406236,Enciclopédia caiçara,,,,,"Diegues, Antônio Carlos Sant'Ana.|||Fortes Filho, Paulo, 1932-",,São Paulo,Editora Huictec|||NUPAUB/CEC,,2004,uuuu,2004/uuuu,,,,,monographic,,Portuguese,text,print,v. < 1-5 >: ill. (some col.) ; 23 cm.,bibliography,,Traditional fishing|||Fishers|||Peasants|||Economic conditions|||Social life and customs|||Language|||Racially mixed people,,Atlantic Coast (Brazil)|||Brazil|||Atlantic Coast,,,,852710640X (obra completa)|||8527106418 (v. 1)|||8527106612 (v. 2)|||8527106981 (v. 5),,,,
9945937553406236,"relaciones interétnicas en México, Las",,,,"Navarrete Linares, Federico.",,,México,Universidad Nacional Autónoma de México,,,,,,,,1. ed.,monographic,,Spanish,text,print,133 p. ; 23 cm.,bibliography,,Ethnic relations,,Mexico,,,,9703216757,,,,
9945981093406236,Race & nation in modern Latin America,,Race and nation in modern Latin America,,,"Appelbaum, Nancy P.|||Macpherson, Anne S.|||Rosemblatt, Karin Alejandra.",,Chapel Hill,University of North Carolina Press,,,,2003,,,,,monographic,,English,text,print,"xvi, 329 p. : ill. ; 24 cm.",bibliography|||government publication,,Nationalism|||History|||Race discrimination|||Ethnicity|||Identity (Psychology)|||Social classes|||Man-woman relationships|||Race relations,1830-,Latin America,,,,080782769X (cloth : alk. paper)|||0807854417 (pbk. : alk. paper),,2002011044,,
9945996433406236,"slave's rebellion: literature, history, orature, The",,,,"Adéè̳kó̳, Adéléke.",,,Bloomington,Indiana University Press,,,,,,,,,monographic,,English,text,print,203 p. ; 24 cm.,bibliography|||government publication,,American literature|||African American authors|||History and criticism|||African Americans|||Intellectual life|||Nigerian fiction (English)|||Slave insurrections|||Historiography|||Slave insurrections in literature|||Oral tradition|||African Americans in literature|||Slavery in literature,,Caribbean Area|||United States|||Africa,,,,0253345960 (alk. paper)|||0253217776 (pbk. : alk. paper),,2004028902,,
9946010083406236,"métissage dans la littérature des Antilles françaises: le complexe d'Ariel, Le",,,,"Maignan-Claverie, Chantal.",,,Paris,Karthala,,,,2005,,,,,monographic,,French,text,print,444 p. ; 22 cm.,bibliography,,Caribbean literature (French)|||History and criticism|||French literature|||Black authors|||Creole literature|||Negritude (Literary movement)|||Race in literature|||Miscegenation in literature|||Littérature antillaise (française)|||Histoire et critique|||Littérature française|||Auteurs noirs|||Littérature créole|||Négritude|||Race dans la littérature|||Métissage dans la littérature|||Caribbean Literature19th-20th CenturyCriticism,,"Antilles, Lesser|||Caribbean Area; Caribbean Sea|||West Indies, French|||Antilles françaises",,,,2845867115,,2006382209,,
9946017533406236,"French imperial nation-state: negritude & colonial humanism between the two world wars, The",,,,"Wilder, Gary.",,,Chicago,University of Chicago Press,,,,,,,,,monographic,,English,text,print,"xi, 404 p. ; 24 cm.",bibliography,,Nationalism|||History|||Africans|||Blacks|||Race identity|||Colonies|||Ethnic relations,20th century,"Caribbean Area; Caribbean Sea|||Africa, West|||Caribbean Area|||France",,,,0226897729 (cloth : alk. paper)|||0226897680 (pbk. : alk. paper),,2005008094,,
9946031813406236,Inside Babylon: the Caribbean diaspora in Britain,,,,,"James, Winston.|||Harris, Clive, 1956-",,London|||New York,Verso,,,,,,,,,monographic,,English,text,print,"ix, 317 p. : ill. ; 25 cm.",bibliography,,West Indians|||History|||Social conditions|||Blacks|||Emigration and immigration|||Black personsSocial life|||Great Britain|||Black personsSocial life|||Great Britain,,Caribbean Area; Caribbean Sea|||Caribbean Area|||Great Britain,,,,0860914712 :|||0860916367 :,,93021183,,
9946053093406236,"Sugar, slavery, & freedom in nineteenth-century Puerto Rico",,"Sugar, slavery, and freedom in nineteenth-century Puerto Rico",,"Figueroa, Luis A. (Luis Antonio)",,,Chapel Hill,University of North Carolina Press,,,,2005,,,,,monographic,,English,text,print,290 p. : ill. ; 25 cm.,bibliography,,Slavery|||History|||Slaves|||Emancipation|||Freedmen|||Labor supply|||Plantation workers|||Sugarcane industry|||Race relations,19th century,Guayama Region|||Puerto Rico,,,,0807829498 (cloth : alk. paper)|||080785610X (pbk. : alk. paper),,2005017471,,
9946060943406236,Quilombo,,,,,"Diegues, Carlos.|||Pompeo, Antonio.|||Motta, Zezé.|||Tornado, Toni.|||Gil, Gilberto.|||New Yorker Video (Firm)",,United States],New Yorker Video,,,,2005,,,,,monographic,,English|||Portuguese,moving image,videorecording|||videodisc,"1 videodisc (114 min.) : sd., col. ; 4 3/4 in.",Drama|||videorecording,"In 17th century Brazil groups of runaway black slaves escaped to mountainous jungle strongholds, where they formed self-governing communities known as quilombos. This film chronicles the most famous, the Palmares, and their legendary chieftain Ganga Zumba.","Fugitive slaves|||Blacks|||History|||Slavery|||Feature films|||Motion pictures, Portuguese|||Escravos do fugitiveBrasilDrama",17th century,Brazil,Not rated.,,,1567303773,,,,
9946070003406236,"esclavitud en la América española, La",,,,"Andrés Gallego, José, 1944-",,,Madrid,Ediciones Encuentro|||Fundación Ignacio Larramendi,,,,,,,,,monographic,,Spanish,text,print,415 p. ; 23 cm.,bibliography,,Slavery|||History|||Slave trade,,Latin America,,,,8474907659,,,,
9946070253406236,"negro no Pará sob o regime da escravidão, O",,,,"Salles, Vicente.",,,Belém [Brazil],"Instituto de Artes do Pará, Programa Raízes",,,,,,,,3a ed. rev. e ampliada.,monographic,,Portuguese,text,print,"372 p. : ill, ; 24 cm.",bibliography,,Slavery|||Slave trade|||Blacks,,Pará (State)|||Brazil,,,,8589095193|||9788589095198,,2006339817,,
9946118163406236,Conjure in African American society,,,,"Anderson, Jeffrey E., 1974-",,,Baton Rouge,Louisiana State University Press,,,,2005,,,,,monographic,,English,text,print,"xiv, 230 p. : ill. ; 24 cm.",bibliography|||government publication,"""From black sorcerers' client-based practices in the antebellum South to the postmodern revival of hoodoo and its tandem spiritual supply stores, the supernatural has been a key component of the African American experience. Jeffrey E. Anderson unfolds a fascinating story as he traces the origins and evolution of conjuring practices across the centuries. What began as a mixture of African, European, and Native American influences within slave communities finds expression today in a multi-million dollar business.""--BOOK JACKET.",Hoodoo (Cult)|||Magic|||Vodou,,United States,,,,0807130923 (alk. paper),,2005004333,,
9946126653406236,Lengua y ritos del Palo Monte Mayombe: dioses cubanos y sus fuentes africanas,,,,"Fuentes Guerra, Jesús, 1951-","Schwegler, Armin, 1955-",,Frankfurt am Main|||Madrid,Vervuert|||Iberoamericana,,,,,,,,,monographic,,Spanish,text,print,"258 p. : maps, photos. (some col.) ; 23 cm.",Terminology|||bibliography,,Afro-Caribbean cults|||Blacks|||Religion|||Anthropological linguistics|||Spanish language|||Provincialisms|||History|||Kongo language|||Civilization|||African influences|||Social life and customs,,Cuba,,,,8484891437 (Iberoamericana)|||3865271537 (Vervuert),,,,
9946130043406236,Racial politics in post-revolutionary Cuba,,,,"Sawyer, Mark Q., 1972-",,,New York,Cambridge University Press,,,,,,,,,monographic,,English,text,print,"xxii, 199 p. ; 24 cm.",bibliography,"""Using interviews, as well as survey and archival research, this book analyzes race relations under the Castro regime and places the Cuban revolution in a comparative and international framework. In doing so, Sawyer challenges other scholarly arguments either that the regime has eliminated racial inequality or that it has been profoundly racist.""--BOOK JACKET.",Race discrimination|||History|||Race relations|||Political aspects|||Politics and government,20th century|||1959-1990,Cuba,,,,0521848075 (hardback)|||0521612675 (pbk.),,2005008113,,
9946145443406236,"mysterious voodoo queen, Marie Laveaux: a study of powerful female leadership in nineteenth-century New Orleans, The",,,,"Fandrich, Ina Johanna, 1957-",,,New York,Routledge,,,,,,,,,monographic,,English,text,print,"xiv, 329 p. : ill. ; 24 cm.",bibliography|||biography,,"Vodou|||History|||African American women|||Social conditions|||Religious life and customs|||Laveau, Marie 1794-1881",19th century,New Orleans (La.)|||New Orleans|||Louisiana,,,,0415972507 (hardback : alk. paper),,2004019543,,
9946190763406236,I walked with a zombie,I walked with a zombie (Motion picture)|||Body snatcher (Motion picture : 1945),Body snatcher|||Robert Louis Stevenson's The body snatcher,,,"Siodmak, Curt, 1902-2000|||Wray, Ardel, 1907-1983|||Lewton, Val.|||Tourneur, Jacques, 1904-1977|||MacDonald, Philip.|||Keith, Carlos.|||Wise, Robert, 1914-2005|||Ellison, James, 1910-1993|||Dee, Frances, 1907-2004|||Conway, Tom, 1904-1967|||Karloff, Boris, 1887-1969|||Lugosi, Bela, 1882-1956|||Daniell, Henry, 1894-1963|||Atwater, Edith.|||Wade, Russ, 1917-2006|||Moffett, Sharyn, 1936-|||Wallace, Inez, 1888-1966|||Stevenson, Robert Louis, 1850-1894|||RKO Radio Pictures|||Warner Home Video (Firm)",,"Burbank, CA",Warner Home Video,,,,,,,,,monographic,,French|||English|||Spanish,moving image,videorecording|||videodisc,"1 videodisc (146 min.) : sd., b&w ; 4 3/4 in.",Drama|||Feature films|||videorecording,"I walked with a zombie: A young Canadian nurse comes to the West Indies to care for the wife of a plantation manager, who suffers from a strange catatonic condition, and learns about local voodoo practices in her search for a cure.|||Robert Louis Stevenson's The body snatcher: A surgeon and teacher of anatomy needs fresh cadavers for classroom demonstrations and pays a sinister cabman to supply them. When the cemeteries become more closely guarded, the cabman turns to other means to provide the bodies.",Vodou|||Zombies|||Body snatching|||Horror films|||Films for the hearing impaired,,Scotland|||West Indies|||Edinburgh (Scotland),MPAA rating: Not rated.|||adult,,,0780650808 (set)|||078065062X,,,,
9946280733406236,Migration and vodou,,,,"Richman, Karen E.",,,Gainesville,University Press of Florida,,,,2005,,,,,monographic,,English,text,print,"xxi, 356 p. : ill. ; 25 cm. + 1 CD-ROM (4 3/4 in.)",bibliography|||government publication,,Haitians|||Migrations|||Social life and customs|||Immigrants|||Migrant labor|||Vodou|||Religious life and customs,,United States|||Haiti,,,,0813028353 (alk. paper),,2005041359,,
9946280813406236,Revolutionary peace through ethnic studies,,,,"Hernández Alvarez, José.",,,"Dubuque, Iowa",Kendall/Hunt Pub. Co,,,,2004,,,,,monographic,,English,text,print,"vii, 453 p. : ill., maps, ports. ; 23 cm.",bibliography,,Hispanic Americans|||Ethnic identity|||Ethnicity|||Ethnic relations|||Colonies,,Latin America|||United States|||America|||Spain,,,,075750695X,,2004103078,,
9946302053406236,Plants and empire: colonial bioprospecting in the Atlantic world,,,,"Schiebinger, Londa L.",,,"Cambridge, Mass",Harvard University Press,,,,,,,,,monographic,,English,text,print,"x, 306 p. : ill. ; 25 cm.",bibliography,"""In this account of the abuses of indigenous Caribbean people and African slaves, Schiebinger describes how slave women brewed the ""peacock flower"" into an abortifacient to ensure that they would bear no children into oppression. Yet, impeded by trade winds of prevailing opinion, knowledge of West Indian abortifacients never flowed into Europe. A rich history of discovery and loss, Plants and Empire explores the movement, triumph, and extinction of knowledge in the course of encounters between Europeans and the Caribbean population.""--BOOK JACKET.",Pride-of-Barbados (Plant)|||Herbal abortifacients|||History|||Slavery,,Caribbean Area; Caribbean Sea|||Caribbean Area,,,,0674014871 (cloth),,2004047364,,
9946329173406236,Divine horsemen: the living gods of Haiti,,Living gods of Haiti,,,"Deren, Maya.|||Ito, Cherel.|||Itō, Teiji, 1922-2010|||Mystic Fire Video, Inc",,"Montauk, NY]",Mystic Fire Video,,,,2005,,,,,monographic,,English,moving image,videorecording|||videodisc,"1 videodisc (52 min.) : sd., b&w ; 4 3/4 in.",videorecording,"Documentary of the Voudoun religions of Haiti. Presents rituals performed by the Rada, Petro, and Congo cults, whose devotees commune with cosmic powers through invocations, sacrifices, and possession.",Vodou|||Religion,,Haiti,,,,1561765015,,,,
9946360803406236,Diablos de Yare: reinserción de una colección,,,,"Planchart Licea, Eduardo.",,,Caracas|||Consejo Nacional de la Cultura,Fundación de Etnomusicología y Folklore|||Ministerio de la Cultura,,,,2005,,,,,monographic,,Spanish,text,print,"120 p. : ill., maps ; 21 x 27 cm.",,,"Corpus Christi Festival|||Blacks|||Religion|||Social life and customs|||Folk dancing, Venezuelan|||Devil|||Folklore|||Devil in art|||Negros|||Religión|||Cultos Afro-Caribeños|||Sincretismo (Religión)|||Procesiones religiosas|||Iglesia Católica|||Devils of Yare|||Diablos de Yare|||Religious life and customs",1945-1950,Venezuela|||San Francisco de Yare (Venezuela)|||San Francisco de Yare,,,,9806484126|||9789806484122,,2006468887,,
9946367713406236,Voices of the Orishas,,,,,"Perez Betancourt, Alvaro.|||University of California (System), Extension Media Center.",,"Berkeley, CA",The Center,,,,200u,,,,,monographic,,Spanish|||English|||Yoruba,moving image,videorecording|||videodisc,"1 videodisc (38 min.) : sd., col. ; 4 3/4 in.",videorecording,"This is an ethnographic documentary which demonstrates the survival and strength of the Yoruba cultural and religious heritage in the contemporary life of Caribbean African-Hispanics. The program was filmed in Havana among practicioners of Santeria, and documents a ritual ceremony that features dancing, singing, praying and drum beating, invoking the twenty-two Orishas, or deities of the Yoruba religion.|||An ethnographic documentary which demonstrates the survival and strength of the Yoruba cultural and religious heritage in the contemporary life of Caribbean African-Hispanics. Documents a ritual ceremony that features dancing, singing, praying and drum beating, invoking the twenty-two Orishas, or deities of the Yoruba religion.",Santeria|||Yoruba (African people)|||Religion|||Blacks,,Cuba|||Havana,,,,,,,,
