,id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclcn
124,517236,Black enterprise,,,,,New York,E. G. Graves Pub. Co.],,1970,9999,,serial,Monthly,eng,text,print,"v. ill., ports. 28 cm.",Periodicals|||periodical,,African American businesspeople,,,,,,0006-4165,74025061,
125,4177417,Black enterprise,,,,,New York],[E.G. Graves Pub. Co.],,1970,9999,,serial,"Bimonthly, 2017-|||Monthly, -2011/2012|||Nine issues per year, 2012/2013-2016|||Bimonthly",eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,African American businesspeople|||African American executives,,,,,,0006-4165,,
126,1292565,Black Hills National Forest: facts and statistical information,,,,,"Cluster, S.D","U.S. Dept. of Agriculture, Forest Service",,19uu,9999,,serial,Annual,eng,text,microfiche|||microform,v. : ill.,statistics,,Periodicals|||StatisticsUnited States. Forest Service,,,,,,,sn 93027556,
127,4177420,Black issues book review,Black issues book review (Online),Black issues,,,"Fairfax, VA","Cox, Matthews and Associates",,1999,9999,,serial,Bimonthly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Book reviews|||Electronic journals|||Periodicals|||periodical|||review|||text,,African Americans|||American literature|||African American authors|||Books and reading,,,,,,2169-2424|||1522-0524,,
128,4177421,Black issues in higher education,Black issues in higher education (Online),,,,"Fairfax, VA","Cox, Matthews & Associates",,1984,2005,,serial,Biweekly|||Bimonthly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,African Americans|||Education (Higher)|||Minorities|||African American Studies|||Higher Education|||African Continental Ancestry Group|||Education,,,,,Diverse issues in higher education (Online) (OCoLC)61492880,0742-0277,,
129,9247733,Black Lesbian and Gay Centre project,,Black Lesbian and Gay Centre newsheet|||Black Lesbian & Gay Centre|||Black Lesbian & Gay Centre Project|||Black Lesbian & Gay Centre Project newsletter <Apr./May 1991>|||BLGC newsletter June/July 1990-<June/Aug. 1994>,,Black Lesbian and Gay Centre Project (Organization) (issuing body.),London :,Black Lesbian & Georgia Centre Project,,1990,uuuu,,serial,Bimonthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,"Gays, Black|||Gays|||Homosexuality|||Social aspects|||Law and legislation|||Homophobia|||Gay liberation movement|||Gay activists|||AIDS activistsBlack Lesbian and Gay Centre Project (Organization)",,,,,,,,
130,9248490,Black lesbian newsletter (California),,BLN,,,"Berekley, California :","San Francisco Women's Centers/Black Lesbian Newsletter,",1982-,1982,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American lesbians|||Racism|||Lesbian feminism|||Feminism,,,,,,,,
131,4177422,Black masks,,,,,"Bronx, NY",Beth Turner,1984-,1984,uuuu,,serial,"Bimonthly, <Sept.-Oct. 1989->|||Monthly (Sept.-June), Sept. 1984-|||Bimonthly",eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,African American theater|||African American actors,,,,,,0887-7580,,
132,880285,Black newspapers index,,,,,"Ann Arbor, Mich",University Microfilms International,c1987-,1987,2017,,serial,"Quarterly, with annual cumulation|||Quarterly",eng,text,print,v. ; 28 cm.,Indexes|||Periodicals|||index,,African American newspapers,,,,Index to Black newspapers 0149-7502 (DLC) 80648949 (OCoLC)3405581,,0149-7502,88659594|||sn 87033408,
133,520297,Black Orpheus,,,,,"Ikeja, Nigeria [etc.]",Longmans of Nigeria [etc.],,1957,9999,,serial,Unknown,eng,text,print,v. 26 cm.,Periodicals|||periodical,,African literature|||African American literature,,,,,,0067-9100,65081645,
134,6091580,"black panther, The",,,,,"Oakland, Calif","Black Panther Party, Ministry of Information.",,2008,,,serial,,eng,text,electronic|||electronic resource|||remote,v. : ill. (some col.) ; 45 cm.,Newspapers,,African Americans|||Underground press publicationsBlack Panther Party,,,,,,,74008013|||sn 78005677,
135,4177424,Black parenting today,,BPT,,,"Philadelphia, PA","Black Parenting Today, Inc.",³1996-,1996,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Child rearing|||African American children|||African American parents,,,,,,1087-3899,,
136,529129,"Black photographers annual, The",,,,,Brooklyn],,,1973,9999,,serial,Annual,eng,text,print,v. illus. 26 cm.,Periodicals,,"Photography, Artistic|||African American photographers",,,,,,0090-7197,72096849 //r82,
137,4177426,Black renaissance: Renaissance noire,,Renaissance noire|||Black renaissance noire,,"New York University, Africana Studies Program, (issuing body.)|||New York University, Institute of African-American Affairs, (issuing body.)","Bloomington, IN :|||New York :|||New York, NY :","Indiana University Press,|||New York University, Africana Studies/Institute of African America Affairs|||Institute of African American Affairs, New York University",³1996-,1996,9999,,serial,"Three times a year, <fall-2016->|||Three no. a year, - spring 2015.|||Two issues a year, fall 2015-|||Three times a year",eng|||fre,text,electronic|||electronic resource]|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,African Americans|||African American art,,,,,,1089-3148,,
138,453450,"Black resource guide, The",,,,,"Washington, D.C",Ben Johnson,1981-,1981,9999,,serial,Annual,eng,text,print,v. ; 23 cm.,Directories|||directory,,"African Americans|||Societies, etc|||African American business enterprises|||Associations, institutions, etc",,,,,,0882-0643,85645223,
139,6833217,"Black sash: Die Swart serp, The",,Swart serp,,,Johannesburg,Black Sash,,1956,1969,,serial,Quarterly,eng|||afr,text,electronic|||electronic resource]|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Civil rights|||Politics and government|||Race relationsBlack Sash (Society),,,,,Sash 0036-4843 (DLC) 83643762 (OCoLC)5686626,,,
140,542410,"Black sociologist, The",,,,,"New Brunswick, N.J.]",Transaction Periodicals Consortium.,,19uu,9999,,serial,Quarterly,eng,text,print,v. 23 cm.,Periodicals|||periodical,,Sociology|||African American sociologists,,,,,,0160-3566,78643812|||sc 78000333,
141,1326192,"Black student's guide to scholarships, The",,,,,"Silver Spring, MD",Beckham House,,19uu,9999,,serial,Annual,eng,text,print,v. ; 23 cm.,Directories|||directory,,"Scholarships|||Student aid|||African American college students|||Scholarships, fellowships, etc",,,,,,1522-9998,98664159|||sn 94042142,
142,4167168,Black Studies quarterly newsletter,,,,,"Pittsburgh, Pa",University of Pittsburgh Dept. of Black Studies,1979-,1979,19uu,,serial,Quarterly,eng,text,print,v. ; 28 cm.,periodical,,PeriodicalsUniversity of Pittsburgh. Department of Black Studies,,,,,,,,
143,528380,Black theatre,,,,,"New York, N.Y",New Lafayette Theatre,1968-1972,1968,9999,,serial,Unknown,eng,text,microfilm|||microform|||microfilm reel,6 no. : ill. ; 27 cm.,Periodicals|||periodical,,American drama|||African American authors,,,,,,0006-4270,,
144,4279198,Black theology in Britain,,,,,"Sheffield, England",Sheffield Academic Press,c1998-,1998,2002,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,"Black theology|||Blacks|||Religion|||Theology, Doctrinal",,,,,Black theology 1476-9948 (DLC) 2004205000 (OCoLC)51391403,1462-3161,,
145,4279197,Black theology,Black theology (Online),,,,London|||New York,Sheffield Academic Press,,2002,9999,,serial,"Three times a year, Nov. 2007-|||Semiannual, Nov. 2002-July 2007|||Three times a year",eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||review|||text,,Black theology|||Blacks|||Religion|||Black Studies|||Religion & Philosophy (General),,,,Black theology in Britain (Online) (OCoLC)60616467,,1743-1670|||1476-9948,,
146,5829157,"Black women, gender & families",,"Black women, gender and families|||BWGF|||BWG+F|||Black women, gender + families|||Black women, gender plus families",,"National Council for Black Studies (U.S.) (issuing body.)|||University of Illinois at Urbana-Champaign, Afro-American Studies and Research Program, (issuing body.)","Champaign, IL :","University of Illinois Press,",[2007-2012],2007,2012,,serial,Twice a year|||Semiannual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||Périodiques|||periodical|||text,,African American women|||Social conditions|||Noires américaines|||Conditions sociales,,,,,,1944-6462|||1935-2743,,
147,531239,"Black worker, The",,,,,New York,,,1929,9999,,serial,Monthly,eng,text,print,"v. ill., ports. 41 cm.",periodical,,African Americans|||Employment|||African American labor union members,,,,,,,,
148,1208178,Blackbook,"Blackbook (Chicago, Ill. : 1989)",Black book|||Blackbook international reference guide|||African-American international reference guide blackbook|||African-American blackbook international reference guide,,,"Chicago, Ill",National Publications Sales Agency,,1989,9999,,serial,Annual,eng,text,print,v. : ill. ; 28 cm.,Directories|||Periodicals|||directory,,"African American business enterprises|||African Americans|||Societies, etc",,,,U.S. sports (DLC) 88646292 (OCoLC)18735463,,,sn 93042134,
149,9263931,Blackheart: a journal of writing and graphics by black gay men,,Black heart|||Blackheart,,,"New York, N.Y. :","Blackheart Collective Press,",1984-,1984,uuuu,,serial,Semiannual,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American gays|||Gay men,,,,Yemonja (DLC)sn 90018260,,0742-5651,,
150,9264092,BLK,"BLK (Los Angeles, Calif.)",,,,"Los Angeles, Calif. :","BLK Co.,",1988-,1988,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American gays|||African American lesbians,,,,,,,,
151,4442762,"Blue, gold & Black",,"Blue, gold and Black",,,"Pittsburgh, Pa","University of Pittsburgh, Office of Public Affairs",2002-,2002,9999,,serial,Completely irregular,eng,text,print,v. ; 29-31 cm.,periodical,,African American students|||African American alumni and alumnae|||African American college studentsUniversity of Pittsburgh,,,,,,,,
152,6295975,"Blue, gold & Black",,"Blue, gold and Black",,,"Pittsburgh, Pa","University of Pittsburgh, Office of Public Affairs",2002-,2002,9999,,serial,Completely irregular,eng,text,print,v. ; 29-31 cm.,periodical,,African American students|||African American alumni and alumnae|||African American college studentsUniversity of Pittsburgh,,,,,,,,
153,6833375,"broad ax, The","Broad ax (Salt Lake City, Utah : 1895)",Broadax,,,"Salt Lake City, Utah|||Chicago, Ill",Julius F. Taylor|||Julius F. Taylor,,1895,19uu,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African Americans|||African American newspapers,,United States Illinois Cook Chicago|||United States Utah Salt Lake Salt Lake City,,,,2163-7202,,
154,1212080,"Broadside annual, The",,,,,Detroit,Broadside Press.,,1972,1973,,serial,Annual,eng,text,print,2 v. 22cm.,Periodicals,,American poetry|||African American authors,20th century,,,,,,72624192,
155,1277423,"bulletin of the Colored Intercollegiate Athletic Association, The",,C.I.A.A. bulletin,,,"Hampton, Va",Hampton Institute Press.,,1912,9999,,serial,Annual,eng,text,print,v. 30 cm.,Periodicals|||periodical,Includes proceedings of annual meetings.,Athletics|||African American athletesColored Intercollegiate Athletic Association,,,,,,,,
156,369365,Burrelle's Black media directory,,Black media directory,,,"Livingston, NJ",Burrelle's Media Directories,c1983-,1984,9999,,serial,Irregular|||Completely irregular,eng,text,print,v. ; 28 cm.,Directories|||directory,,African American mass media,,,,Burrelle's special groups media directory (OCoLC)6910072,,0748-4259,84649633,
157,7676155,Business report: South Africa,,,,,"Johannesburg, S.A",Independent Online,,20uu,9999,,serial,Weekly,eng,text,electronic|||electronic resource|||remote,,Periodicals|||newspaper,,South African newspapers|||Commerce|||Economic conditions,,,,,,,,
158,9248289,BWMT Atlanta newsletter,,Newsletter|||BWMT/Atlanta newsletter Feb. 1987-Mar. 1988|||BWMT newsletter Apr. 1988-,,BWMT/Atlanta (issuing body.),"Atlanta, Georgia :","Black and White Maine Together, Atlanta,",1986-,1876,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American men|||Social conditions|||Racism|||HomosexualityBWMT/Atlanta,,,,,,,,
159,9247237,BWMT Baltimore: black and white men together,,,,,"Baltimore, Maryland :","National Association of BWMT,",1986-,1986,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Gays,,,,,,,,
160,9248315,"BWMT DC news: black and white men together of Washington, D.C",,BWMT/DC newsletter,,,"Washington, District of Columbia :","[publisher not identified],",1986-,1986,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Gays,,,,,,,,
161,9247898,BWMT Detroit,,BWMT Detroit newsletter,,,"Detroit, Michigan :","[publisher not identified],",1986-,1986,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Gays,,,,,,,,
162,9247410,BWMT Tallahassee and Big Bend Florida,,,,,"Tallahassee, Florida :","[publisher not identified],",1986-,1986,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Male homosexuality,,,,,,,,
163,9248208,BWMT/PACT newsletter,,BWMT newsletter,,,"San Diego, California :","Black and White Maine Together, San Diego,",1991-,1991,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Male homosexuality,,,,,,,,
164,1681786,Cadernos negros,,,,,São Paulo],,1978-,1978,9999,,serial,Annual,por,text,print|||unmediated,no. 15 cm,Periodicals|||periodical|||text,,"Brazilian poetry|||Black authors|||Short stories, Brazilian",,,,,,,80647696,
165,533312,CAFRAD news,,,,,"Tangier, Morocco]",African Training and Research Centre in Administration for Development.,,1967,1989,,serial,Irregular|||Completely irregular,eng,text,print,40 no. 27 cm.,Periodicals|||periodical,,Politics and governmentAfrican Training and Research Centre in Administration for Development,1960-,,,,CAFRAD news African Training and Research Centre for Development. (DLC) 90643285 (OCoLC)22743308,0496-8360,sf 81006041,
166,4046211,Calendar,,,,,"Washington, D.C",National Museum of African Art,1991-,1991,9999,,serial,Quarterly,eng,text,print,v. : ill. ; 61 x 23 cm. folded to 16 x 23 cm.,Calendars|||Exhibitions|||Periodicals|||periodical,,"Art, AfricanNational Museum of African Art (U.S.)",,,,Calendar of exhibitions and programs National Museum of African Art (U.S.). (DLC)sn 88040107 (OCoLC)18054914,,,sn 91023426,
167,533347,Call and post,"Call and post (Cleveland, Ohio : City ed.)",Call & post,,,"Cleveland, Ohio",P.W. Pub. Co.,1962-1982,1962,1982,City ed.,serial,Weekly,eng,text,print,v.,Newspapers|||newspaper,,African Americans|||African American newspapers,,United States Ohio Cuyahoga Cleveland,,Cleveland call and post (DLC)sn 83045612,"Call and post (Cleveland, Ohio : Cleveland ed.) (DLC)sn 85042478",0045-4036,sn 78004777,
168,3823942,Call and post,"Call and post (Cleveland, Ohio : Cleveland ed.)",,,,"Cleveland, Ohio",P.W. Pub. Co.,1982-,1982,9999,Cleveland ed.,serial,Weekly,eng,text,print|||electronic resource|||remote,v.,Newspapers|||newspaper,,African Americans|||African American newspapers,,United States Ohio Cuyahoga Cleveland,,"Call and post (Cleveland, Ohio : City ed.) (DLC)sn 78004777",,,sn 85042478,
169,7907065,Call and post,"Call and post (Cleveland, Ohio : City ed. : Online)",Call & post,,,"Cleveland, Ohio",P.W. Pub. Co.,1962-1982,1962,1982,City ed.,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African Americans|||African American newspapers,,United States Ohio Cuyahoga Cleveland,,Cleveland call and post 2373-1729 (DLC) 2011263076 (OCoLC)702145322,"Call and post (Cleveland, Ohio : Cleveland ed. Online) 2373-1737 (DLC) 2014202274 (OCoLC)433675508",2373-1710|||0045-4036,,
170,382714,Callaloo,,,,,"Baton Rouge, La",Callaloo,c1976-,1976,9999,,serial,Three times a year,eng,text,print,v. : ill. ; 22 cm.,Periodicals|||periodical,,African American arts,,,,,,0161-2492,84647963,
171,4177820,Callaloo (Online),Callaloo (Online),,,,"Baltimore, MD",Johns Hopkins University Press,1976-,1976,9999,,serial,Quarterly,eng|||por,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,Some special issues devoted to the literatures of other minorities.,African American arts|||American literature|||Minority authors,,,,,,1080-6512|||0161-2492,,
172,9247760,"Camden Lesbian Centre and Black Lesbian Group (London, England)",,,,,London :,"Camden Lesbian Centre and Black Lesbian Group,",1995-,1995,uuuu,,serial,Bimonthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,"Lesbians|||Lesbians, Black|||Gay rights|||People with disabilitiesCamden Lesbian Centre and Black Lesbian Group",,,,,,,,
173,7594856,"Cape illustrated magazine, The",,South African illustrated magazine,,,Cape Town,Dennis Edwards,1890-1901,1890,1901,,serial,Monthly,eng,text,electronic|||electronic resource|||remote,v. : ill. ; 24 cm.,Periodicals|||periodical,,South African literature (English),,,,,South African illustrated magazine,,,
174,4738114,Cariso!: the newsletter of the Alton Augustus Adams Music Research Institute,,,,,"Chicago, IL","Center for Black Music Research, Columbia College",2003-,2003,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote,,Music|||Periodicals|||periodical,,Popular music|||African influences|||Blacks,,,,,,1552-5805,,
175,1570094,CBMR digest,,Center for Black Music Research digest,,,Chicago,"Center for Black Music Research, Columbia College",[c1988-,1988,9999,,serial,Semiannual,eng,text,print,v. : ill. ; 28 cm.,Periodicals,,African Americans|||Music|||History and criticism|||African American musicians,,,,Inside CBMR (DLC) 88647669 (OCoLC)17943805|||Black music research newsletter 0271-3799 (DLC) 90642601,,1043-1241,98640000 /ML|||sn 89007972,
176,4850822,CBMR digest (Online),,Center for Black Music Research digest,,,Chicago,"Center for Black Music Research, Columbia College",,1988,9999,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,"Criticism, interpretation, etc|||Electronic journals|||Periodicals|||periodical|||text",,African Americans|||Music|||History and criticism|||African American musicians|||Negers|||Muziek,,,,Inside CBMR|||Black music research newsletter (OCoLC)639533149,,2168-3301|||1043-1241,,
177,1161494,Central African Republic,,,,,"Washington, D.C","U.S. Dept. of Commerce, International Trade Administration|||Available by subscription from the Supt. of Docs., GPO",,19uu,9999,,serial,Annual,eng,text,print,v. ; 28 cm.,,,Economic conditions|||Periodicals|||Foreign economic relations,,,,,,,sn 88040058,
178,7692981,Central African Republic forecast brief,,CountryWatch forecast brief,,,"Houston, Tex",CountryWatch,,20uu,uuuu,,serial,Annual,eng,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,Economic forecasting|||Energy consumption|||Metal trade|||Forecasting|||Agriculture|||Economic conditions,,,,,,,,
179,6517230,Challenge,"Challenge (Atlanta, Ga. : Online)",,,,"Atlanta, Ga","Morehouse Research Institute, Morehouse College.",,1990,9999,,serial,"Semiannual, <Oct. 1993->|||Annual, <1992->|||Semiannual",eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Periodicals|||periodical|||text,,African American men,,,,,,1077-193X,,
180,9247614,"Challenger: black and white men together-Philadelphia, The",,BWMT newsletter,,,"Philadelphia, Pennsylvania :","[publisher not identified],",1987-,1987,uuuu,,serial,Unknown,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American men|||Social conditions|||Racism|||Homosexuality,,,,,,,,
181,7676229,"Chicago defender, The","Chicago defender (Chicago, Ill. : 1906)",,,,"Chicago, Ill",Defender Co.,,1906,1966,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,African American newspapers-Illinois-Chicago|||Newspapers|||newspaper|||text,,African Americans|||African American newspapers|||Newspapers,,United States Illinois Cook County Chicago,,,"Chicago daily defender (Chicago, Ill. : Weekly) (DLC)sn 84024113 (OCoLC)10523036",2572-1860,,
182,4178176,Chicago weekend,,,,,"Chicago, Ill",Citizen Newspapers,,1974,9999,,serial,Weekly,eng,text,electronic|||electronic resource|||remote,,Newspapers|||newspaper,,African Americans|||African American newspapers,,United States Illinois Cook County Chicago,,,,,,
183,8826319,Chimurenga,,Chimurenga chronic|||Chimurenga chronicle|||Chronic,,,Cape Town,Pan African Market|||Kalakuta Trust,2002-,2002,uuuu,,serial,"Annual, 2010-|||Irregular, 2002-2009|||Annual",eng|||fre,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,"Arts, South African|||African literature (English)|||South African literature (English)|||Political culture",,,,,,1683-6162,,
184,549265,"Christian recorder, The",,,,,Philadelphia,African Methodist Episcopal Church,1854-,1854,9999,,serial,Weekly,eng,text,microfilm,"v. : ill., ports. ; 34 cm.",periodical,,PeriodicalsAfrican Methodist Episcopal Church,,,,,,,,
185,5829417,"Christian recorder, The","Christian recorder (Philadelphia, Pa. : 1861)",Daily Christian recorder,,,Philadelphia [Pa.],Rev. Elisha Weaver,,1861,1960,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Newspapers|||newspaper|||text,,"African Americans|||African American newspapers|||MethodistsAfrican Methodist Episcopal Church (Philadelphia, Pa.)",,United States Pennsylvania Philadelphia Philadelphia,,Christian recorder of the African Methodist Episcopal Church (DLC)sn 84021926 (OCoLC)2068818,Southwestern Christian recorder|||A.M.E. Christian recorder (OCoLC)13914350,,,
186,8935630,Clean air journal,,"Tydskrif vir skoon lug May 1991-November 1993, May 1995-May 2000, <May 2001-Nov 2003>, <May 2007-December 2007>, <December 2010>, <December 2011-December 2012>|||NACA",,National Association for Clean Air (South Africa) (issuing body.),"Johannesburg :|||Halfway House, South Africa :","National Association for Clean Air,|||National Association for Clean Air, Republic of South Africa",[1971?]-,1971,9999,,serial,Twice yearly|||Semiannual,eng|||afr,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,Air quality|||Air quality management|||Air|||Pollution|||Analysis|||Air Pollution|||Sabinet African ePublications (SA ePublications),,,,,,2410-972X,,
187,9247899,Cleveland/BWMT newsletter,,BWMT Cleveland newsletter,,,"Cleveland, Ohio :","[publisher not identified],",1987-,1987,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Gays,,,,,,,,
188,1599821,Co-financing statistics,,Cofinancing statistics|||Statistiques de cofinancement,,,"Abidjan, Côte d'Ivoire",The Bank,,19uu,9999,,serial,Annual,fre|||eng,text,print,v. ; 30 cm.,statistics,,Statistics|||Periodicals|||Economic development projects|||FinanceAfrican Development Bank|||African Development Fund,,,,,,,95641905,
189,1423427,Colored American magazine,,,,,New York,Negro Universities Press,1969,1900,1909,,serial,Unknown,eng,text,microfiche|||microform,17 v. in 10. : ill.,Periodicals|||periodical,,African Americans,,,,,,,,
190,9248120,Colours magazine,,,,,"Brooklyn, New York :","Chocolate Dreams Management,",1996-,1996,uuuu,,serial,Monthly,eng,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,African American lesbians|||Lesbians,,,,,,,,
191,1367094,Compendium of statistics,"Compendium of statistics (Abidjan, Côte d'Ivoire)",Compendium de statistiques,,,"Abidjan, Côte d'Ivoire",The Bank,,19uu,9999,,serial,Annual,eng|||fre,text,print,v. ; 30 cm.,statistics,,Statistics|||Periodicals|||Development banks|||Banks and bankingAfrican Development Bank Group,,,,,,,sn 94042059,
192,531306,"Competitor, The",,,,,"New York, N.Y",Negro Universities Press,1969,1920,1921,,serial,Unknown,eng,text,,3 v. : ill. ; 28 cm.,Periodicals|||periodical,,African Americans,,,,,,,sc 83009266,
193,540204,"Concordia eagle, The",,,,,"Vidalia, La",,,1873,1890,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States Louisiana Vidalia,,,,,,
194,6904981,"Concordia eagle, The","Concordia eagle (Vidalia, La.)",,,,"Vidalia, La",David Young,,1873,1890,,serial,Weekly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African Americans|||African American newspapers,,United States Louisiana Concordia Vidalia,,,,2163-7040,,
195,533769,Connection,,,,"Wilson, August (author,, editor.)|||Afro-American Institute (issuing body,, publisher.)","[Pittsburgh, Pa.?] :",Afro-American Institute,,1968,uuuu,,serial,Unknown,eng,text,print|||unmediated|||volume,volumes : illustrations ; 26 cm,American poetry-African American authors|||Periodicals|||periodical|||text,,African Americans|||Civil rights|||Race relations,,,,,,,,
196,540203,"Conservator, The",,,,,"Chicago, Ill",,,1878,1uuu,,serial,Unknown,eng,text,microfilm,,newspaper,,African American newspapers,,United States Illinois Chicago,,,,,,
197,4178774,Contempora,"Contempora (Nashville, Tenn.)",Contempora magazine,,,"Nashville, TN]",[Perry & Perry Associates],,1990,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Periodicals|||periodical|||text,,African Americans|||African American press,,,,,,1067-5272,,
198,9026154,Continents manuscrits,,,,,Paris :,"Institut des textes & manuscrits modernes (ITEM),",2014-,2014,9999,,serial,Biannual|||Semiannual,fre,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,African literature|||Caribbean literature|||African diaspora in literature|||Caribbean diaspora in literature,,,,,,2275-1742,,
199,9132760,"Continuum: the journal of drama, theatre and performance from the African diaspora","Continuum (Athens, Ga.)","Journal of drama, theatre and performance from the African diaspora|||Continuum journal of drama, theatre and performance from the African diaspora",,,"Athens, GA :","Black Theatre Network,",2014-,2014,9999,,serial,Semiannual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Periodicals|||periodical|||text,,African American theater,2000-2099|||21st century,,,,,2471-2507,,
200,7949818,Country fact sheets,,,,,"Washington, District of Columbia :",Superintendent of Documents,,20uu,9999,,serial,Annual,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Periodicals|||periodical|||text,,Economic conditions|||Foreign relations,,,,,,,,
201,8826557,Country profile,,Central African Republic,,,"London, U.K",Economist Intelligence Unit,c2003-,2003,9999,,serial,Annual,eng,text,electronic|||electronic resource|||remote,,Periodicals|||statistics,,Economic history|||Politics and government|||Economic conditions,1979-2003,,,"Country profile. Cameroon, CAR, Chad 0269-7963 (DLC) 87656507 (OCoLC)14866727",,1741-0177,,
202,8826665,Country report,Country report,Central African Republic,,,London,Economist Intelligence Unit,2003-,2003,9999,,serial,Quarterly,eng,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||statistics|||text,"Describes political and economic policy, the domestic economy, foreign trade and payments. Provides 18-24 month forecasts.",Economic indicators|||Economic history|||Politics and government|||Economic conditions,,,,"Country report. Cameroon, CAR, Chad (Online)",,,,
203,549342,Courier,"Courier (Pittsburgh, Pa. : City edition)",,,,"Pittsburgh, Pa",[Pittsburgh Courier Publishing Co.],1950-1954,1950,1954,City edition.,serial,Unknown,eng,text,microfilm|||microform,"v. : ill., ports. ;",newspaper,,African American newspapers,,United States Pennsylvania Pittsburgh,,Pittsburgh courier (City edition : 1910) (OCoLC)7752414,Pittsburgh courier (City edition : 1955) (OCoLC)7752496,,,
