id,title,uniform_title,alternative_title,enumeration_chronology,associated_name,publication_place,publisher,publication_date,start_date,end_date,edition,issuance,frequency,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,target_audience,preceded_by,succeeded_by,issn,lccn,oclccn,url
540525,Black American literature forum,,,,,"Terre Haute, IN","School of Education, Indiana State University]",,1976,19uu,,serial,Quarterly,English,text,print,v. ill. 28 cm.,Periodicals|||periodical,,American literature|||African American authors|||History and criticism|||African American arts,,United States,,Negro American literature forum 0028-2480 (DLC)sf 79010370 (OCoLC)1193279,African American review 1062-4783 (DLC)sn 92004639 (OCoLC)25636550,0148-6179,78642125,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journals/01486179.html
4177412,Black American literature forum,Black American literature forum (Online),,,,"Terre Haute, Ind","School of Education, Indiana State University",1976-1991,1976,1991,,serial,Quarterly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,"Criticism, interpretation, etc|||Electronic journals|||Periodicals|||Périodiques|||periodical|||review|||text",,American literature|||African American authors|||History and criticism|||African American arts|||Littérature américaine|||Auteurs noirs américains|||Arts noirs américains|||Letterkunde|||Amerikaans|||Negers|||Literatur|||Zeitschrift,,United States|||USA|||Schwarze,,Negro American literature forum (Online) 2325-7164 (DLC)sn 99023367 (OCoLC)40892614,African American review (Online) 1945-6182 (DLC)sn 99023369 (OCoLC)40892739,2326-1536|||0148-6179,,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/blacamerliteforu|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=ibh&jid=AAV&scope=site|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=24T&scope=site|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=ibh&jid=24T&scope=site
9248306,Black and White Men Together Boston: a chapter of the International Association of Black & White Men Together,,Men of All Colors Together,,,"Boston, Massachusetts :","Black and White Maine Together Boston,",1986-,1986,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Homosexuality,,Boston|||Massachusetts,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9CTG&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
540615,Black art,,,,,"Claremont, CA, etc","Black Art Quarterly, Ltd.",1976-c1984],1976,1984,,serial,Quarterly,English,text,print,v. ill. 28 cm.,periodical,,"Arts, Black|||Periodicals|||Artists, Black",,,,,International review of African American art (DLC)sn 84042914 (OCoLC)10955508,0145-8116,76649730,,
934615,Black arts annual,,,,,New York,Garland Pub.,1989-,1988,9999,,serial,Annual,English,text,print,v. : ill. ; 29 cm.,Periodicals,,African Americans in art|||African American art,,United States,,,,1042-7104,sn 89007432,,
1688878,"black book review, The",,"QBR, the black book review",,,"New York, NY",QBR,c1995-,1995,9999,,serial,Bimonthly,English,text,print,v. : ill. ; 36 cm.,Periodicals|||periodical,,American literature|||African American authors|||Book reviews|||Bibliography,,United States,,Quarterly black review of books 1082-2070 (DLC)sn 95001095 (OCoLC)29799233,,1087-7088,sn 96003248,,
4398382,"black book review, The",,QBR,,,"New York, NY",QBR,³1995-2005,1995,2005,,serial,"Bimonthly, <2004-2005|||Bimonthly, 1995-1996|||5 no. a year, 1997-|||Bimonthly",English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Bibliography|||Book reviews|||Periodicals|||periodical|||text,,American literature|||African American authors,,United States,,Quarterly black review of books 1082-2070 (DLC)sn 95001095 (OCoLC)29799233,,1087-7088,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/26020
520292,Black books bulletin,,,,,Chicago,Institute of Positive Education,,1971,9999,,serial,"Annual, 1991-|||Four no. a year, 1971-1981|||Annual",English,text,print,v. : ill. ; 26 cm.,Periodicals|||bibliography|||periodical,,African Americans|||Bibliography|||American literature|||African American authors|||History and criticism,,United States,,,,0045-2114,sn 84011444|||72624944,,
1088978,Black books bulletin,,Words work,,,"Chicago, Ill",Institute of Positive Education,1991-,1991,9999,,serial,Bimonthly,English,text,print,v. : ill. ; 37 cm.,Periodicals|||periodical,,American literature|||African American authors|||Bibliography|||African Americans|||Books|||Reviews,,United States,,,,,sn 91037136,,
532448,Black business digest,,,,,Philadelphia,"Compeers, Inc.,]",-1973,1970,1973,,serial,Monthly (irregular)|||Monthly,English,text,print,3 v : ill. ; 28 cm.,Periodicals|||periodical,,African American businesspeople|||African American business enterprises,,United States,,,,,sn 86025072|||72624280,,
523435,"Black child advocate, The",,,,,Washington,"The National Black Child Development Institute, [etc.]",1972-,1972,9999,,serial,Unknown,English,text,print,v. ill. 28 cm.,Periodicals|||periodical,,African American children|||Education|||Child development|||Child welfare,,,,,,,sn 86016963,,
6316297,Black child,,,,,"Atlanta, GA",Interrace Publications,³1995-,1995,1999,,serial,Bimonthly,English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Child rearing|||African American children|||African American parents,,United States,,,Raising Black children (OCoLC)40529083,1083-7485,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/25580
8826098,Black dialogue,,Black dialogue magazine,,,"San Francisco, California :|||New York, N.Y. :","Ari Publications,|||Black Dialogue Publications",1965-,1965,uuuu,,serial,Quarterly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||review|||text,,African Americans|||Civil rights|||Black nationalism,,United States,,,,2475-5249|||0523-7181,,,http://pitt.idm.oclc.org/login?url=http://voices.revealdigital.com/cgi-bin/independentvoices?a=cl&cl=CL1&ai=1&sp=CHIFECD
7078035,Black diaspora review,,BDR,,,Bloomington [Ind.],Indiana University,,2009,9999,,serial,Two no. a year|||Semiannual,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,African diaspora,,,,,,2334-1521,,,http://scholarworks.iu.edu/journals/index.php/bdr
2891376,Black elected officials,,,,,New York,UNIPUB,c1984-,1984,9999,,serial,Annual,English,text,print,v. ; 22 cm.,Directories|||directory,,African American politicians|||African Americans|||Politics and government|||African American legislators|||African American government executives,,United States,,National roster of Black elected officials 0092-2935 (DLC) 73083185 (OCoLC)1784448,,0882-1593,85645982|||sn 85020483,,
4471262,Black elected officials,,,,,New York,UNIPUB,c1984-c1994,1984,1993,,serial,Annual,English,text,print,10 v. ; 22 cm.,Directories|||directory,,African American politicians|||African Americans|||Politics and government|||African American legislators|||African American government executives,,United States,,National roster of Black elected officials 0092-2935 (DLC) 73083185 (OCoLC)1784448,Black elected officials (Statistical summary) 1546-4385 (DLC)sn 99018123 (OCoLC)41167885,0882-1593,85645982|||sn 85020483,,
517236,Black enterprise,,,,,New York,E. G. Graves Pub. Co.],,1970,9999,,serial,Monthly,English,text,print,"v. ill., ports. 28 cm.",Periodicals|||periodical,,African American businesspeople,,United States,,,,0006-4165,74025061,,
4177417,Black enterprise,,,,,New York],[E.G. Graves Pub. Co.],,1970,9999,,serial,"Bimonthly, 2017-|||Monthly, -2011/2012|||Nine issues per year, 2012/2013-2016|||Bimonthly",English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,African American businesspeople|||African American executives,,United States,,,,0006-4165,,,http://www.google.com/books?id=W2UEAAAAMBAJ&lr=&hl=en|||http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/34440|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=BLE&scope=site|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=bth&jid=BLE&scope=site|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/1365/AONE?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/1365/BIG?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=https://advance.lexis.com/api/search?source=MTA1NjA4Mw&context=1516831
1292565,Black Hills National Forest: facts and statistical information,,,,,"Cluster, S.D","U.S. Dept. of Agriculture, Forest Service",,19uu,9999,,serial,Annual,English,text,microfiche|||microform,v. : ill.,statistics,,Periodicals|||Statistics|||United States. Forest Service,,Wyoming|||South Dakota|||Black Hills National Forest (S.D. and Wyo.),,,,,sn 93027556,,
4177420,Black issues book review,Black issues book review (Online),Black issues,,,"Fairfax, VA","Cox, Matthews and Associates",,1999,9999,,serial,Bimonthly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Book reviews|||Electronic journals|||Periodicals|||periodical|||review|||text,,African Americans|||American literature|||African American authors|||Books and reading,,United States,,,,2169-2424|||1522-0524,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/32684|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=5MZ&scope=site|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/0HST/AONE?sid=kbart?&u=upitt_main
4177421,Black issues in higher education,Black issues in higher education (Online),,,,"Fairfax, VA","Cox, Matthews & Associates",,1984,2005,,serial,Biweekly|||Bimonthly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||text,,African Americans|||Education (Higher)|||Minorities|||African American Studies|||Higher Education|||African Continental Ancestry Group|||Education,,United States,,,Diverse issues in higher education (Online) (OCoLC)61492880,0742-0277,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/27805|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/0DXK/AONE?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=BIH&scope=site
9247733,Black Lesbian and Gay Centre project,,Black Lesbian and Gay Centre newsheet|||Black Lesbian & Gay Centre|||Black Lesbian & Gay Centre Project|||Black Lesbian & Gay Centre Project newsletter <Apr./May 1991>|||BLGC newsletter June/July 1990-<June/Aug. 1994>,,Black Lesbian and Gay Centre Project (Organization) (issuing body),London :,Black Lesbian & Georgia Centre Project,,1990,uuuu,,serial,Bimonthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,"Gays, Black|||Gays|||Homosexuality|||Social aspects|||Law and legislation|||Homophobia|||Gay liberation movement|||Gay activists|||AIDS activists|||Black Lesbian and Gay Centre Project (Organization)",,England|||Great Britain,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6QFI&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9248490,Black lesbian newsletter (California),,BLN,,,"Berekley, California :","San Francisco Women's Centers/Black Lesbian Newsletter,",1982-,1982,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American lesbians|||Racism|||Lesbian feminism|||Feminism,,San Francisco|||United States|||California,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=6POZ&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
4177422,Black masks,,,,,"Bronx, NY",Beth Turner,1984-,1984,uuuu,,serial,"Bimonthly, <Sept.-Oct. 1989->|||Monthly (Sept.-June), Sept. 1984-|||Bimonthly",English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,African American theater|||African American actors,,New York Metropolitan Area|||New York|||New York (State),,,,0887-7580,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/25566|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=ibh&jid=2NU&scope=site
880285,Black newspapers index,,,,,"Ann Arbor, Mich",University Microfilms International,c1987-,1987,2017,,serial,"Quarterly, with annual cumulation|||Quarterly",English,text,print,v. ; 28 cm.,Indexes|||Periodicals|||index,,African American newspapers,,United States,,Index to Black newspapers 0149-7502 (DLC) 80648949 (OCoLC)3405581,,0149-7502,88659594|||sn 87033408,,
520297,Black Orpheus,,,,,"Ikeja, Nigeria [etc.]",Longmans of Nigeria [etc.],,1957,9999,,serial,Unknown,English,text,print,v. 26 cm.,Periodicals|||periodical,,African literature|||African American literature,,United States|||Africa,,,,0067-9100,65081645,,
6091580,"black panther, The",,,,,"Oakland, Calif","Black Panther Party, Ministry of Information.",,2008,,,serial,,English,text,electronic|||electronic resource|||remote,v. : ill. (some col.) ; 45 cm.,Newspapers,,African Americans|||Underground press publications|||Black Panther Party,,Oakland (Calif.)|||California|||Alameda County (Calif.),,,,,74008013|||sn 78005677,,http://pitt.idm.oclc.org/login?url=http://www.aspresolver.com/aspresolver.asp?BLTC;S17112
4177424,Black parenting today,,BPT,,,"Philadelphia, PA","Black Parenting Today, Inc.",³1996-,1996,9999,,serial,Quarterly,English,text,electronic|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Child rearing|||African American children|||African American parents,,United States,,,,1087-3899,,,http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/25582
529129,"Black photographers annual, The",,,,,Brooklyn],,,1973,9999,,serial,Annual,English,text,print,v. illus. 26 cm.,Periodicals,,"Photography, Artistic|||African American photographers",,,,,,0090-7197,72096849 //r82,,
4177426,Black renaissance: Renaissance noire,,Renaissance noire|||Black renaissance noire,,"New York University, Africana Studies Program, (issuing body)|||New York University, Institute of African-American Affairs, (issuing body)","Bloomington, IN :|||New York :|||New York, NY :","Indiana University Press,|||New York University, Africana Studies/Institute of African America Affairs|||Institute of African American Affairs, New York University",³1996-,1996,9999,,serial,"Three times a year, <fall-2016->|||Three no. a year, - spring 2015.|||Two issues a year, fall 2015-|||Three times a year",French|||English,text,electronic|||electronic resource]|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,African Americans|||African American art,,United States,,,,1089-3148,,,http://pitt.idm.oclc.org/login?url=http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&xri:pqil:res_ver=0.2&res_id=xri:lion-us&rft_id=xri:lion:contents:abl_toc/BlackRenaissanceRenaissancenoir/issues.htm|||http://pitt.idm.oclc.org/login?url=https://search.proquest.com/publication/45348|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/0EXJ/AONE?sid=kbart?&u=upitt_main|||http://pitt.idm.oclc.org/login?url=http://find.galegroup.com/openurl/openurl?url_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&res_id=info:sid/gale:LitRC&ctx_enc=info:ofi:enc:UTF-8&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.issn=1089-3148&req_dat=info:sid/gale:ugnid:upitt_main|||https://www.nyubrn.org
453450,"Black resource guide, The",,,,,"Washington, D.C",Ben Johnson,1981-,1981,9999,,serial,Annual,English,text,print,v. ; 23 cm.,Directories|||directory,,"African Americans|||Societies, etc|||African American business enterprises|||Associations, institutions, etc",,United States,,,,0882-0643,85645223,,
6833217,"Black sash: Die Swart serp, The",,Swart serp,,,Johannesburg,Black Sash,,1956,1969,,serial,Quarterly,Afrikaans|||English,text,electronic|||electronic resource]|||electronic resource|||remote|||unmediated|||volume,,Periodicals|||periodical|||text,,Civil rights|||Politics and government|||Race relations|||Black Sash (Society),,South Africa,,,Sash 0036-4843 (DLC) 83643762 (OCoLC)5686626,,,,http://www.disa.ukzn.ac.za/bs
542410,"Black sociologist, The",,,,,"New Brunswick, N.J.]",Transaction Periodicals Consortium.,,19uu,9999,,serial,Quarterly,English,text,print,v. 23 cm.,Periodicals|||periodical,,Sociology|||African American sociologists,,United States,,,,0160-3566,78643812|||sc 78000333,,
1326192,"Black student's guide to scholarships, The",,,,,"Silver Spring, MD",Beckham House,,19uu,9999,,serial,Annual,English,text,print,v. ; 23 cm.,Directories|||directory,,"Scholarships|||Student aid|||African American college students|||Scholarships, fellowships, etc",,United States,,,,1522-9998,98664159|||sn 94042142,,
4167168,Black Studies quarterly newsletter,,,,,"Pittsburgh, Pa",University of Pittsburgh Dept. of Black Studies,1979-,1979,19uu,,serial,Quarterly,English,text,print,v. ; 28 cm.,periodical,,Periodicals|||University of Pittsburgh. Department of Black Studies,,,,,,,,,
528380,Black theatre,,,,,"New York, N.Y",New Lafayette Theatre,1968-1972,1968,9999,,serial,Unknown,English,text,microfilm|||microform|||microfilm reel,6 no. : ill. ; 27 cm.,Periodicals|||periodical,,American drama|||African American authors,,,,,,0006-4270,,,
4279198,Black theology in Britain,,,,,"Sheffield, England",Sheffield Academic Press,c1998-,1998,2002,,serial,Semiannual,English,text,electronic|||electronic resource|||remote,,Periodicals|||periodical,,"Black theology|||Blacks|||Religion|||Theology, Doctrinal",,England|||Great Britain,,,Black theology 1476-9948 (DLC) 2004205000 (OCoLC)51391403,1462-3161,,,http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=8PF&scope=site
4279197,Black theology,Black theology (Online),,,,London|||New York,Sheffield Academic Press,,2002,9999,,serial,"Three times a year, Nov. 2007-|||Semiannual, Nov. 2002-July 2007|||Three times a year",English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||periodical|||review|||text,,Black theology|||Blacks|||Religion|||Black Studies|||Religion & Philosophy (General),,,,Black theology in Britain (Online) (OCoLC)60616467,,1743-1670|||1476-9948,,,http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=aph&jid=K5H&scope=site
5829157,"Black women, gender & families",,"Black women, gender and families|||BWGF|||BWG+F|||Black women, gender + families|||Black women, gender plus families",,"National Council for Black Studies (U.S.) (issuing body)|||University of Illinois at Urbana-Champaign, Afro-American Studies and Research Program, (issuing body)","Champaign, IL :","University of Illinois Press,",[2007-2012],2007,2012,,serial,Twice a year|||Semiannual,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Electronic journals|||Periodicals|||Périodiques|||periodical|||text,,African American women|||Social conditions|||Noires américaines|||Conditions sociales,,,,,,1944-6462|||1935-2743,,,http://pitt.idm.oclc.org/login?url=http://www.jstor.org/journal/blacwomegendfami|||http://pitt.idm.oclc.org/login?url=https://search.ebscohost.com/direct.asp?db=sih&jid=451R&scope=site|||http://pitt.idm.oclc.org/login?url=https://muse.jhu.edu/journal/437|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/5696/AONE?sid=kbart?&u=upitt_main
531239,"Black worker, The",,,,,New York,,,1929,9999,,serial,Monthly,English,text,print,"v. ill., ports. 41 cm.",periodical,,African Americans|||Employment|||African American labor union members,,,,,,,,,
1208178,Blackbook,"Blackbook (Chicago, Ill. : 1989)",Black book|||Blackbook international reference guide|||African-American international reference guide blackbook|||African-American blackbook international reference guide,,,"Chicago, Ill",National Publications Sales Agency,,1989,9999,,serial,Annual,English,text,print,v. : ill. ; 28 cm.,Directories|||Periodicals|||directory,,"African American business enterprises|||African Americans|||Societies, etc",,United States,,U.S. sports (DLC) 88646292 (OCoLC)18735463,,,sn 93042134,,
9263931,Blackheart,,Black heart|||Blackheart,,,"New York, N.Y. :","Blackheart Collective Press,",1984-,1984,uuuu,,serial,Semiannual,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American gays|||Gay men,,,,Yemonja (DLC)sn 90018260,,0742-5651,,,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/04JL/AHSI?sid=gale_marc&u=upitt_main
9264092,BLK,"BLK (Los Angeles, Calif.)",,,,"Los Angeles, Calif. :","BLK Co.,",1988-,1988,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,African American gays|||African American lesbians,,,,,,,,,http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/9FUL/AHSI?sid=gale_marc&u=upitt_main
4442762,"Blue, gold & Black",,"Blue, gold and Black",,,"Pittsburgh, Pa","University of Pittsburgh, Office of Public Affairs",2002-,2002,9999,,serial,Completely irregular,English,text,print,v. ; 29-31 cm.,periodical,,African American students|||African American alumni and alumnae|||African American college students|||University of Pittsburgh,,Pennsylvania|||Pittsburgh,,,,,,,
6295975,"Blue, gold & Black",,"Blue, gold and Black",,,"Pittsburgh, Pa","University of Pittsburgh, Office of Public Affairs",2002-,2002,9999,,serial,Completely irregular,English,text,print,v. ; 29-31 cm.,periodical,,African American students|||African American alumni and alumnae|||African American college students|||University of Pittsburgh,,Pennsylvania|||Pittsburgh,,,,,,,
6833375,"broad ax, The","Broad ax (Salt Lake City, Utah : 1895)",Broadax,,,"Salt Lake City, Utah|||Chicago, Ill",Julius F. Taylor|||Julius F. Taylor,,1895,19uu,,serial,Weekly,English,text,electronic|||electronic resource|||remote|||computer|||online resource,,Newspapers|||newspaper|||text,,African Americans|||African American newspapers,,"United States, Utah, Salt Lake, Salt Lake City|||Chicago|||Salt Lake City (Utah)|||Utah|||United States, Illinois, Cook, Chicago|||Chicago (Ill.)|||Salt Lake City|||Illinois",,,,2163-7202,,,http://chroniclingamerica.loc.gov/lccn/sn84024055/issues/
1212080,"Broadside annual, The",,,,,Detroit,Broadside Press.,,1972,1973,,serial,Annual,English,text,print,2 v. 22cm.,Periodicals,,American poetry|||African American authors,20th century,,,,,,72624192,,
1277423,"bulletin of the Colored Intercollegiate Athletic Association, The",,C.I.A.A. bulletin,,,"Hampton, Va",Hampton Institute Press.,,1912,9999,,serial,Annual,English,text,print,v. 30 cm.,Periodicals|||periodical,Includes proceedings of annual meetings.,Athletics|||African American athletes|||Colored Intercollegiate Athletic Association,,United States,,,,,,,
369365,Burrelle's Black media directory,,Black media directory,,,"Livingston, NJ",Burrelle's Media Directories,c1983-,1984,9999,,serial,Irregular|||Completely irregular,English,text,print,v. ; 28 cm.,Directories|||directory,,African American mass media,,United States,,Burrelle's special groups media directory (OCoLC)6910072,,0748-4259,84649633,,
7676155,Business report: South Africa,,,,,"Johannesburg, S.A",Independent Online,,20uu,9999,,serial,Weekly,English,text,electronic|||electronic resource|||remote,,Periodicals|||newspaper,,South African newspapers|||Commerce|||Economic conditions,,South Africa,,,,,,,http://www.busrep.co.za/|||http://pitt.idm.oclc.org/login?url=http://link.galegroup.com/apps/pub/5DYZ/STND?sid=kbart?&u=upitt_main
9248289,BWMT Atlanta newsletter,,Newsletter|||BWMT/Atlanta newsletter Feb. 1987-Mar. 1988|||BWMT newsletter Apr. 1988-,,BWMT/Atlanta (issuing body),"Atlanta, Georgia :","Black and White Maine Together, Atlanta,",1986-,1876,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American men|||Social conditions|||Racism|||Homosexuality|||BWMT/Atlanta,,Atlanta|||United States|||Georgia,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9EPB&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9247237,BWMT Baltimore: black and white men together,,,,,"Baltimore, Maryland :","National Association of BWMT,",1986-,1986,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Gays,,Maryland|||Baltimore,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9EPC&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9248315,BWMT DC news,,BWMT/DC newsletter,,,"Washington, District of Columbia :","[publisher not identified],",1986-,1986,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Gays,,Washington (D.C.),,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9EPE&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9247898,BWMT Detroit,,BWMT Detroit newsletter,,,"Detroit, Michigan :","[publisher not identified],",1986-,1986,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes).,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Gays,,Michigan|||Detroit,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9EPF&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9247410,BWMT Tallahassee and Big Bend Florida,,,,,"Tallahassee, Florida :","[publisher not identified],",1986-,1986,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Male homosexuality,,Tallahassee|||Florida,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9EPH&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
9248208,BWMT/PACT newsletter,,BWMT newsletter,,,"San Diego, California :","Black and White Maine Together, San Diego,",1991-,1991,uuuu,,serial,Monthly,English,text,electronic resource|||remote|||computer|||online resource,1 online resource (volumes) : illustrations.,Periodicals|||periodical|||text,,Gay men|||African American gay men|||Male homosexuality,,San Diego|||California,,,,,,,http://pitt.idm.oclc.org/login?url=http://gdc.galegroup.com/gdc/artemis/atp/AboutThisPublicationPortletWin?mCode=9EPI&p=AHSI&prodId=AHSI&action=e&windowstate=normal&mode=view&userGroupName=upitt_main
1681786,Cadernos negros,,,,,São Paulo],,1978-,1978,9999,,serial,Annual,Portuguese,text,print|||unmediated,no. 15 cm,Periodicals|||periodical|||text,,"Brazilian poetry|||Black authors|||Short stories, Brazilian",,Brazil,,,,,80647696,,
533312,CAFRAD news,,,,,"Tangier, Morocco]",African Training and Research Centre in Administration for Development.,,1967,1989,,serial,Irregular|||Completely irregular,English,text,print,40 no. 27 cm.,Periodicals|||periodical,,Politics and government|||African Training and Research Centre in Administration for Development,1960-,Africa,,,CAFRAD news African Training and Research Centre for Development. (DLC) 90643285 (OCoLC)22743308,0496-8360,sf 81006041,,
4046211,Calendar,,,,,"Washington, D.C",National Museum of African Art,1991-,1991,9999,,serial,Quarterly,English,text,print,v. : ill. ; 61 x 23 cm. folded to 16 x 23 cm.,Calendars|||Exhibitions|||Periodicals|||periodical,,"Art, African|||National Museum of African Art (U.S.)",,Africa|||Washington (D.C.),,Calendar of exhibitions and programs National Museum of African Art (U.S.). (DLC)sn 88040107 (OCoLC)18054914,,,sn 91023426,,http://purl.access.gpo.gov/GPO/LPS20433
533347,Call and post,"Call and post (Cleveland, Ohio : City ed.)",Call & post,,,"Cleveland, Ohio",P.W. Pub. Co.,1962-1982,1962,1982,City ed.,serial,Weekly,English,text,print,v.,Newspapers|||newspaper,,African Americans|||African American newspapers,,"Cleveland (Ohio)|||Ohio|||United States, Ohio, Cuyahoga, Cleveland",,Cleveland call and post (DLC)sn 83045612,"Call and post (Cleveland, Ohio : Cleveland ed.) (DLC)sn 85042478",0045-4036,sn 78004777,,
