id,title,creator,contributor,creation_date,sort_date,display_date,language,type_of_resource,format,extent,genre,abstract,subject,temporal_coverage,geographic_coverage,host,series,container,owner,depositor,collection_id
00z329908m,"History of the United States: from their first settlement as colonies, to the close of the war with Great Britain in 1815 : to which are added questions, adapted to the use of schools","Hale, Salma, 1787-1866",,1835|||1826,1835-01-01T00:00:00,ca. 1835-1826,English,text,print,"298, 24 p. ; 15 cm.",,,History,,United States,,,,,University of Pittsburgh,collection.120
00z329961m,"history of the United States of America: on a plan adapted to the capacity of youth, and designed to aid the memory by systematick  arrangement and interesting associations : illustrated by engravings, A","Goodrich, Charles A. (Charles Augustus), 1790-1862",,1825|||1822,1825-01-01T00:00:00,ca. 1825-1822,English,text,print,"296, 20 p. : ill. ; 15 cm.",,,History,,United States,,,,,University of Pittsburgh,collection.120
00z330014m,"practical grammar of the English language, A","Butler, Noble, 1819-1882",,,1846-01-01T00:00:00,1846,English,text,print,254 p. ; 19 cm.,,,English language|||Grammar,,,,,,,University of Pittsburgh,collection.120
00z330817m,"Geography on the productive system: for schools, academies, and families : accompanied by a large and valuable atlas","Smith, Roswell Chamberlain, 1797-1875",,1838|||1836,1838-01-01T00:00:00,ca. 1838-1836,English,text,print,247 p. : ill. ; 17 cm.,,,Geography|||Textbooks,1800-1870,,,,,,University of Pittsburgh,collection.120
00z331728m,"Classical English letter-writer, or, Epistolary selections: designed to improve young persons in the art of letter-writing and in the principles of virtue and piety  : with introductory rules and observations on epistolary composition, and biographical notices of the writers from whom the letters are selected",,,,1816-01-01T00:00:00,1816,English,text,print,"xxiv, 321 p. ; 19 cm.",,,English letters|||Collections|||Letter writing,,,,,,,University of Pittsburgh,collection.120
00z332218m,"young American, or, Book of government and law : showing their history, nature and necessity : for the use of schools, The","Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,,1842-01-01T00:00:00,1842,English,text,print,282 p. : ill. ; 17 cm.,,,Politics and government|||Political science,,United States,,,,,University of Pittsburgh,collection.120
00z333331m,"pictorial history of the United States: for schools and families, A","Lossing, Benson John, 1813-1891",,,1854-01-01T00:00:00,1854,English,text,print,"343 p. : ill., ports ; 20 cm.",,,History,,United States,,,,,University of Pittsburgh,collection.120
00z334080m,"young lady's accidence , or, A short and easy introduction to English grammar: designed principally for the use of young learners : more especially those of the fair sex : though proper for either, The","Bingham, Caleb, 1757-1817",,,1815-01-01T00:00:00,1815,English,text,print,60 p. ; 14 cm.,,,English language|||Grammar,,,,,,,University of Pittsburgh,collection.120
00z336193m,"improved grammar of the English language, An","Webster, Noah, 1758-1843",,1839|||1831,1839-01-01T00:00:00,ca. 1839-1831,English,text,print,192 p. ; 19 cm.,,,English language|||Grammar,,,,,,,University of Pittsburgh,collection.120
00z339026m,Illustrated school history of the United States and the adjacent parts of America: from the earliest discoveries to the present time,"Quackenbos, G. P. (George Payn), 1826-1881",,,1857-01-01T00:00:00,1857,English,text,print,"460 p. : ill., ports., maps ; 19 cm.",,,History,,United States,,,,,University of Pittsburgh,collection.120
00z357226m,"system of modern geography, comprising a description of the present state of the world and its five great divisions: America, Europe, Asia, Africa, and Oceanica : with their several empires, kingdoms, states, territories, &c. ... illustrated by an atlas of sixteen maps, drawn and engraved to accompany the work, A","Mitchell, S. Augustus (Samuel Augustus), 1792-1868",,1840|||1839,1840-01-01T00:00:00,ca. 1840-1839,English,text,print,"336 p. : ill., maps ; 17 cm.",,,Geography|||Textbooks,1800-1870,,,,,,University of Pittsburgh,collection.120
00z357387m,Lessons in geography for little learners,,"Quackenbos, John Duncan, 1848-1926",,1889-01-01T00:00:00,1889,English,text,print,"68 p. : ill., maps ; 19 cm.",,,Geography|||Textbooks,1870-1945,,,,,,University of Pittsburgh,collection.120
00z357449m,Peter Parley's geography for beginners: with eighteen maps and one hundred and fifty engravings,"Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,1845|||1844,1845-01-01T00:00:00,ca. 1845-1844,English,text,print,"160 p. : ill., maps ; 15 cm.",,,Geography|||Textbooks,1800-1870,,,,,,University of Pittsburgh,collection.120
00z357466m,"easy grammar of geography: intended as a companion and introduction to the ""Geography on a popular plan for schools and young persons"" by the same author : with maps, An","Phillips, R. (Richard), Sir, 1767-1840",,,1806-01-01T00:00:00,1806,English,text,print,144 p. : maps ; 14 cm.,,,Geography|||Textbooks,1800-1870,,,,,,University of Pittsburgh,collection.120
00z360346m,"Tower's common school grammar: with models of clausal, phrasal, and verbal analysis and parsing : gradually developing the construction of the English sentence","Tower, David B. (David Bates), 1808-1868",,1861|||1859,1861-01-01T00:00:00,ca. 1861-1859,English,text,print,"viii, 243 p. ; 19 cm.",,,English language|||Grammar,,,,,,,University of Pittsburgh,collection.120
00z360370m,"practical new grammar, with exercises of bad English, or, An easy guide to speaking and writing the English language properly and correctly: to which is added, a curious and useful appendix, A","Fisher, A. (Anne), 1719?-1778",,,1780-01-01T00:00:00,1780,English,text,print,"xii, 180 p. ; 17 cm.",Early works to 1800,,English language|||Grammar,,,,,,,University of Pittsburgh,collection.120
00z360511m,"First lessons in our country's history: bringing out its salient points, and aiming to combine simplicity with sense","Swinton, William, 1833-1892",,,1872-01-01T00:00:00,1872,English,text,print,"viii, 119 p. : ill., maps ; 18 cm.",,,History,,United States,,,,,University of Pittsburgh,collection.120
00z360707m,"pictorial history of the United States: with notices of other portions of America, A","Goodrich, Samuel G. (Samuel Griswold), 1793-1860",,1850|||1843,1850-01-01T00:00:00,ca. 1850-1843,English,text,print,"viii, 360 p. : ill., maps ; 19 cm.",,,History,,America|||United States,,,,,University of Pittsburgh,collection.120
00z398954m,"new universal letter writer: containing letters on duty, amusement, love, courtship, marriage, friendship, trade, religion, and other useful subjects, The","Cook, Thomas.",,,1816-01-01T00:00:00,1816,English,text,print,288 p. ; 17 cm.,,,Letter writing,,,,,,,University of Pittsburgh,collection.120
00z411590m,"Palmer method of business writing: a  series of self-teaching in rapid, plain, unshaded, coarse-pen, muscular movement writing, The","Palmer, A. N. (Austin Norman), 1859-1927",,,1915-01-01T00:00:00,1915,English,text,print,95 p. : ill. ; 15 x 24 cm.,,,Penmanship,,,,,,,University of Pittsburgh,collection.120
00z412377m,"Penmanship explained, or, The principles of writing reduced to an exact science","Potter, S. A.",,1868|||1866,1868-01-01T00:00:00,ca. 1868-1866,English,text,print,"123 p., [6] pages of plates : ill. ; 19cm.",,,Penmanship,,,,,,,University of Pittsburgh,collection.120
00z412637m,"New vertical script primer, The",,,1898,1898-01-01T00:00:00,1898,English,text,print,48 p. : ill. ; 20 cm.,,,"Penmanship, Vertical",,,,,,,University of Pittsburgh,collection.120
00z418146m,Cornell's primary geography: forming part first of a systematic series of school geographies,"Cornell, S. S. (Sophia S.)",,1855|||1854,1855-01-01T00:00:00,ca. 1855-1854,English,text,print,"98 p. : ill., maps ; 23 cm.",,,Geography|||Textbooks,1800-1870,,,,,,University of Pittsburgh,collection.120
00z423660m,Lessons in hygiene: an elementary text-book on the maintenance of health : with the rudiments of anatomy and physiology and the treatment of emergent cases : comprising also lessons on the action of stimulants and sedatives on the brain and nervous system : adapted for common schools,"Cutter, John C. (John Clarence), 1851-1909",,,1885-01-01T00:00:00,1885,English,text,print,180 p. : ill. ; 20 cm.,,,Hygiene|||Juvenile literature|||Physiology,,,,,,,University of Pittsburgh,collection.120
00z426609m,"Dainty songs for little lads and lasses: for use in the kindergarten, school and home","Murray, James R. (James Ramsey), 1841-1905",,,1887-01-01T00:00:00,1887,English,notated music,print,1 score (160 p.) ; 16 cm.,,,Children's songs,,,,,,,University of Pittsburgh,collection.120
00z426876m,School melodies: containing a choice collection of popular airs with original and appropriate words composed expressly for the use of schools,"Greene, J. W. (James Whitman)",,,1852-01-01T00:00:00,1852,English,notated music,print,72 p. of music ; 11 x 17 cm.,,,School songbooks,,,,,,,University of Pittsburgh,collection.120
00z444840m,"first reader, The","Monroe, Lewis B. (Lewis Baxter), 1825?-1879",,,1873-01-01T00:00:00,1873,English,text,print,96 p. : ill. ; 19 cm.,,,Readers (Elementary),1870-1950,,,,,,University of Pittsburgh,collection.120
00z469484m,"Analysis of civil government: including a topical and tabular arrangement of the Constitution of the United States : designed as a class-book for the use of grammar, high, and normal schools, academies, and other institutions of learning","Townsend, Calvin, d. 1881",,1869|||1868,1869-01-01T00:00:00,ca. 1869-1868,English,text,print,342 p. ; 20 cm.,handbook,,"Politics and government|||Handbooks, manuals, etc|||United States.",,United States,,,,,University of Pittsburgh,collection.120
00z470549m,"principles of the government of the United States: adapted to the use of schools, The","Davis, Pardon.",,1823|||1822,1823-01-01T00:00:00,ca. 1823-1822,English,text,print,240 p. ; 18 cm.,,,Constitutions|||States|||United States.,,United States,,,,,University of Pittsburgh,collection.120
00z480908m,"Fashionable American letter writer, or, The art of polite correspondence: containing a variety of plain and elegant letters on business, love, courtship, marriage, relationship, friendship, &c : with forms of complimentary cards : to the whole is prefixed directions for letter writing, and rules for composition, The",,,,1832-01-01T00:00:00,1832,English,text,print,"xi, 179 p. ; 15 cm.",,,Letter writing,,,,,,,University of Pittsburgh,collection.120
00z573063m,"child's book of American geography: designed as an easy and entertaining work for the use of beginners : with sixty engravings, and eighteen maps, The","Goodrich, Samuel G. (Samuel Griswold), 1793-1860","Brown, George Loring, 1814-1889|||Bowen, Abel, 1790-1850",1832|||1831,1832-01-01T00:00:00,ca. 1832-1831,English,text,print,"64 p. : ill. (Some col.), maps ; 18 cm.",,,Description and travel|||Geography|||Textbooks,1800-1870,America|||United States,,,,,University of Pittsburgh,collection.120
00z792242m,"Chesterfield's art of letter-writing simplified: being a guide to friendly, affectionate, polite and business correspondence : containing a large collection of the most valuable information relative to the art of letter-writing, with clear and complete instructions how to begin and end correspondence, rules for punctuation and spelling, &c. : to which is appended the complete rules of etiquette and the usages of society : containing the most approved rules for correct deportment in fashionable life, together with hints to gentlemen and ladies on irregular and vulgar habits, also, the etiquette of love and courtship, marriage etiquette, &c",,,,1857-01-01T00:00:00,1857,English,text,print,"68, 64,16 p. ; 17 cm.",,,Letter writing|||Etiquette,,,,,,,University of Pittsburgh,collection.120
01acf7207m,"Cobb's juvenile reader no. 1: containing interesting, moral, and instructive reading lessons, composed of easy words of one and two syllables : designed for the use of small children in families and school","Cobb, Lyman, 1800-1864",,,1830-01-01T00:00:00,1830,English,text,print,72 p. : ill. ; 15 cm.,,,Readers (Primary),1800-1870,,,,,,University of Pittsburgh,collection.120
01ach2440m,"gradual primer, or, Primary school enunciator: The child's first step, taken in the right place, The","Tower, David B. (David Bates), 1808-1868",,1855|||1853,1855-01-01T00:00:00,ca. 1855-1853,English,text,print,104 p. : ill. ; 17 cm.,,,Readers (Primary),1800-1870,,,,,,University of Pittsburgh,collection.120
01z358174m,Elements of useful knowledge: containing a historical and geographical account of the United States : for the use of schools,"Webster, Noah, 1758-1843",,,1807-01-01T00:00:00,1807,English,text,print,3 v. ; 17 cm.,,,Geography|||Textbooks|||History,"1800-1870|||Colonial period, ca 1600-1775",United States,,,,,University of Pittsburgh,collection.120
02ach1100m,"Cobb's juvenile reader no. 2: containing interesting, moral, and instructive reading lessons, composed of words of one, two, and three syllables : designed for the use of small children, and, in connexion with No. I, to accompany the spelling book in families and schools","Cobb, Lyman, 1800-1864",,,1831-01-01T00:00:00,1831,English,text,print,144 p. : ill. ; 15 cm.,,,Readers (Elementary),1800-1870,,,,,,University of Pittsburgh,collection.120
02ack2728m,"speller and definer, or, Class-book no. 2: designed to answer the purposes of a spelling book and to supersede the necessity of the use of a dictionary as a class-book, The","Hazen, Edward.",,,1829-01-01T00:00:00,1829,English,text,print,215 p. ; 16 cm.,,,Spellers,,,,,,,University of Pittsburgh,collection.120
03ach2155m,"Cobb's juvenile reader no. 3: containing interesting, historical, moral, and instructive reading lessons, composed of words of a greater number of syllables than the lessons in Nos. I and II, and a greater variety of composition, both in prose and poetry, selected from the writings of the best American and English authors : to which are prefixed observations on the principles of good reading : designed for the use of larger children in families and schools","Cobb, Lyman, 1800-1864",,,1831-01-01T00:00:00,1831,English,text,print,216 p. : ill. ; 15 cm.,,,Readers (Elementary),1800-1870,,,,,,University of Pittsburgh,collection.120
31735035516370,Epochs in American history,"Ellis, Edward Sylvester, 1840-1916",,,1896-01-01T00:00:00,1896,English,text,print,192 p. : ill. ; 19 cm.,,,History,,United States,,,,,University of Pittsburgh,collection.120
31735035996432,Expert shorthand speed course: teacher's handbook,"Blanchard, Clyde Insley, 1888-","Zoubek, Charles E. (Charles Edward), 1913-1997",,,,English,text,print,"v, 227 p. ; 21 cm.",,,Shorthand|||Exercises for dictation,,,,,,,University of Pittsburgh,collection.120
31735045572330,National penmanship compendium for self-instruction and for use in schools and colleges,"Taylor, A. D.",,,1904-01-01T00:00:00,1904,English,text,print,1 v. (loose leave) : ill. ; 10 x 23 cm.,,,Penmanship,,,,,,,University of Pittsburgh,collection.120
31735056711504,"principles of English grammar: adapted to the use of common schools, The","Whiting, Joseph, 1800-1845",,1845|||1844,1845-01-01T00:00:00,ca. 1845-1844,English,text,print,60 p. ; 19 cm.,,,English language|||Grammar,,,,,,,University of Pittsburgh,collection.120
31735057849709,Key to Pearson's Latin prose composition,"Inglis, Alexander James, 1879-1924",,,1904-01-01T00:00:00,1904,Latin|||English,text,print,105 p. ; 18 cm.,,,Latin language|||Composition and exercises,,,,,,,University of Pittsburgh,collection.120
